ST_CD,PC_NO,#,PARTY_CODE,CANDIDATE,YEAR,PC_NAME,O.S.N.,EVM Votes,Postal Votes,Migrant Votes,VOTES,Deposit_Gained,PARTY,ALLIANCE,STATE,color_code,polled_votes,vote_percent,Phase,Date,Nomination,Category,Vote %,IMAGE
S01,7,10,RPI(K),PANTHAGADA VIJAYA CHAKRAVARTHY,2019,Amalapuram,6,1801,0,0,1801,0,Republican Party of India (Khobragade),,Andhra Pradesh,#004274,1230903,0.15,1,11/04/19,25/03/19,SC,0.146315347,
S01,7,9,IPBP,MURALIKRISHNA KANDERI,2019,Amalapuram,7,1801,1,0,1802,0,India Praja Bandhu Party,,Andhra Pradesh,#004274,1230903,0.15,1,11/04/19,25/03/19,SC,0.146396589,
S01,7,8,PPI,MORTHA SIVA RAMA KRISHNA,2019,Amalapuram,8,1946,4,0,1950,0,Pyramid Party of India,,Andhra Pradesh,#004274,1230903,0.16,1,11/04/19,25/03/19,SC,0.158420282,
S01,7,3,JP,D M R SEKHAR,2019,Amalapuram,9,253271,1577,0,254848,1,Janasena Party,,Andhra Pradesh,#D22215,1230903,20.7,1,11/04/19,25/03/19,SC,20.70414972,
S01,7,7,IND,REVU SUDHAKAR,2019,Amalapuram,10,2770,1,0,2771,0,Independent,,Andhra Pradesh,#CEB58C,1230903,0.23,1,11/04/19,25/03/19,SC,0.225119282,
S01,7,4,NOTA,NONE OF THE ABOVE,2019,Amalapuram,11,16408,41,0,16449,0,None of the Above,,Andhra Pradesh,#DDD1CA,1230903,1.34,1,11/04/19,25/03/19,SC,1.336336007,
S01,8,6,BJP,PARAVASTU SATYA GOPINATH DAS,2019,Rajahmundry,2,12165,169,0,12334,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1250427,0.99,1,11/04/19,25/03/19,GEN,0.986383052,
S01,8,2,TDP,MAGANTI ROOPA,2019,Rajahmundry,3,459100,1290,0,460390,1,Telugu Desam,,Andhra Pradesh,#AB9005,1250427,36.82,1,11/04/19,25/03/19,GEN,36.81862276,
S01,19,1,TDP,J.C. DIVAKAR REDDI,2014,Ananthapur,1,606509,0,0,606509,1,Telugu Desam,,Andhra Pradesh,#AB9005,1205054,50.33,1,11/04/19,25/03/19,GEN,50.33044162,
S01,8,3,JP,AKULA SATYANARAYANA,2019,Rajahmundry,5,155164,643,0,155807,0,Janasena Party,,Andhra Pradesh,#D22215,1250427,12.46,1,11/04/19,25/03/19,GEN,12.46030356,
S01,8,8,API,GEDDAM DAVID NELSON BABU,2019,Rajahmundry,6,1752,5,0,1757,0,Ambedkarite Party of India,,Andhra Pradesh,#004274,1250427,0.14,1,11/04/19,25/03/19,GEN,0.140512001,
S01,8,11,Others,BANDARU RAJESWARA RAO,2019,Rajahmundry,7,1034,1,0,1035,0,Jana Jagruti Party,,Andhra Pradesh,#004274,1250427,0.08,1,11/04/19,25/03/19,GEN,0.082771725,
S01,8,12,Others,MEDA SRINIVAS,2019,Rajahmundry,8,994,2,0,996,0,Rashtriya Praja Congress  (Secular),,Andhra Pradesh,#004274,1250427,0.08,1,11/04/19,25/03/19,GEN,0.079652791,
S01,8,10,PPI,SANGISETTI SRINIVASA RAO,2019,Rajahmundry,9,1156,5,0,1161,0,Pyramid Party of India,,Andhra Pradesh,#004274,1250427,0.09,1,11/04/19,25/03/19,GEN,0.092848283,
S01,8,9,IND,KURUVELLA BHANUCHANDAR,2019,Rajahmundry,10,1242,0,0,1242,0,Independent,,Andhra Pradesh,#CEB58C,1250427,0.1,1,11/04/19,25/03/19,GEN,0.09932607,
S01,8,7,IND,KOLLAPU VENU,2019,Rajahmundry,11,2868,1,0,2869,0,Independent,,Andhra Pradesh,#CEB58C,1250427,0.23,1,11/04/19,25/03/19,GEN,0.229441623,
S01,8,4,NOTA,NONE OF THE ABOVE,2019,Rajahmundry,12,18064,23,0,18087,0,None of the Above,,Andhra Pradesh,#DDD1CA,1250427,1.45,1,11/04/19,25/03/19,GEN,1.446465887,
S01,1,2,BJP,KOTHAPALLI GEETHA,2024,Araku,2,417113,9312,0,426425,1,Bharatiya Janata Party,NDA,Andhra Pradesh,#ff7f0e,1164445,36.62,3,07/05/24,19/04/24,ST,36.62045009,
S01,9,5,BJP,PYDIKONDALA MANIKYALA RAO,2019,Narsapuram,3,12118,260,0,12378,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1174441,1.05,1,11/04/19,25/03/19,GEN,1.053948219,
S01,9,2,TDP,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),2019,Narsapuram,4,413674,2011,0,415685,1,Telugu Desam,,Andhra Pradesh,#AB9005,1174441,35.39,1,11/04/19,25/03/19,GEN,35.39428545,
S01,9,7,NSP,YELLA VENU GOPAL RAO,2019,Narsapuram,5,4268,2,0,4270,0,Nava Samaj Party,,Andhra Pradesh,#004274,1174441,0.36,1,11/04/19,25/03/19,GEN,0.363577225,
S01,9,15,RPI(A),GANJI PURNIMA,2019,Narsapuram,6,865,2,0,867,0,Republican Party of India (A),,Andhra Pradesh,#004274,1174441,0.07,1,11/04/19,25/03/19,GEN,0.073822355,
S01,9,16,MCPI,GURUGUBILLI RAMBABU,2019,Narsapuram,7,582,0,0,582,0,Marxist Communist Party of India (United),,Andhra Pradesh,#004274,1174441,0.05,1,11/04/19,25/03/19,GEN,0.049555491,
S01,9,8,SP,G S RAJU,2019,Narsapuram,8,3459,3,0,3462,0,Samajwadi Party,,Andhra Pradesh,#0E6D37,1174441,0.29,1,11/04/19,25/03/19,GEN,0.294778537,
S01,9,13,IPBP,DASARI KRISHNA MURTHY,2019,Narsapuram,9,1600,0,0,1600,0,India Praja Bandhu Party,,Andhra Pradesh,#004274,1174441,0.14,1,11/04/19,25/03/19,GEN,0.136235026,
S01,9,12,PPI,NALLAM SURYA CHANDRA RAO,2019,Narsapuram,10,2194,9,0,2203,0,Pyramid Party of India,,Andhra Pradesh,#004274,1174441,0.19,1,11/04/19,25/03/19,GEN,0.187578601,
S01,9,3,JP,NAGABABU KONIDELA,2019,Narsapuram,11,248675,1614,0,250289,1,Janasena Party,,Andhra Pradesh,#D22215,1174441,21.31,1,11/04/19,25/03/19,GEN,21.31133024,
S01,9,9,PRSP,K.A.PAUL,2019,Narsapuram,12,3018,19,0,3037,0,Praja Shanthi Party,,Andhra Pradesh,#004274,1174441,0.26,1,11/04/19,25/03/19,GEN,0.258591108,
S01,9,14,IND,GOTTUMUKKALA SHIVAJI,2019,Narsapuram,13,1273,0,0,1273,0,Independent,,Andhra Pradesh,#CEB58C,1174441,0.11,1,11/04/19,25/03/19,GEN,0.108391992,
S01,9,11,IND,NALLI RAJESH,2019,Narsapuram,14,2646,2,0,2648,0,Independent,,Andhra Pradesh,#CEB58C,1174441,0.23,1,11/04/19,25/03/19,GEN,0.225468968,
S01,9,10,IND,MEDAPATI VARAHALA REDDY,2019,Narsapuram,15,2674,3,0,2677,0,Independent,,Andhra Pradesh,#CEB58C,1174441,0.23,1,11/04/19,25/03/19,GEN,0.227938228,
S01,9,6,NOTA,NONE OF THE ABOVE,2019,Narsapuram,16,12031,35,0,12066,0,None of the Above,,Andhra Pradesh,#DDD1CA,1174441,1.03,1,11/04/19,25/03/19,GEN,1.027382389,
S01,1,1,YSRCP,GUMMA THANUJA RANI,2024,Araku,1,471470,5535,0,477005,1,Yuvajana Sramika Rythu Congress Party,,Andhra Pradesh,#08406F,1164445,40.96,3,07/05/24,19/04/24,ST,40.9641503,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GUMMA-2024-5992.jpg
S01,10,6,BJP,CHINNAM RAMA KOTAYYA,2019,Eluru,2,8317,95,0,8412,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1327923,0.63,1,11/04/19,25/03/19,GEN,0.633470465,
S01,10,2,TDP,MAGANTTI VENKATESWARA RAO BABU,2019,Eluru,4,509549,1335,0,510884,1,Telugu Desam,,Andhra Pradesh,#AB9005,1327923,38.47,1,11/04/19,25/03/19,GEN,38.47241143,
S01,10,8,PPI,CHINA VENKATA SURYANARAYANA JOSYULA,2019,Eluru,5,2932,3,0,2935,0,Pyramid Party of India,,Andhra Pradesh,#004274,1327923,0.22,1,11/04/19,25/03/19,GEN,0.221021851,
S01,10,3,JP,PENTAPATI PULLARAO,2019,Eluru,6,76481,346,0,76827,0,Janasena Party,,Andhra Pradesh,#D22215,1327923,5.79,1,11/04/19,25/03/19,GEN,5.785501117,
S01,10,9,RPI(A),MATHE. BOBBY,2019,Eluru,7,1871,8,0,1879,0,Republican Party of India (A),,Andhra Pradesh,#004274,1327923,0.14,1,11/04/19,25/03/19,GEN,0.141499168,
S01,10,11,Others,V. SIVA RAMA KRISHNA,2019,Eluru,8,1261,0,0,1261,0,Jana Jagruti Party,,Andhra Pradesh,#004274,1327923,0.09,1,11/04/19,25/03/19,GEN,0.094960325,
S01,10,10,IND,ALAGA. RAVI KUMAR,2019,Eluru,9,1648,0,0,1648,0,Independent,,Andhra Pradesh,#CEB58C,1327923,0.12,1,11/04/19,25/03/19,GEN,0.124103581,
S01,10,7,IND,DR.MENDEM. SANTHOSH KUMAR(PEDDABABU),2019,Eluru,10,3010,0,0,3010,0,Independent,,Andhra Pradesh,#CEB58C,1327923,0.23,1,11/04/19,25/03/19,GEN,0.226669769,
S01,10,4,NOTA,NONE OF THE ABOVE,2019,Eluru,11,23861,19,0,23880,0,None of the Above,,Andhra Pradesh,#DDD1CA,1327923,1.8,1,11/04/19,25/03/19,GEN,1.79829704,
S01,11,2,TDP,KONAKALLA NARAYANA RAO,2019,Machilipatnam,1,508570,2725,0,511295,1,Telugu Desam,,Andhra Pradesh,#AB9005,1241605,41.18,1,11/04/19,25/03/19,GEN,41.18016599,
S01,11,6,BJP,GUDIVAKA RAMANJANEYULU,2019,Machilipatnam,2,6355,107,0,6462,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1241605,0.52,1,11/04/19,25/03/19,GEN,0.520455378,
S01,1,1,YSRCP,GODDETI. MADHAVI,2019,Araku,3,557561,0,0,562190,1,Yuvajana Sramika Rythu Congress Party,,Andhra Pradesh,#08406F,1074538,52.32,1,11/04/19,25/03/19,ST,52.31922929,
S01,11,8,RPI(A),PERAM SIVA NAGESWARA RAO,2019,Machilipatnam,5,3620,2,0,3622,0,Republican Party of India (A),,Andhra Pradesh,#004274,1241605,0.29,1,11/04/19,25/03/19,GEN,0.291719186,
S01,11,3,JP,BANDREDDI RAMAKRISHNA,2019,Machilipatnam,6,112416,876,0,113292,0,Janasena Party,,Andhra Pradesh,#D22215,1241605,9.12,1,11/04/19,25/03/19,GEN,9.12464109,
S01,11,9,BMP,YARLAGADDA RAMA MOHANA RAO,2019,Machilipatnam,7,1016,1,0,1017,0,Bahujan Maha Party,,Andhra Pradesh,#004274,1241605,0.08,1,11/04/19,25/03/19,GEN,0.081910108,
S01,11,12,PPI,VALLURU VENKATESWARA RAO,2019,Machilipatnam,8,824,2,0,826,0,Pyramid Party of India,,Andhra Pradesh,#004274,1241605,0.07,1,11/04/19,25/03/19,GEN,0.066526794,
S01,11,11,IND,GANDHI DHANEKULA,2019,Machilipatnam,9,846,0,0,846,0,Independent,,Andhra Pradesh,#CEB58C,1241605,0.07,1,11/04/19,25/03/19,GEN,0.068137612,
S01,11,13,IND,NADAKUDITI NAGA GAYATHRI,2019,Machilipatnam,10,771,2,0,773,0,Independent,,Andhra Pradesh,#CEB58C,1241605,0.06,1,11/04/19,25/03/19,GEN,0.062258126,
S01,11,10,IND,GUDIVAKA VENKATA NAGA BASAVA RAO,2019,Machilipatnam,11,895,1,0,896,0,Independent,,Andhra Pradesh,#CEB58C,1241605,0.07,1,11/04/19,25/03/19,GEN,0.072164658,
S01,11,7,IND,VIJAYA LAKSHMI CHALAPAKA,2019,Machilipatnam,12,4766,13,0,4779,0,Independent,,Andhra Pradesh,#CEB58C,1241605,0.38,1,11/04/19,25/03/19,GEN,0.384905022,
S01,11,4,NOTA,NONE OF THE ABOVE,2019,Machilipatnam,13,14043,34,0,14077,0,None of the Above,,Andhra Pradesh,#DDD1CA,1241605,1.13,1,11/04/19,25/03/19,GEN,1.133774429,
S01,12,4,BJP,KILARU DILEEP,2019,Vijayawada,1,18411,93,0,18504,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1277711,1.45,1,11/04/19,25/03/19,GEN,1.448214815,
S01,1,1,YSRCP,KOTHAPALLI GEETHA,2014,Araku,1,413191,0,0,413191,1,Yuvajana Sramika Rythu Congress Party,,Andhra Pradesh,#08406F,909614,45.42,1,11/04/19,25/03/19,ST,45.42487253,
S01,12,2,YSRCP,POTLURI.V.PRASAD ( P V P ),2019,Vijayawada,4,564174,2598,0,566772,1,Yuvajana Sramika Rythu Congress Party,,Andhra Pradesh,#08406F,1277711,44.36,1,11/04/19,25/03/19,GEN,44.35838777,
S01,12,7,IPBP,ANDUKURI VIJAYA BHASKAR,2019,Vijayawada,5,2457,0,0,2457,0,India Praja Bandhu Party,,Andhra Pradesh,#004274,1277711,0.19,1,11/04/19,25/03/19,GEN,0.192297006,
S01,12,15,MPP,DATLA LURDU MARY,2019,Vijayawada,6,433,1,0,434,0,Mundadugu Praja Party,,Andhra Pradesh,#004274,1277711,0.03,1,11/04/19,25/03/19,GEN,0.033966993,
S01,12,14,Others,PADALA SIVA PRASAD,2019,Vijayawada,7,480,0,0,480,0,Navarang Congress Party,,Andhra Pradesh,#004274,1277711,0.04,1,11/04/19,25/03/19,GEN,0.037567181,
S01,12,3,JP,MUTTAMSETTY PRASAD BABU,2019,Vijayawada,8,81416,234,0,81650,0,Janasena Party,,Andhra Pradesh,#D22215,1277711,6.39,1,11/04/19,25/03/19,GEN,6.390333964,
S01,12,13,PPI,SEKHAR,2019,Vijayawada,9,683,2,0,685,0,Pyramid Party of India,,Andhra Pradesh,#004274,1277711,0.05,1,11/04/19,25/03/19,GEN,0.053611497,
S01,12,16,IUML,SK. RIYAZ,2019,Vijayawada,10,412,0,0,412,0,Indian Union Muslim League,,Andhra Pradesh,#014BC6,1277711,0.03,1,11/04/19,25/03/19,GEN,0.032245163,
S01,12,10,IND,ANIL KUMAR MADDINENI,2019,Vijayawada,11,1049,0,0,1049,0,Independent,,Andhra Pradesh,#CEB58C,1277711,0.08,1,11/04/19,25/03/19,GEN,0.082099943,
S01,12,12,IND,DHANEKULA GANDHI,2019,Vijayawada,12,687,1,0,688,0,Independent,,Andhra Pradesh,#CEB58C,1277711,0.05,1,11/04/19,25/03/19,GEN,0.053846292,
S01,12,11,IND,NANDINI NALLAGHATLA,2019,Vijayawada,13,951,2,0,953,0,Independent,,Andhra Pradesh,#CEB58C,1277711,0.07,1,11/04/19,25/03/19,GEN,0.074586507,
S01,12,8,IND,BOLISETTY HARI BABU,2019,Vijayawada,14,1739,0,0,1739,0,Independent,,Andhra Pradesh,#CEB58C,1277711,0.14,1,11/04/19,25/03/19,GEN,0.136102765,
S01,12,9,IND,MOHAMMAD ISHAQ,2019,Vijayawada,15,1218,0,0,1218,0,Independent,,Andhra Pradesh,#CEB58C,1277711,0.1,1,11/04/19,25/03/19,GEN,0.095326721,
S01,12,6,NOTA,NONE OF THE ABOVE,2019,Vijayawada,16,8889,22,0,8911,0,None of the Above,,Andhra Pradesh,#DDD1CA,1277711,0.7,1,11/04/19,25/03/19,GEN,0.697419056,
S01,15,1,YSRCP,NANDIGAM SURESH,2019,Bapatla,3,592250,6007,0,598257,1,Yuvajana Sramika Rythu Congress Party,,Andhra Pradesh,#08406F,1266492,47.24,1,11/04/19,25/03/19,SC,47.23732957,
S01,13,5,BJP,JAYAPRAKASH NARAYANA VALLURU,2019,Guntur,2,11667,174,0,11841,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1351474,0.88,1,11/04/19,25/03/19,GEN,0.87615448,
S01,13,2,YSRCP,MODUGULA VENUGOPALA REDDY,2019,Guntur,3,580840,2873,0,583713,1,Yuvajana Sramika Rythu Congress Party,,Andhra Pradesh,#08406F,1351474,43.19,1,11/04/19,25/03/19,GEN,43.190842,
S01,13,14,PPI,ARAVETI HAZARATH RAO,2019,Guntur,5,808,2,0,810,0,Pyramid Party of India,,Andhra Pradesh,#004274,1351474,0.06,1,11/04/19,25/03/19,GEN,0.05993456,
S01,13,19,Others,ULLAGI DAVID JAYAKUMAR,2019,Guntur,6,447,0,0,447,0,Hardam Manavtawadi Rashtriya Dal,,Andhra Pradesh,#004274,1351474,0.03,1,11/04/19,25/03/19,GEN,0.033074998,
S01,13,20,Others,JELDI RAJA MOHAN,2019,Guntur,7,437,0,0,437,0,All India Praja Party,,Andhra Pradesh,#004274,1351474,0.03,1,11/04/19,25/03/19,GEN,0.032335065,
S01,13,13,RPI(A),NAGARAJU EKULA,2019,Guntur,8,920,0,0,920,0,Republican Party of India (A),,Andhra Pradesh,#004274,1351474,0.07,1,11/04/19,25/03/19,GEN,0.068073822,
S01,13,3,JP,BONABOYINA SRINIVASA RAO,2019,Guntur,9,128746,459,0,129205,0,Janasena Party,,Andhra Pradesh,#D22215,1351474,9.56,1,11/04/19,25/03/19,GEN,9.560302307,
S01,13,7,CPI(M)(R),MANNAVA HARIPRASAD,2019,Guntur,10,3212,4,0,3216,0,Communist Party of India (Marxist-Leninist) Red Star,,Andhra Pradesh,#004274,1351474,0.24,1,11/04/19,25/03/19,GEN,0.237962403,
S01,13,11,PRSP,RAMARAO SIMHADRI,2019,Guntur,11,1744,2,0,1746,0,Praja Shanthi Party,,Andhra Pradesh,#004274,1351474,0.13,1,11/04/19,25/03/19,GEN,0.129192275,
S01,13,15,VCK,JACOB VIDYASAGAR NAKKA,2019,Guntur,12,639,2,0,641,0,Viduthalai Chiruthaigal Katchi,,Andhra Pradesh,#9C5ABD,1351474,0.05,1,11/04/19,25/03/19,GEN,0.047429695,
S01,13,12,Others,SARABANDI RAJU SIKHINAM,2019,Guntur,13,1015,2,0,1017,0,Indian Labour Party (Ambedkar Phule),,Andhra Pradesh,#004274,1351474,0.08,1,11/04/19,25/03/19,GEN,0.07525117,
S01,13,18,Others,SHAIK JALEEL,2019,Guntur,14,560,3,0,563,0,Navarang Congress Party,,Andhra Pradesh,#004274,1351474,0.04,1,11/04/19,25/03/19,GEN,0.041658219,
S01,13,17,Others,SAMUDRALA CHINNA KOTAIAH,2019,Guntur,15,628,0,0,628,0,National Dalitha Dhal Party,,Andhra Pradesh,#004274,1351474,0.05,1,11/04/19,25/03/19,GEN,0.046467783,
S01,13,9,IND,UMAR BASHA SHAIK,2019,Guntur,16,2676,0,0,2676,0,Independent,,Andhra Pradesh,#CEB58C,1351474,0.2,1,11/04/19,25/03/19,GEN,0.198006029,
S01,13,8,IND,DASARI KIRAN BABU,2019,Guntur,17,2907,2,0,2909,0,Independent,,Andhra Pradesh,#CEB58C,1351474,0.22,1,11/04/19,25/03/19,GEN,0.215246464,
S01,13,16,IND,DOPPALAPUDI VEERA DAS,2019,Guntur,18,629,0,0,629,0,Independent,,Andhra Pradesh,#CEB58C,1351474,0.05,1,11/04/19,25/03/19,GEN,0.046541776,
S01,13,10,IND,YANAMADALA VENKATA SURESH,2019,Guntur,19,1947,0,0,1947,0,Independent,,Andhra Pradesh,#CEB58C,1351474,0.14,1,11/04/19,25/03/19,GEN,0.144064925,
S01,13,6,NOTA,NONE OF THE ABOVE,2019,Guntur,20,5972,34,0,6006,0,None of the Above,,Andhra Pradesh,#DDD1CA,1351474,0.44,1,11/04/19,25/03/19,GEN,0.444403666,
S01,14,4,BJP,KANNA LAKSHMI NARAYANA,2019,Narasaraopet,1,15237,231,0,15468,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1437675,1.08,1,11/04/19,25/03/19,GEN,1.075903803,
S01,14,2,TDP,RAYAPATI SAMBASIVARAO,2019,Narasaraopet,3,588900,2211,0,591111,1,Telugu Desam,,Andhra Pradesh,#AB9005,1437675,41.12,1,11/04/19,25/03/19,GEN,41.11575982,
S01,15,1,TDP,MALYADRI SRIRAM,2014,Bapatla,1,578145,0,0,578145,1,Telugu Desam,,Andhra Pradesh,#AB9005,1184634,48.8,1,11/04/19,25/03/19,SC,48.80368114,
S01,14,7,PPI,ALLU VENKATAREDDY,2019,Narasaraopet,5,2892,4,0,2896,0,Pyramid Party of India,,Andhra Pradesh,#004274,1437675,0.2,1,11/04/19,25/03/19,GEN,0.201436347,
S01,14,10,Others,KANAKAM SRINIVASARAO,2019,Narasaraopet,6,1065,4,0,1069,0,National Nava Kranthi Party,,Andhra Pradesh,#004274,1437675,0.07,1,11/04/19,25/03/19,GEN,0.074356165,
S01,14,3,JP,NAYUB KAMAL SHAIK,2019,Narasaraopet,7,50518,295,0,50813,0,Janasena Party,,Andhra Pradesh,#D22215,1437675,3.53,1,11/04/19,25/03/19,GEN,3.534387118,
S01,14,13,IUML,SURABHI DEVASAHAYAM,2019,Narasaraopet,8,423,0,0,423,0,Indian Union Muslim League,,Andhra Pradesh,#014BC6,1437675,0.03,1,11/04/19,25/03/19,GEN,0.029422505,
S01,14,14,IND,KANTE SAYANNA,2019,Narasaraopet,9,365,1,0,366,0,Independent,,Andhra Pradesh,#CEB58C,1437675,0.03,1,11/04/19,25/03/19,GEN,0.02545777,
S01,14,12,IND,GADDALA VENU,2019,Narasaraopet,10,623,3,0,626,0,Independent,,Andhra Pradesh,#CEB58C,1437675,0.04,1,11/04/19,25/03/19,GEN,0.043542525,
S01,14,8,IND,DURGAMPUDI RAMIREDDY,2019,Narasaraopet,11,2683,1,0,2684,0,Independent,,Andhra Pradesh,#CEB58C,1437675,0.19,1,11/04/19,25/03/19,GEN,0.186690316,
S01,14,11,IND,PARIMI NARASIMHA RAO,2019,Narasaraopet,12,999,2,0,1001,0,Independent,,Andhra Pradesh,#CEB58C,1437675,0.07,1,11/04/19,25/03/19,GEN,0.069626306,
S01,14,9,IND,REDDYBOINA PRASANNA KUMAR,2019,Narasaraopet,13,1394,1,0,1395,0,Independent,,Andhra Pradesh,#CEB58C,1437675,0.1,1,11/04/19,25/03/19,GEN,0.097031666,
S01,14,5,NOTA,NONE OF THE ABOVE,2019,Narasaraopet,14,13664,38,0,13702,0,None of the Above,,Andhra Pradesh,#DDD1CA,1437675,0.95,1,11/04/19,25/03/19,GEN,0.953066583,
S01,15,6,BJP,CHALLAGALI KISHORE KUMAR,2019,Bapatla,1,9842,509,0,10351,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1266492,0.82,1,11/04/19,25/03/19,SC,0.817296911,
S01,15,3,BSP,K. DEVANAND,2019,Bapatla,2,42262,318,0,42580,0,Bahujan Samaj Party,,Andhra Pradesh,#22409A,1266492,3.36,1,11/04/19,25/03/19,SC,3.362042555,
S01,8,1,BJP,DAGGUBATI PURANDHESHWARI,2024,Rajahmundry,1,718641,7874,0,726515,1,Bharatiya Janata Party,NDA,Andhra Pradesh,#ff7f0e,1325297,54.82,3,07/05/24,19/04/24,GEN,54.81903302,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DAGGU-2024-6365.jpg
S01,15,2,TDP,MALYADRI SRIRAM,2019,Bapatla,4,577403,4789,0,582192,1,Telugu Desam,,Andhra Pradesh,#AB9005,1266492,45.97,1,11/04/19,25/03/19,SC,45.96886518,
S01,15,9,PPI,KUMAR KATTEPOGU,2019,Bapatla,6,877,8,0,885,0,Pyramid Party of India,,Andhra Pradesh,#004274,1266492,0.07,1,11/04/19,25/03/19,SC,0.069878057,
S01,15,12,Others,GADDE HARI BABU,2019,Bapatla,7,521,9,0,530,0,Navodayam Party,,Andhra Pradesh,#004274,1266492,0.04,1,11/04/19,25/03/19,SC,0.041847876,
S01,15,13,MPP,CHINA NAGESWARA RAO SADHU,2019,Bapatla,8,463,3,0,466,0,Mundadugu Praja Party,,Andhra Pradesh,#004274,1266492,0.04,1,11/04/19,25/03/19,SC,0.036794547,
S01,15,14,Others,THUMATI RAVI,2019,Bapatla,9,368,2,0,370,0,All Peoples Party,,Andhra Pradesh,#004274,1266492,0.03,1,11/04/19,25/03/19,SC,0.029214555,
S01,15,11,Others,NUTHAKKI RAMA RAO,2019,Bapatla,10,600,6,0,606,0,All India Praja Party,,Andhra Pradesh,#004274,1266492,0.05,1,11/04/19,25/03/19,SC,0.047848703,
S01,15,10,IND,GELLA NAGAMALLI,2019,Bapatla,11,651,4,0,655,0,Independent,,Andhra Pradesh,#CEB58C,1266492,0.05,1,11/04/19,25/03/19,SC,0.051717658,
S01,15,8,IND,GOLLA BABURAO,2019,Bapatla,12,1271,5,0,1276,0,Independent,,Andhra Pradesh,#CEB58C,1266492,0.1,1,11/04/19,25/03/19,SC,0.100750735,
S01,15,7,IND,BUSSA NAGARAJU,2019,Bapatla,13,1943,8,0,1951,0,Independent,,Andhra Pradesh,#CEB58C,1266492,0.15,1,11/04/19,25/03/19,SC,0.154047558,
S01,15,4,NOTA,NONE OF THE ABOVE,2019,Bapatla,14,13178,40,0,13218,0,None of the Above,,Andhra Pradesh,#DDD1CA,1266492,1.04,1,11/04/19,25/03/19,SC,1.043670232,
S01,16,5,BJP,THOGANTI SREENIVASULU,2019,Ongole,1,7587,642,0,8229,0,Bharatiya Janata Party,,Andhra Pradesh,#ff7f0e,1342368,0.61,1,11/04/19,25/03/19,GEN,0.613021169,
S01,25,1,YSRCP,N. REDDEPPA,2019,Chittoor,5,681325,5467,0,686792,1,Yuvajana Sramika Rythu Congress Party,,Andhra Pradesh,#08406F,1319472,52.05,1,11/04/19,25/03/19,SC,52.05051718,
S01,16,2,TDP,SIDDA RAGHAVA RAO,2019,Ongole,3,516287,8064,0,524351,1,Telugu Desam,,Andhra Pradesh,#AB9005,1342368,39.06,1,11/04/19,25/03/19,GEN,39.0616433,
S01,16,12,Others,KONDA PRAVEEN KUMAR,2019,Ongole,5,805,6,0,811,0,Navodayam Party,,Andhra Pradesh,#004274,1342368,0.06,1,11/04/19,25/03/19,GEN,0.060415624,
S01,16,3,JP,BELLAMKONDA SAIBABU,2019,Ongole,6,29054,325,0,29379,0,Janasena Party,,Andhra Pradesh,#D22215,1342368,2.19,1,11/04/19,25/03/19,GEN,2.18859508,
S01,16,7,PRSP,MARAM SRINIVASA REDDY,2019,Ongole,7,3253,5,0,3258,0,Praja Shanthi Party,,Andhra Pradesh,#004274,1342368,0.24,1,11/04/19,25/03/19,GEN,0.242705428,
S01,16,11,IPBP,VENKATESAN BABURAO,2019,Ongole,8,1068,5,0,1073,0,India Praja Bandhu Party,,Andhra Pradesh,#004274,1342368,0.08,1,11/04/19,25/03/19,GEN,0.079933371,
S01,16,14,IND,KAVURI VENU BABU NAIDU,2019,Ongole,9,564,1,0,565,0,Independent,,Andhra Pradesh,#CEB58C,1342368,0.04,1,11/04/19,25/03/19,GEN,0.0420898,
S01,16,13,IND,BILLA CHENNAIAH,2019,Ongole,10,671,2,0,673,0,Independent,,Andhra Pradesh,#CEB58C,1342368,0.05,1,11/04/19,25/03/19,GEN,0.050135283,
S01,16,10,IND,MADHU YATTAPU,2019,Ongole,11,1160,0,0,1160,0,Independent,,Andhra Pradesh,#CEB58C,1342368,0.09,1,11/04/19,25/03/19,GEN,0.086414456,
S01,16,9,IND,MOHAN AYYAPPA,2019,Ongole,12,1451,0,0,1451,0,Independent,,Andhra Pradesh,#CEB58C,1342368,0.11,1,11/04/19,25/03/19,GEN,0.108092565,
S01,16,8,IND,VENKATESH VEPURI,2019,Ongole,13,3208,4,0,3212,0,Independent,,Andhra Pradesh,#CEB58C,1342368,0.24,1,11/04/19,25/03/19,GEN,0.239278648,
S01,16,4,NOTA,NONE OF THE ABOVE,2019,Ongole,14,20843,22,0,20865,0,None of the Above,,Andhra Pradesh,#DDD1CA,1342368,1.55,1,11/04/19,25/03/19,GEN,1.554342773,
