ST_NAME,year,AC_NO,rank,constituency,AC_TYPE,name,SEX,AGE,CATEGORY,party,votes,color
Tamil Nadu,1967,38,1,Ambur,SC,M. Panneerselvam,M,0,N/A,DMK,31554,#800000
Tamil Nadu,1967,39,1,Kamiyambadi,GEN,L. Balaraman,M,0,N/A,INC,29512,#019733
Tamil Nadu,1967,40,1,Vellore,GEN,M. P. Sarathi,M,0,N/A,DMK,39863,#800000
Tamil Nadu,1967,41,1,Arani,GEN,A. C. Narasimhan,M,0,N/A,DMK,38038,#800000
Tamil Nadu,1967,42,1,Cheyyar,GEN,K. Govindan,M,0,N/A,DMK,37068,#800000
Tamil Nadu,1967,43,1,Vandavasi,SC,Muthulingam,M,0,N/A,DMK,38626,#800000
Tamil Nadu,1967,44,1,Perambalur,GEN,V. D. A. Mudaly,M,0,N/A,DMK,29413,#800000
Tamil Nadu,1967,45,1,Polur,GEN,S. Kuppamal,F,0,N/A,DMK,33292,#800000
Tamil Nadu,1967,46,1,Chengam,SC,P. S. Santhanam,M,0,N/A,DMK,29828,#800000
Tamil Nadu,1967,47,1,Thandarambattu,GEN,K. S. Kandar,M,0,N/A,INC,29524,#019733
Tamil Nadu,1967,48,1,Kalasapakkam,GEN,S. Murugian,M,0,N/A,INC,32697,#019733
Tamil Nadu,1967,49,1,Tiruvannamalai,GEN,D. Vijayaraj,M,0,N/A,INC,38153,#019733
Tamil Nadu,1967,50,1,Melmalayanur,GEN,R. R. Munusamy,M,0,N/A,DMK,33115,#800000
Tamil Nadu,1967,51,1,Gingee,GEN,V. Munusami,M,0,N/A,DMK,39517,#800000
Tamil Nadu,1967,52,1,Tindivanam,GEN,K. Ramamoorthy,M,0,N/A,INC,34106,#019733
Tamil Nadu,1967,53,1,Vanur,SC,Balakrishnan,M,0,N/A,DMK,30023,#800000
Tamil Nadu,1967,54,1,Kandamangalam,SC,M. Raman,M,0,N/A,DMK,35617,#800000
Tamil Nadu,1967,55,1,Villupuram,GEN,M. Shanmugam,M,0,N/A,DMK,37605,#800000
Tamil Nadu,1967,56,1,Nellikuppam,GEN,C. Govindarajan,M,0,N/A,CPM,28090,#DE0000
Tamil Nadu,1967,57,1,Cuddalore,GEN,E. Re. Elamvazhuthi,M,0,N/A,DMK,35093,#800000
Tamil Nadu,1967,58,1,Panruti,GEN,S. Ramachandran,M,0,N/A,DMK,43745,#800000
Tamil Nadu,1967,59,1,Kurinjipadi,SC,N. Rajangam,M,0,N/A,DMK,25478,#800000
Tamil Nadu,1967,60,1,Bhuvanagiri,GEN,A. Govindarasan,M,0,N/A,DMK,38795,#800000
Tamil Nadu,1967,61,1,Kattumannarkoil,SC,S. Sivasubramanian,M,0,N/A,INC,30521,#019733
Tamil Nadu,1967,62,1,Chidambaram,GEN,R. K. Pillai,M,0,N/A,INC,34911,#019733
Tamil Nadu,1967,63,1,Vridhachalam,GEN,G. Bhuvaraghan,M,0,N/A,INC,42230,#019733
Tamil Nadu,1967,64,1,Mangalur,SC,A. Krishnan,M,0,N/A,DMK,34538,#800000
Tamil Nadu,1967,65,1,Ulundurpet,GEN,M. K. Padayatchi,M,0,N/A,INC,26796,#019733
Tamil Nadu,1967,66,1,Tirukkoilur,GEN,E. M. Subramaniam,M,0,N/A,INC,34259,#019733
Tamil Nadu,1967,67,1,Mugaiyur,GEN,A. Govindasamy,M,0,N/A,DMK,37598,#800000
Tamil Nadu,1967,68,1,Rishivandiyam,SC,M. Anandan,M,0,N/A,DMK,26491,#800000
Tamil Nadu,1967,69,1,Sankarapuram,GEN,S. P. Pachaiyappan,M,0,N/A,DMK,28292,#800000
Tamil Nadu,1967,70,1,Kallakurichi,GEN,D. K. Naidu,M,0,N/A,DMK,39175,#800000
Tamil Nadu,1967,71,1,Hosur,GEN,B. Venkataswami,M,0,N/A,SWA,21530,#222
Tamil Nadu,1967,72,1,Uddanapalle,GEN,K. S. Kothandramiah,M,0,N/A,SWA,29391,#222
Tamil Nadu,1967,73,1,Krishnagiri,GEN,P. M. M. Gounder,M,0,N/A,INC,24220,#019733
Tamil Nadu,1967,74,1,Kaveripattinam,GEN,P. Naidu,M,0,N/A,INC,32953,#019733
Tamil Nadu,1967,75,1,Uthangarai,GEN,T. T. Gounder,M,0,N/A,INC,31791,#019733
Tamil Nadu,1967,76,1,Harur,SC,N. Theerthagiri,M,0,N/A,INC,27565,#019733
Tamil Nadu,1967,77,1,Dharmapuri,GEN,M. S. Gounter,M,0,N/A,DMK,36258,#800000
Tamil Nadu,1967,78,1,Palacodu,GEN,K. Murugesan,M,0,N/A,INC,29186,#019733
Tamil Nadu,1967,79,1,Pennagaram,GEN,P. K. C. Muthusamy,M,0,N/A,INC,27913,#019733
Tamil Nadu,1967,80,1,Mettur,GEN,M. Surendran,M,0,N/A,PSP,30635,#222
Tamil Nadu,1967,81,1,Taramangalam,GEN,Govindan,M,0,N/A,DMK,33222,#800000
Tamil Nadu,1967,82,1,Omalur,SC,C. Palani,M,0,N/A,DMK,28121,#800000
Tamil Nadu,1967,83,1,Salem-I,GEN,K. Jayaraman,M,0,N/A,DMK,46776,#800000
Tamil Nadu,1967,84,1,Salem-Ii,GEN,E. R. Krishnan,M,0,N/A,DMK,38781,#800000
Tamil Nadu,1967,85,1,Yercaud,ST,V. Chinnasamy,M,0,N/A,DMK,25124,#800000
Tamil Nadu,1967,86,1,Panamarathupatti,GEN,T. Ponnumalai,M,0,N/A,DMK,34597,#800000
Tamil Nadu,1967,87,1,Veerapandi,GEN,S. Arumugam,M,0,N/A,DMK,42681,#800000
Tamil Nadu,1967,88,1,Edappadi,GEN,A. Arumugam,M,0,N/A,DMK,36935,#800000
Tamil Nadu,1967,89,1,Sankari,SC,R. Nallamuthu,M,0,N/A,DMK,30112,#800000
Tamil Nadu,1967,90,1,Tiruchengodu,GEN,T. A. Rajavelu,M,0,N/A,DMK,42479,#800000
Tamil Nadu,1967,91,1,Kapilamalai,GEN,C. V. Velappan,M,0,N/A,DMK,41026,#800000
Tamil Nadu,1967,92,1,Namakkal,GEN,M. Muthuswamy,M,0,N/A,DMK,39510,#800000
Tamil Nadu,1967,93,1,Senthamangalam,ST,A. S. Gounder,M,0,N/A,INC,31308,#019733
Tamil Nadu,1967,94,1,Rasipuram,GEN,P. Periasamy,M,0,N/A,DMK,38402,#800000
Tamil Nadu,1967,95,1,Attur,GEN,K.N. Sivaperumal,M,0,N/A,DMK,40456,#800000
Tamil Nadu,1967,96,1,Talavasal,SC,M. Marimuthu,M,0,N/A,DMK,33289,#800000
Tamil Nadu,1967,97,1,Gudalur,SC,C. Nanjam,M,0,N/A,INC,20675,#019733
Tamil Nadu,1967,98,1,Udhagamandalam,GEN,K. Bojan,M,0,N/A,SWA,37525,#222
Tamil Nadu,1967,99,1,Coonoor,GEN,B. Gowder,M,0,N/A,DMK,31855,#800000
Tamil Nadu,1967,100,1,Mettuppalayam,GEN,T.T.S. Thippiah,M,0,N/A,INC,29709,#019733
Tamil Nadu,1967,101,1,Avanashi,GEN,R. K. Gounder,M,0,N/A,SWA,31927,#222
Tamil Nadu,1967,102,1,Thondamuthur,GEN,R. Manickavachakam,M,0,N/A,DMK,42261,#800000
Tamil Nadu,1967,103,1,Singanallur,GEN,P. Velusamy,M,0,N/A,PSP,38378,#222
Tamil Nadu,1967,104,1,Perur,SC,N. Marudachalam,M,0,N/A,CPM,43740,#DE0000
Tamil Nadu,1967,105,1,Coimbatore North,GEN,"J, Govindarajulu",M,0,N/A,DMK,41059,#800000
Tamil Nadu,1967,106,1,Coimbatore South,GEN,M. Bhupathy,M,0,N/A,CPM,33122,#DE0000
Tamil Nadu,1967,107,1,Kinathukkadavu,GEN,Kannappan,M,0,N/A,DMK,40645,#800000
Tamil Nadu,1967,108,1,Pollachi,GEN,A.P.S. Gounder,M,0,N/A,DMK,37480,#800000
Tamil Nadu,1967,109,1,Valparai,SC,E. Ramasami,M,0,N/A,DMK,40945,#800000
Tamil Nadu,1967,110,1,Udumalpet,GEN,S.J.S. Pasha,M,0,N/A,DMK,39796,#800000
Tamil Nadu,1967,111,1,Dharapuram,SC,Palaniammal,F,0,N/A,DMK,42433,#800000
Tamil Nadu,1967,112,1,Vellakoil,GEN,K. N. S. Gounder,M,0,N/A,DMK,46009,#800000
Tamil Nadu,1967,113,1,Kangayam,GEN,A. S. Gounder,M,0,N/A,INC,24800,#019733
Tamil Nadu,1967,114,1,Pongalur,GEN,P.N.P. Gounder,M,0,N/A,DMK,38371,#800000
Tamil Nadu,1967,115,1,Palladam,GEN,K.N.K. Gounder,M,0,N/A,PSP,31977,#222
Tamil Nadu,1967,116,1,Tiruppur,GEN,S. Duraisamy,M,0,N/A,DMK,35518,#800000
Tamil Nadu,1967,117,1,Modakkurichi,GEN,K.R. Nallasivam,M,0,N/A,SSP,45303,#222
Tamil Nadu,1967,118,1,Perundurai,GEN,S. Balasubramanian,M,0,N/A,SSP,33164,#222
Tamil Nadu,1967,119,1,Erode,GEN,M. Chinnasamy,M,0,N/A,DMK,45471,#800000
Tamil Nadu,1967,120,1,Bhavani,GEN,A.M. Raja,M,0,N/A,DMK,43353,#800000
Tamil Nadu,1967,121,1,Andhiyur,GEN,E.M. Natarajan,M,0,N/A,DMK,34877,#800000
Tamil Nadu,1967,122,1,Gobichettipalayam,GEN,K.M.R. Gounder,M,0,N/A,SWA,31974,#222
Tamil Nadu,1967,123,1,Sathyamangalam,GEN,P.G. Karuthiruman,M,0,N/A,INC,25484,#019733
Tamil Nadu,1967,124,1,Bhavanisagar,SC,Ramarasan,M,0,N/A,DMK,26980,#800000
Tamil Nadu,1967,125,1,Oddamchatram,GEN,N. Gounder,M,0,N/A,DMK,39817,#800000
Tamil Nadu,1967,126,1,Palani,SC,Krishnamoorthy,M,0,N/A,DMK,47671,#800000
Tamil Nadu,1967,127,1,Periyakulam,SC,M. Metha,M,0,N/A,DMK,36023,#800000
Tamil Nadu,1967,128,1,Bodinayakkanur,GEN,S.Srinivasan,M,0,N/A,INC,34671,#019733
Tamil Nadu,1967,129,1,Cumbum,GEN,Rajangam,M,0,N/A,DMK,41440,#800000
Tamil Nadu,1967,130,1,Theni,GEN,P. Rajan,M,0,N/A,DMK,42111,#800000
Tamil Nadu,1967,131,1,Andipatti,GEN,S. Paramasivam,M,0,N/A,SWA,35351,#222
Tamil Nadu,1967,132,1,Sedapatti,GEN,V.T.Thevar,M,0,N/A,SWA,41167,#222
Tamil Nadu,1967,133,1,Thirumangalam,GEN,N.S.V. Chithan,M,0,N/A,INC,20319,#019733
Tamil Nadu,1967,134,1,Usilampatti,GEN,P.K.M. Thevar,M,0,N/A,FBL,44714,#222
Tamil Nadu,1967,135,1,Nilakkottai,SC,A. Muniyandi,M,0,N/A,DMK,37601,#800000
Tamil Nadu,1967,136,1,Sholavandan,GEN,P.S.Maniyan,M,0,N/A,DMK,45221,#800000
Tamil Nadu,1967,137,1,Thirupparankundram,GEN,S.Agniraju,M,0,N/A,DMK,49169,#800000
Tamil Nadu,1967,138,1,Madurai West,GEN,N. Sankaraiah,M,0,N/A,CPM,46882,#DE0000
Tamil Nadu,1967,139,1,Madurai Central,GEN,C.Govindarajan,M,0,N/A,DMK,39566,#800000
Tamil Nadu,1967,140,1,Madurai East,GEN,K.P.Janakiammal,M,0,N/A,CPM,32173,#DE0000
Tamil Nadu,1967,141,1,Melur South,SC,O.P.Raman,M,0,N/A,DMK,50913,#800000
Tamil Nadu,1967,142,1,Melur North,GEN,P.Malaichamy,M,0,N/A,DMK,38895,#800000
Tamil Nadu,1967,143,1,Vadamadurai,GEN,P.T. Naicker,M,0,N/A,INC,30507,#019733
Tamil Nadu,1967,144,1,Dindigul,GEN,A.Balasubramanayam,M,0,N/A,CPM,42381,#DE0000
Tamil Nadu,1967,145,1,Athoor,GEN,V.S.S.Manichettiar,M,0,N/A,DMK,37879,#800000
Tamil Nadu,1967,146,1,Vedasandur,GEN,N.Varadaraj,M,0,N/A,CPM,30063,#DE0000
Tamil Nadu,1967,147,1,Aravakurichi,GEN,S.K.Gounder,M,0,N/A,SWA,46614,#222
Tamil Nadu,1967,148,1,Karur,GEN,T.M.Nallaswamy,M,0,N/A,INC,33552,#019733
Tamil Nadu,1967,149,1,Thottiyam,GEN,Vadivel,M,0,N/A,DMK,39701,#800000
Tamil Nadu,1967,150,1,Musiri,GEN,Muthuselvan,M,0,N/A,DMK,32615,#800000
Tamil Nadu,1967,151,1,Uppiliapuram,GEN,T.P.Alagamuthu,M,0,N/A,DMK,43453,#800000
Tamil Nadu,1967,152,1,Perambalur,SC,J.S.Rasu,M,0,N/A,DMK,33657,#800000
Tamil Nadu,1967,153,1,Varahur,GEN,R.Narayanan,M,0,N/A,DMK,32846,#800000
Tamil Nadu,1967,154,1,Andimadam,GEN,K.N.Ramchandran,M,0,N/A,DMK,32253,#800000
Tamil Nadu,1967,155,1,Jayankondam,SC,K.A.A.K.Moorthy,M,0,N/A,DMK,34751,#800000
Tamil Nadu,1967,156,1,Ariyalur,GEN,R.Karuppiam,M,0,N/A,INC,26440,#019733
Tamil Nadu,1967,157,1,Lalgudi,GEN,D.Natarajan,M,0,N/A,DMK,37352,#800000
Tamil Nadu,1967,158,1,Srirangam,SC,S.Ramalingam,M,0,N/A,INC,34474,#019733
Tamil Nadu,1967,159,1,Tiruchirapalli-I,GEN,M.S.Mani,M,0,N/A,DMK,34504,#800000
Tamil Nadu,1967,160,1,Tiruchirapalli-Ii,GEN,R.Nagasundaram,M,0,N/A,DMK,26048,#800000
Tamil Nadu,1967,161,1,Thiruverambur,GEN,V.Swaminathan,M,0,N/A,INC,33513,#019733
Tamil Nadu,1967,162,1,Kulithalai,GEN,M.Kandaswamy,M,0,N/A,DMK,36120,#800000
Tamil Nadu,1967,163,1,Krishnarajapuram,SC,P.Soundarapandian,M,0,N/A,DMK,28444,#800000
Tamil Nadu,1967,164,1,Kadavur,GEN,K.K.Muthiah,M,0,N/A,INC,35102,#019733
Tamil Nadu,1967,165,1,Viralimalai,GEN,S.S.Thethuvandar,M,0,N/A,DMK,30288,#800000
Tamil Nadu,1967,166,1,Thirumaiyam,GEN,Ponnambalam,M,0,N/A,DMK,44511,#800000
Tamil Nadu,1967,167,1,Alangudi,GEN,K.V. Subbiah,M,0,N/A,DMK,32984,#800000
Tamil Nadu,1967,168,1,Pudukkottai,GEN,R.V.Thondaiman,M,0,N/A,INC,45342,#019733
Tamil Nadu,1967,169,1,Thiruvaiyaru,GEN,G.M.Sethurar,M,0,N/A,DMK,37693,#800000
Tamil Nadu,1967,170,1,Thanjavur,GEN,P.Nadar,M,0,N/A,INC,33228,#019733
Tamil Nadu,1967,171,1,Papanasam,GEN,R.S.Mooppanar,M,0,N/A,INC,41323,#019733
Tamil Nadu,1967,172,1,Valangiman,SC,N.Somasundaram,M,0,N/A,DMK,34436,#800000
Tamil Nadu,1967,173,1,Kumbakonam,GEN,N.Kasiraman,M,0,N/A,INC,37276,#019733
Tamil Nadu,1967,174,1,Aduthurai,GEN,A.Marimuthu,M,0,N/A,INC,36537,#019733
Tamil Nadu,1967,175,1,Sirkazhi,SC,K.B.S.Mani,M,0,N/A,IND,34316,#888888
Tamil Nadu,1967,176,1,Sembanarkoil,GEN,S.Ganesan,M,0,N/A,DMK,40453,#800000
Tamil Nadu,1967,177,1,Mayuram,GEN,N.Kittappa,M,0,N/A,DMK,33721,#800000
Tamil Nadu,1967,178,1,Kuttalam,GEN,G.B.Mohan,M,0,N/A,CPM,31548,#DE0000
Tamil Nadu,1967,179,1,Kodavasal,GEN,C.Krishnamoorthi,M,0,N/A,DMK,34880,#800000
Tamil Nadu,1967,180,1,Nannilam,SC,P.Jayaraj,M,0,N/A,INC,26053,#019733
Tamil Nadu,1967,181,1,Thiruvarur,SC,Dhanushkodi,M,0,N/A,CPM,30510,#DE0000
Tamil Nadu,1967,182,1,Nagapattinam,GEN,K.R.Gnanasambandan,M,0,N/A,CPM,36596,#DE0000
Tamil Nadu,1967,183,1,Vedaranyam,GEN,P.V.Thevar,M,0,N/A,INC,25942,#019733
Tamil Nadu,1967,184,1,Thiruthuraipundi,GEN,N.Dharumalingam,M,0,N/A,DMK,23728,#800000
Tamil Nadu,1967,185,1,Kottur,SC,A.K.Subbaih,M,0,N/A,CPI,28156,#DE0000
Tamil Nadu,1967,186,1,Mannargudi,GEN,T.S.S.Ooayar,M,0,N/A,INC,32481,#019733
Tamil Nadu,1967,187,1,Orathanadu,GEN,L.Ganesan,M,0,N/A,DMK,45232,#800000
Tamil Nadu,1967,188,1,Gandharvakottai,GEN,R.R.Durai,M,0,N/A,INC,34665,#019733
Tamil Nadu,1967,189,1,Pattukkottai,GEN,A.R.Marimuthu,M,0,N/A,PSP,35198,#222
Tamil Nadu,1967,190,1,Peravurani,GEN,M.Krishnamurthy,M,0,N/A,DMK,35505,#800000
Tamil Nadu,1967,191,1,Aranthangi,GEN,A.Thurairasan,M,0,N/A,DMK,42943,#800000
Tamil Nadu,1967,192,1,Tiruppattur,GEN,S.Madhavan,M,0,N/A,DMK,40170,#800000
Tamil Nadu,1967,193,1,Karaikudi,GEN,S.Meiyappan,M,0,N/A,SWA,38310,#222
Tamil Nadu,1967,194,1,Tiruvadanai,GEN,K.Ambalam,M,0,N/A,SWA,37556,#222
Tamil Nadu,1967,195,1,Ilayangudi,GEN,V.Malaikannan,M,0,N/A,DMK,40461,#800000
Tamil Nadu,1967,196,1,Ramanathapuram,GEN,T.Thangappan,M,0,N/A,DMK,35880,#800000
Tamil Nadu,1967,197,1,Kadaladi,SC,M.Alangaram,M,0,N/A,DMK,38681,#800000
Tamil Nadu,1967,198,1,Mudhukulathur,GEN,R.R.Thevar,M,0,N/A,SWA,33790,#222
Tamil Nadu,1967,199,1,Paramakudi,SC,T.K.Siraimeetan,M,0,N/A,DMK,40428,#800000
Tamil Nadu,1967,200,1,Sivaganga,GEN,S.Sethuraman,M,0,N/A,DMK,41604,#800000
Tamil Nadu,1967,201,1,Manamadurai,GEN,K.Cheemaichamy,M,0,N/A,SWA,30752,#222
Tamil Nadu,1967,202,1,Kariapatti,GEN,A.R.Perumal,M,0,N/A,SWA,28484,#222
Tamil Nadu,1967,203,1,Aruppukkottai,GEN,S.S.Bharathi,M,0,N/A,SWA,34153,#222
Tamil Nadu,1967,204,1,Virudhunagar,GEN,P.Seenivasan,M,0,N/A,DMK,33421,#800000
Tamil Nadu,1967,205,1,Sattur,GEN,S.R.Naidu,M,0,N/A,SWA,45223,#222
Tamil Nadu,1967,206,1,Sivakasi,GEN,S.A.Thevar,M,0,N/A,SWA,38416,#222
Tamil Nadu,1967,207,1,Srivilliputhur,SC,K.A.A.Gurusamy,M,0,N/A,DMK,36732,#800000
Tamil Nadu,1967,208,1,Rajapalayam,GEN,A.A.S.Raja,M,0,N/A,IND,38936,#888888
Tamil Nadu,1967,209,1,Vilathikulam,GEN,M.Rathinasabapathy,M,0,N/A,DMK,23905,#800000
Tamil Nadu,1967,210,1,Kovilpatti,GEN,S.Alagirisamy,M,0,N/A,CPI,33311,#DE0000
Tamil Nadu,1967,211,1,Ottapidaram,SC,M.Muthiah,M,0,N/A,SWA,25937,#222
Tamil Nadu,1967,212,1,Sankarankovil,SC,P.Durairaj,M,0,N/A,DMK,37173,#800000
Tamil Nadu,1967,213,1,Vasudevanallur,GEN,A.Velladurai,M,0,N/A,DMK,33865,#800000
Tamil Nadu,1967,214,1,Kadayanallur,GEN,A.R.S.Mudaliar,M,0,N/A,IND,36349,#888888
Tamil Nadu,1967,215,1,Tenkasi,GEN,I.A.C.Pillai,M,0,N/A,INC,34561,#019733
Tamil Nadu,1967,216,1,Alangulam,GEN,V.Arunachalam,M,0,N/A,DMK,33509,#800000
Tamil Nadu,1967,217,1,Ambasamudram,GEN,G.G.S.Dikshidar,M,0,N/A,INC,30682,#019733
Tamil Nadu,1967,218,1,Cheranmahadevi,GEN,D.S.Authimoolam,M,0,N/A,SWA,36206,#222
Tamil Nadu,1967,219,1,Gangaikondan,SC,A.Karuppiah,M,0,N/A,DMK,34797,#800000
Tamil Nadu,1967,220,1,Tirunelveli,GEN,A.L.Subramanian,M,0,N/A,DMK,41589,#800000
Tamil Nadu,1967,221,1,Melapalayam,GEN,M.M.P.Mohammed,M,0,N/A,IND,36123,#888888
Tamil Nadu,1967,222,1,Srivaikuntam,GEN,Aditanar,M,0,N/A,DMK,41828,#800000
Tamil Nadu,1967,223,1,Tuticorin,GEN,M.S.Sivasami,M,0,N/A,DMK,41851,#800000
Tamil Nadu,1967,224,1,Tiruchendur,GEN,E.Fernando,M,0,N/A,DMK,39619,#800000
Tamil Nadu,1967,225,1,Sattangulam,GEN,Martin,M,0,N/A,INC,31143,#019733
Tamil Nadu,1967,226,1,Nanguneri,GEN,N.Duraipandian,M,0,N/A,INC,33269,#019733
Tamil Nadu,1967,227,1,Radhapuram,GEN,N.Soundarapandian,M,0,N/A,INC,31588,#019733
Tamil Nadu,1967,228,1,Kanniyakumari,GEN,B.M.Pillai,M,0,N/A,INC,37998,#019733
Tamil Nadu,1967,229,1,Nagercoil,GEN,M.C.Balan,M,0,N/A,DMK,36502,#800000
Tamil Nadu,1967,230,1,Kollachal,GEN,A.C.Nader,M,0,N/A,INC,29325,#019733
Tamil Nadu,1967,231,1,Padmanabhapuram,GEN,V.George,M,0,N/A,INC,24661,#019733
Tamil Nadu,1967,232,1,Thiruvattar,GEN,J.James,M,0,N/A,INC,29345,#019733
Tamil Nadu,1967,233,1,Vilavancode,GEN,R.P.Nadar,M,0,N/A,INC,27511,#019733
Tamil Nadu,1967,234,1,Killiyoor,GEN,William,M,0,N/A,INC,21423,#019733
Tamil Nadu,1971,1,1,Washermanpet,GEN,M.Vedachalam,M,0,N/A,DMK,38989,#800000
Tamil Nadu,1971,2,1,Harbour,GEN,A M Mohideen,M,0,N/A,IND,29225,#888888
Tamil Nadu,1971,3,1,Basin Bridge,GEN,M R Kannan,M,0,N/A,DMK,48959,#800000
Tamil Nadu,1971,4,1,Park Town,GEN,H V Hande,M,0,N/A,SWA,30743,#222
Tamil Nadu,1971,5,1,Perambur,SC,Sathivanimuthu,M,0,N/A,DMK,49070,#800000
Tamil Nadu,1971,6,1,Purasawalkam,GEN,Kanbazhagan,M,0,N/A,DMK,47182,#800000
Tamil Nadu,1971,7,1,Egmore,GEN,Arangannal,M,0,N/A,DMK,40596,#800000
Tamil Nadu,1971,8,1,Thousand Lights,GEN,K A Mathialagan,M,0,N/A,DMK,38891,#800000
Tamil Nadu,1971,9,1,Triplicane,GEN,V R Nedunchezhiyan,M,0,N/A,DMK,36237,#800000
Tamil Nadu,1971,10,1,Mylapore,GEN,T N Anandana Yaki,M,0,N/A,NCO,42301,#222
Tamil Nadu,1971,11,1,T-Nagar,GEN,K M Subramaniam,M,0,N/A,NCO,37100,#222
Tamil Nadu,1971,12,1,Saidapet,GEN,M Karunanidhi,M,0,N/A,DMK,63334,#800000
Tamil Nadu,1971,13,1,Gummidipoondi,GEN,K A Vezhavendan,M,0,N/A,DMK,43355,#800000
Tamil Nadu,1971,14,1,Ponneri,SC,P Nagalingam,M,0,N/A,DMK,39783,#800000
Tamil Nadu,1971,15,1,Thiruvottiyur,GEN,M V Narayanaswamy,M,0,N/A,DMK,51487,#800000
Tamil Nadu,1971,16,1,St Thomas Mount,GEN,M G Ramachandran,M,0,N/A,DMK,65405,#800000
Tamil Nadu,1971,17,1,Tirupporur,GEN,M Munu Adhi,M,0,N/A,DMK,40187,#800000
Tamil Nadu,1971,18,1,Chengalpattu,GEN,C G Vishwanathan,M,0,N/A,DMK,41949,#800000
Tamil Nadu,1971,19,1,Maduranthakam,GEN,C Arumugam,M,0,N/A,DMK,42295,#800000
Tamil Nadu,1971,20,1,Acharapakkam,SC,V Balasundaram,M,0,N/A,DMK,39816,#800000
Tamil Nadu,1971,21,1,Uttiramerur,GEN,K M Erasagopal,M,0,N/A,DMK,48462,#800000
Tamil Nadu,1971,22,1,Kancheepuram,GEN,G. V. M. Annamalai,M,0,N/A,DMK,44009,#800000
Tamil Nadu,1971,23,1,Kunnathur,SC,M. Gopal,M,0,N/A,DMK,47126,#800000
Tamil Nadu,1971,24,1,Sriperumbudur,GEN,Di. Rajarathanam,M,0,N/A,DMK,46617,#800000
Tamil Nadu,1971,25,1,Kadambathur,GEN,A Parandhaman,M,0,N/A,DMK,38569,#800000
Tamil Nadu,1971,26,1,Thiruvallur,SC,S. M. Dorairaj,M,0,N/A,DMK,36496,#800000
Tamil Nadu,1971,27,1,Tiruttani,GEN,E. S. Thyagarajan,M,0,N/A,DMK,43436,#800000
Tamil Nadu,1971,28,1,Arakkonam,GEN,Balaraman N. S.,M,0,N/A,DMK,42256,#800000
Tamil Nadu,1971,29,1,Sholinghur,GEN,A. M. Ponnurangam,M,0,N/A,NCO,36776,#222
Tamil Nadu,1971,30,1,Ranipet,GEN,K. A Wahab,M,0,N/A,IND,36357,#888888
Tamil Nadu,1971,31,1,Arcot,GEN,N. Veerasami,M,0,N/A,DMK,39126,#800000
Tamil Nadu,1971,32,1,Katpadi,GEN,Durai Murugan,M,0,N/A,DMK,37487,#800000
Tamil Nadu,1971,33,1,Gudiyattam,GEN,Duraisami F. K.,M,0,N/A,DMK,34954,#800000
Tamil Nadu,1971,34,1,Pernambattu,SC,N. Krishnan,M,0,N/A,DMK,35804,#800000
Tamil Nadu,1971,35,1,Natrampalli,GEN,T. C. Thimmaraya Gounder,M,0,N/A,DMK,33303,#800000
Tamil Nadu,1971,36,1,Tiruppattur,GEN,Ramasamy G.,M,0,N/A,DMK,37120,#800000
Tamil Nadu,1971,37,1,Vaniyambadi,GEN,M. A. Latheef,M,0,N/A,IND,27899,#888888
Tamil Nadu,1971,38,1,Ambur,SC,M. Panneerselvam,M,0,N/A,DMK,32937,#800000
Tamil Nadu,1971,39,1,Kaniyambadi,GEN,Thopputhiruvengadam,M,0,N/A,DMK,34435,#800000
Tamil Nadu,1971,40,1,Vellore,GEN,Ma. Pa. Sarathy,M,0,N/A,DMK,38968,#800000
Tamil Nadu,1971,41,1,Arani,GEN,A. C. Narasimhan,M,0,N/A,DMK,37682,#800000
Tamil Nadu,1971,42,1,Cheyyar,GEN,K. Govindan,M,0,N/A,DMK,39978,#800000
Tamil Nadu,1971,43,1,Vandavasi,SC,V. Rajagopal,M,0,N/A,DMK,41452,#800000
Tamil Nadu,1971,44,1,Perambalur,GEN,P. Ettiappan,M,0,N/A,DMK,39160,#800000
Tamil Nadu,1971,45,1,Polur,GEN,T. P. Srinivasan,M,0,N/A,DMK,34728,#800000
Tamil Nadu,1971,46,1,Chengam,SC,C. Pandurangam,M,0,N/A,DMK,32260,#800000
Tamil Nadu,1971,47,1,Thandarambattu,GEN,M. S. Radhakrishnan,M,0,N/A,DMK,37991,#800000
Tamil Nadu,1971,48,1,Kalasapakkam,GEN,S. Murugaiyan,M,0,N/A,DMK,42893,#800000
Tamil Nadu,1971,49,1,Tiruvannamalai,GEN,P. U. Shanmugam,M,0,N/A,DMK,46633,#800000
Tamil Nadu,1971,50,1,Melmalayanur,GEN,R. R. Munusami,M,0,N/A,DMK,31166,#800000
Tamil Nadu,1971,51,1,Gingee,GEN,S. Sagadeva Gounder,M,0,N/A,DMK,39397,#800000
Tamil Nadu,1971,52,1,Tindivanam,GEN,Rajaram G.,M,0,N/A,DMK,33933,#800000
Tamil Nadu,1971,53,1,Vanur,SC,N. Muthuvel,M,0,N/A,DMK,34121,#800000
Tamil Nadu,1971,54,1,Kandamangalam,SC,M. Raman,M,0,N/A,DMK,32293,#800000
Tamil Nadu,1971,55,1,Villupuram,GEN,M. Shanmugam,M,0,N/A,DMK,35838,#800000
Tamil Nadu,1971,56,1,Nellikuppam,GEN,V. Krishnamoorthi Gounder,M,0,N/A,DMK,27741,#800000
