party,constituency,year,age,category,color,electors,name,polled_votes,rank,sex,state,votes
BJP,Chittorgarh,1999,,,#FB7B0D,1248906,Shrichand Kriplani,808929,1,M,Rajasthan,411275
BJP,Churu,1999,,,#FB7B0D,1239736,Ram Singh Kaswan,680334,1,M,Rajasthan,351485
INC,Dausa,1999,,,#019733,1261758,Rajesh Pilot,745274,1,M,Rajasthan,372263
BJP,Ganganagar,1999,,,#FB7B0D,1269075,Nihal Chand,665090,1,M,Rajasthan,358104
BJP,Jaipur,1999,,,#FB7B0D,1753765,Girdhari Lal Bhargava,808422,1,M,Rajasthan,456720
INC,Jalore,1999,,,#019733,1245605,Buta Singh,643506,1,M,Rajasthan,330652
BJP,Jhalawar,1999,,,#FB7B0D,1069430,Vansundhara Raje,677725,1,F,Rajasthan,409574
INC,Jhun Jhunu,1999,,,#019733,1183184,Sisram Ola,668984,1,M,Rajasthan,330198
BJP,Jodhpur,1999,,,#FB7B0D,1403850,Jaswant Singh Vishnoi,656353,1,M,Rajasthan,368463
BJP,Kota,1999,,,#FB7B0D,1219405,Raghuveer Singh Koushal,628960,1,M,Rajasthan,320205
INC,Nagaur,1999,,,#019733,1233531,Ram Raghunath Choudhary,704758,1,M,Rajasthan,267914
BJP,Pali,1999,,,#FB7B0D,1080520,Pusp Jain,532861,1,M,Rajasthan,316844
INC,Salumber,1999,,,#019733,1117315,Bheru Lal Meena,562458,1,M,Rajasthan,290976
BJP,Sawai Madhopur,1999,,,#FB7B0D,1177950,Jaskaur,511512,1,F,Rajasthan,277014
BJP,Sikar,1999,,,#FB7B0D,1290220,Subhash Maharia,749404,1,M,Rajasthan,341445
BJP,Tonk,1999,,,#FB7B0D,1138478,Shyam Lal Bansiwal,539462,1,M,Rajasthan,287265
INC,Udaipur,1999,,,#019733,1256888,Girija Vyas,700086,1,F,Rajasthan,372645
SDF,Sikkim,1999,,,#999,255377,Bhim Pd. Dahal,205133,1,M,Sikkim,107828
DMK,Arakkonam,1999,,,#800000,1120043,"Jagathrakshakan, S. Dr.",726113,1,M,Tamil Nadu,346520
PMK,Chengalpattu,1999,,,#999,1200040,"Moorthy, A.K.",688181,1,M,Tamil Nadu,330551
PMK,Chidambaram,1999,,,#999,1110229,"Ponnuswamy, E.",724305,1,M,Tamil Nadu,345331
BJP,Coimbatore,1999,,,#FB7B0D,1571475,"Radhakrishnan, C.P.",874020,1,M,Tamil Nadu,430068
DMK,Cuddalore,1999,,,#800000,1136122,"Sankar, Adhi",709744,1,M,Tamil Nadu,358367
PMK,Dharmapuri,1999,,,#999,1226879,"Elangovan, P.D.",715771,1,M,Tamil Nadu,340162
ADMK,Dindigul,1999,,,#9DBC2A,1194616,"Sreenivaasan, C.",673398,1,M,Tamil Nadu,294794
ADMK,Gobichettipalayam,1999,,,#9DBC2A,1066362,"Kaliappan, K.K.",626188,1,M,Tamil Nadu,299184
ADMK,Karur,1999,,,#9DBC2A,1170582,"Chinnasamy, M.",719705,1,M,Tamil Nadu,334407
DMK,Krishnagiri,1999,,,#800000,1163690,"Vetriselvan, V.",681212,1,M,Tamil Nadu,347737
DMK,Madras Central,1999,,,#800000,1275067,Murasoli Maran,617900,1,M,Tamil Nadu,364565
DMK,Madras North,1999,,,#800000,2041341,"Kuppusamy, C.",879473,1,M,Tamil Nadu,471101
DMK,Madras South,1999,,,#800000,2074130,"Baalu, T.R.",936522,1,M,Tamil Nadu,562221
CPM,Madurai,1999,,,#DE0000,1429975,"Mohan, P.",748404,1,M,Tamil Nadu,328204
INC,Mayiladuthurai,1999,,,#019733,1030626,Manishankar Aiyar,645796,1,M,Tamil Nadu,324384
DMK,Nagapattinam,1999,,,#800000,1054666,"Vijayan, A.K.S.",685512,1,M,Tamil Nadu,342237
BJP,Nagercoil,1999,,,#FB7B0D,1057712,"Radhakrishnan,P.",612095,1,M,Tamil Nadu,307319
BJP,Nilgiris,1999,,,#FB7B0D,1348475,"Mathan, M. (Alias) Master Mathan, M.",729000,1,M,Tamil Nadu,369828
ADMK,Palani,1999,,,#9DBC2A,1159677,"Kumarasamy, P.",665079,1,M,Tamil Nadu,297850
DMK,Perambalur,1999,,,#800000,1064321,Raja. A.,680615,1,M,Tamil Nadu,330675
ADMK,Periyakulam,1999,,,#9DBC2A,1121725,"Dhinakaran,",658531,1,M,Tamil Nadu,303881
MDMK,Pollachi,1999,,,#999,1074230,"Krishnan, Dr.C.",602641,1,M,Tamil Nadu,293038
MADMK,Pudukkottai,1999,,,#999,1218297,Thirunavukarasu,770004,1,M,Tamil Nadu,396216
ADMK,Ramanathapuram,1999,,,#9DBC2A,1115127,Malaisamy.K.,629308,1,M,Tamil Nadu,265253
ADMK,Rasipuram,1999,,,#9DBC2A,1161452,"Saroja, V. Dr.",629001,1,F,Tamil Nadu,304843
ADMK,Salem,1999,,,#9DBC2A,1257383,"Selvaganapathi, T.M.",731277,1,M,Tamil Nadu,363689
INC,Sivaganga,1999,,,#019733,1117223,"Sudarsana Natchiappan,E.M.",611631,1,M,Tamil Nadu,246078
MDMK,Sivakasi,1999,,,#999,1257935,Vaiko,779464,1,M,Tamil Nadu,325829
DMK,Sriperumbudur,1999,,,#800000,1353858,"Krishnaswamy, A.",729076,1,M,Tamil Nadu,385558
ADMK,Tenkasi,1999,,,#9DBC2A,1044090,"Murugesan,S.",666826,1,M,Tamil Nadu,239241
DMK,Thanjavur,1999,,,#800000,1049837,Palanimanickam.S.S.,650394,1,M,Tamil Nadu,295191
MDMK,Tindivanam,1999,,,#999,1128742,Ramachandran N. Gingee.,683601,1,M,Tamil Nadu,323234
DMK,Tiruchendur,1999,,,#800000,1040627,"Jayaseelan, A.D.K.",535072,1,M,Tamil Nadu,237630
MDMK,Tiruchengode,1999,,,#999,1527064,"Kannappan, M.",834015,1,M,Tamil Nadu,409293
BJP,Tiruchirappalli,1999,,,#FB7B0D,1245971,Arangarajan Kumaramangalam,691136,1,M,Tamil Nadu,377450
ADMK,Tirunelveli,1999,,,#9DBC2A,1121877,"Pandian, P.H.",600554,1,M,Tamil Nadu,249975
DMK,Tiruppattur,1999,,,#800000,1144891,"Venugopal, D.",731615,1,M,Tamil Nadu,350703
PMK,Vandavasi,1999,,,#999,1104886,"Durai, M.",668725,1,M,Tamil Nadu,345539
PMK,Vellore,1999,,,#999,1152421,"Shanmugam, N.T.",689375,1,M,Tamil Nadu,324547
CPM,Tripura East,1999,,,#DE0000,854764,Baju Ban Riyan,556251,1,M,Tripura,304934
CPM,Tripura West,1999,,,#DE0000,941291,Samar Chowdhury,648343,1,M,Tripura,372553
SP,Agra,1999,,,#B15928,1250278,Raj Babbar,642426,1,M,Uttar Pradesh,288558
BSP,Akbarpur,1999,,,#77968E,1230232,Mayawati,738870,1,F,Uttar Pradesh,259762
BJP,Aligarh,1999,,,#FB7B0D,1253174,Sheela Gautam,554097,1,F,Uttar Pradesh,219313
BJP,Allahabad,1999,,,#FB7B0D,1410588,Dr. Murli Manohar Joshi,648516,1,M,Uttar Pradesh,219114
BJP,Almora,1999,,,#FB7B0D,965628,Bachi Singh Rawat,397605,1,M,Uttar Pradesh,192388
INC,Amethi,1999,,,#019733,1110623,Sonia Gandhi,624172,1,F,Uttar Pradesh,418960
BSP,Amroha,1999,,,#77968E,1222239,Rashid Alvi,770196,1,M,Uttar Pradesh,337919
SP,Aonla,1999,,,#B15928,1008983,Kunwar Sarvraj Singh,584999,1,M,Uttar Pradesh,195839
SP,Azamgarh,1999,,,#B15928,1215261,Rama Kant Yadav,652880,1,M,Uttar Pradesh,227616
RLD,Baghpat,1999,,,#999,1321056,Ajit Singh,742063,1,M,Uttar Pradesh,358069
BJP,Bahraich,1999,,,#FB7B0D,1226445,Padamsen Chaudhary,594588,1,M,Uttar Pradesh,223768
SJP(R),Ballia,1999,,,#999,1287826,Chandra Shekhar,610924,1,M,Uttar Pradesh,235946
SP,Balrampur,1999,,,#B15928,1164886,Rizvan Zaheer Alias Rijju Bhaiya,666280,1,M,Uttar Pradesh,255267
BSP,Banda,1999,,,#77968E,1158052,Ram Sajiwan,578807,1,M,Uttar Pradesh,209995
BJP,Bansgaon,1999,,,#FB7B0D,1279729,Raj Narayan Pasi,598765,1,M,Uttar Pradesh,184684
SP,Bara Banki,1999,,,#B15928,1089797,Ram Sagar,621034,1,M,Uttar Pradesh,210958
BJP,Bareilly,1999,,,#FB7B0D,1133481,Santosh Gangwar,655509,1,M,Uttar Pradesh,292813
BJP,Basti,1999,,,#FB7B0D,1181116,Shriram Chauhan,585359,1,M,Uttar Pradesh,174378
BJP,Bijnor,1999,,,#FB7B0D,1276433,Sheeshram Singh Ravi,704925,1,M,Uttar Pradesh,214266
BJP,Bilhaur,1999,,,#FB7B0D,1261013,Shyam Bihari Mishra,632450,1,M,Uttar Pradesh,192054
SP,Budaun,1999,,,#B15928,1108847,Saleem Iqbal Shervani,604083,1,M,Uttar Pradesh,236496
BJP,Bulandshahr,1999,,,#FB7B0D,1098334,Chhatra Pal,494757,1,M,Uttar Pradesh,180102
BSP,Chail,1999,,,#77968E,1310550,Suresh Pasi,506746,1,M,Uttar Pradesh,151557
SP,Chandauli,1999,,,#B15928,1340398,Jawahar Lal Jaiswal,726686,1,M,Uttar Pradesh,265412
BJP,Deoria,1999,,,#FB7B0D,1275208,Shri Prakash Mani,694139,1,M,Uttar Pradesh,251814
BJP,Domariaganj,1999,,,#FB7B0D,1146572,Ram Pal Singh,617151,1,M,Uttar Pradesh,198263
SP,Etah,1999,,,#B15928,1036859,Kr. Devendra Singh Yadav,587138,1,M,Uttar Pradesh,226999
SP,Etawah,1999,,,#B15928,1148723,Raghuraj Singh Shakya,601874,1,M,Uttar Pradesh,233065
BJP,Faizabad,1999,,,#FB7B0D,1228752,Vinay Katiyar,657165,1,M,Uttar Pradesh,193191
SP,Farrukhabad,1999,,,#B15928,1241968,Chandra Bhushan Singh (Munnoo Babu),632970,1,M,Uttar Pradesh,222984
BJP,Fatehpur,1999,,,#FB7B0D,1171111,Ashok Patel,538388,1,M,Uttar Pradesh,142911
SP,Firozabad,1999,,,#B15928,1157680,Ram Jilal Suman,573312,1,M,Uttar Pradesh,289459
BJP,Garhwal,1999,,,#FB7B0D,1036876,Maj Gen. (Rtd) Bhuwan Chandra Khanduri(A.V.S.M.),472181,1,M,Uttar Pradesh,239745
BSP,Ghatampur,1999,,,#77968E,1112727,Pyare Lal Sankhwar,558114,1,M,Uttar Pradesh,156582
BJP,Ghazipur,1999,,,#FB7B0D,1300013,Manoj,734039,1,M,Uttar Pradesh,240592
BSP,Ghosi,1999,,,#77968E,1216056,Bal Krishna,677481,1,M,Uttar Pradesh,207105
BJP,Gonda,1999,,,#FB7B0D,1159190,Braj Bhushan Sharan Singh,577026,1,M,Uttar Pradesh,243162
BJP,Gorakhpur,1999,,,#FB7B0D,1261260,Aditya Nath,650545,1,M,Uttar Pradesh,267382
BSP,Hamirpur,1999,,,#77968E,1057352,Ashok Kumar Singh Chandel,612344,1,M,Uttar Pradesh,217732
BJP,Hapur,1999,,,#FB7B0D,1568097,Ramesh Chand Tomar,723634,1,M,Uttar Pradesh,234525
ABLTC,Hardoi,1999,,,#999,1083894,Jai Prakash,554985,1,M,Uttar Pradesh,206256
BJP,Hardwar,1999,,,#FB7B0D,1183770,Harpal Singh Sathi,666882,1,M,Uttar Pradesh,236844
BJP,Hathras,1999,,,#FB7B0D,1138146,Kishan Lal Diler,459758,1,M,Uttar Pradesh,178253
BSP,Jalaun,1999,,,#77968E,1164371,Brij Lal Khabri,574855,1,M,Uttar Pradesh,197705
SP,Jalesar,1999,,,#B15928,1122770,Prof. S.P. Singh Baghel,661686,1,M,Uttar Pradesh,217336
BJP,Jaunpur,1999,,,#FB7B0D,1274445,Chinmayanand,691518,1,M,Uttar Pradesh,207405
INC,Jhansi,1999,,,#019733,1319184,Sujan Singh Bundela,750501,1,M,Uttar Pradesh,283387
RLD,Kairana,1999,,,#999,1099503,Amir Alam,692027,1,M,Uttar Pradesh,206345
SP,Kaiserganj,1999,,,#B15928,1116997,Beni Prasad Verma,635728,1,M,Uttar Pradesh,233934
SP,Kannauj,1999,,,#B15928,1157142,Mulayam Singh Yadav,684085,1,M,Uttar Pradesh,291617
INC,Kanpur,1999,,,#019733,1417761,Sriprakash Jaiswal,635624,1,M,Uttar Pradesh,293610
SP,Khalilabad,1999,,,#B15928,1215811,Bhal Chandra Yadav,664508,1,M,Uttar Pradesh,236837
SP,Kheri,1999,,,#B15928,1260158,Ravi Prakash Verma,705160,1,M,Uttar Pradesh,202373
BJP,Khurja,1999,,,#FB7B0D,1271984,Ashok Kumar Pradhan,481734,1,M,Uttar Pradesh,216011
BSP,Lalganj,1999,,,#77968E,1313973,Dr. Bali Ram,688528,1,M,Uttar Pradesh,229122
BJP,Lucknow,1999,,,#FB7B0D,1552441,Atal Bihari Vajpayee,753943,1,M,Uttar Pradesh,362709
SP,Machhlishahr,1999,,,#B15928,1263202,Chandra Nath Singh,654155,1,M,Uttar Pradesh,201509
SP,Maharajganj,1999,,,#B15928,1129627,Akhilesh Singh,677114,1,M,Uttar Pradesh,239826
SP,Mainpuri,1999,,,#B15928,1109097,Balram Singh Yadav,569538,1,M,Uttar Pradesh,244113
BJP,Mathura,1999,,,#FB7B0D,1176548,Ch. Tejvir Singh,530156,1,M,Uttar Pradesh,210212
INC,Meerut,1999,,,#019733,1269454,Avtar Singh Bhadana,744064,1,M,Uttar Pradesh,258456
SP,Mirzapur,1999,,,#B15928,1356017,Phoolan Devi,771124,1,F,Uttar Pradesh,290849
SP,Misrikh,1999,,,#B15928,1089677,Sushila Saroj,612319,1,F,Uttar Pradesh,159279
SP,Mohanlalganj,1999,,,#B15928,1149478,Reena Chowdhary,608254,1,F,Uttar Pradesh,182034
ABLTC,Moradabad,1999,,,#999,1156172,Chandra Vijay Singh Alias Baby Raja,640314,1,M,Uttar Pradesh,253321
INC,Muzaffarnagar,1999,,,#019733,1217407,Saiduzzaman,682351,1,M,Uttar Pradesh,196669
INC,Nainital,1999,,,#019733,1368193,Narayan Datt Tiwari,793919,1,M,Uttar Pradesh,350381
BJP,Padrauna,1999,,,#FB7B0D,1210405,Ram Nagina Mishra,695346,1,M,Uttar Pradesh,196651
SP,Phulpur,1999,,,#B15928,1183537,Dharam Raj Singh Patel,680027,1,M,Uttar Pradesh,183282
IND,Pilibhit,1999,,,#95b3d7,1139217,Maneka Gandhi,748004,1,F,Uttar Pradesh,433421
INC,Pratapgarh,1999,,,#019733,1189143,Rajkumari Ratna Singh,567099,1,F,Uttar Pradesh,202170
INC,Rae Bareli,1999,,,#019733,1174548,Captain Satish Sharma,684461,1,M,Uttar Pradesh,224202
INC,Rampur,1999,,,#019733,1322470,Begum Noor Bano Urf Mahtab Zamani Begum,810424,1,F,Uttar Pradesh,338493
BJP,Robertsganj,1999,,,#FB7B0D,1443487,Ram Shakal,743357,1,M,Uttar Pradesh,200826
BSP,Saharanpur,1999,,,#77968E,1261896,Mansoor Ali Khan,771959,1,M,Uttar Pradesh,235659
SP,Saidpur,1999,,,#B15928,1309952,Tufani Saroj,703749,1,M,Uttar Pradesh,237438
BSP,Salempur,1999,,,#77968E,1265863,Babban Rajbhar,636475,1,M,Uttar Pradesh,170558
SP,Sambhal,1999,,,#B15928,1081421,Mulayam Singh Yadav,619859,1,M,Uttar Pradesh,259430
BSP,Shahabad,1999,,,#77968E,1128503,Daud Ahmad,639946,1,M,Uttar Pradesh,214146
INC,Shahjahanpur,1999,,,#019733,1130852,Kr. Jitendra Prasad,673946,1,M,Uttar Pradesh,207167
BSP,Sitapur,1999,,,#77968E,1113415,Rajesh Verma,636913,1,M,Uttar Pradesh,211120
BSP,Sultanpur,1999,,,#77968E,1220728,Jai Bhadra Singh,610404,1,M,Uttar Pradesh,173558
BJP,Tehri Garhwal,1999,,,#FB7B0D,1161284,Manabendra Shah,483197,1,M,Uttar Pradesh,207839
SP,Unnao,1999,,,#B15928,1201204,Deepak Kumar,590401,1,M,Uttar Pradesh,207242
BJP,Varanasi,1999,,,#FB7B0D,1407844,Shankar Prasad Jaiswal,624357,1,M,Uttar Pradesh,211955
RSP,Alipurduars,1999,,,#999,1039377,Joachim Baxla,760862,1,M,West Bengal,389919
CPM,Arambagh,1999,,,#DE0000,1143407,Anil Basu,933500,1,M,West Bengal,503920
CPM,Asansol,1999,,,#DE0000,1265480,Bikash Chowdhury,815292,1,M,West Bengal,377265
RSP,Balurghat,1999,,,#999,1107468,Barman Ranen,840898,1,M,West Bengal,375669
CPM,Bankura,1999,,,#DE0000,1041325,Acharia Basudeb,723929,1,M,West Bengal,381720
AITC,Barasat,1999,,,#0C6965,1303217,Dr.Ranjit Kumar Panja,1031285,1,M,West Bengal,518520
CPM,Barrackpore,1999,,,#DE0000,1040220,Tarit Baran Topdar,830719,1,M,West Bengal,399269
CPI,Basirhat,1999,,,#DE0000,1071134,Ajoy Chakraborty,856295,1,M,West Bengal,407903
INC,Berhampore,1999,,,#019733,1212554,Adhir Ranjan Chowdhury,926375,1,M,West Bengal,434073
CPM,Birbhum,1999,,,#DE0000,1043876,Ram Chandra Dome,723560,1,M,West Bengal,373687
CPM,Bolpur,1999,,,#DE0000,1037427,Somnath Chatterjee,781954,1,M,West Bengal,464199
CPM,Burdwan,1999,,,#DE0000,1216764,Sar Nikhilananda,971754,1,M,West Bengal,598170
AITC,Calcutta North East,1999,,,#0C6965,924613,Ajit Kumar Panja,658631,1,M,West Bengal,297491
AITC,Calcutta North West,1999,,,#0C6965,704009,Sudip Bandyopadhyay,443486,1,M,West Bengal,206684
AITC,Calcutta South,1999,,,#0C6965,1202607,Mamata Banerjee,805121,1,F,West Bengal,469103
AITC,Contai,1999,,,#0C6965,990917,Neetish Sengupta,815448,1,M,West Bengal,395048
FBL,Cooch Behar,1999,,,#999,1116523,Amar Roy Pradhan,891829,1,M,West Bengal,443148
CPM,Darjeeling,1999,,,#DE0000,1276753,S.P. Lepcha,580471,1,M,West Bengal,256826
CPM,Diamond Harbour,1999,,,#DE0000,1136879,Samik Lahiri,844342,1,M,West Bengal,402761
BJP,Dum Dum,1999,,,#FB7B0D,1598044,Tapan Sikdar,1191114,1,M,West Bengal,614471
CPM,Durgapur,1999,,,#DE0000,1212641,Sunil Khan,869091,1,M,West Bengal,461940
CPM,Hooghly,1999,,,#DE0000,1160870,Rupchand Pal,919250,1,M,West Bengal,440674
CPM,Howrah,1999,,,#DE0000,1381960,Swadesh Chakraborty,981399,1,M,West Bengal,490537
AITC,Jadavpur,1999,,,#0C6965,1403413,Krishna Bose,991198,1,F,West Bengal,485366
CPM,Jalpaiguri,1999,,,#DE0000,1101898,Minati Sen,831795,1,F,West Bengal,405785
CPM,Jangipur,1999,,,#DE0000,1087203,Abul Hasnat Khan,775493,1,M,West Bengal,352580
CPM,Jhargram,1999,,,#DE0000,991504,Rupchand Murmu,791700,1,M,West Bengal,402325
RSP,Joynagar,1999,,,#999,1116858,Sanat Kumar Mondal,802529,1,M,West Bengal,396383
CPM,Katwa,1999,,,#DE0000,1183616,Mahboob Zahedi,918349,1,M,West Bengal,461502
BJP,Krishnanagar,1999,,,#FB7B0D,1084449,Satyabrata Mookherjee,837424,1,M,West Bengal,366954
INC,Malda,1999,,,#019733,1047279,Abul Barkat Ataul Ghani Khan Choudhury,810196,1,M,West Bengal,325833
CPM,Mathurapur,1999,,,#DE0000,1076730,Radhika Ranjan Pramanik,818609,1,M,West Bengal,382962
CPI,Midnapore,1999,,,#DE0000,1099512,Indrajit Gupta,852492,1,M,West Bengal,414545
CPM,Murshidabad,1999,,,#DE0000,1172830,Moinul Hassan,827395,1,M,West Bengal,391366
AITC,Nabadwip,1999,,,#0C6965,1320358,Ananda Mohan Biswas,1002084,1,M,West Bengal,459319
CPI,Panskura,1999,,,#DE0000,986955,Gita Mukherjee,816130,1,F,West Bengal,401431
FBL,Purulia,1999,,,#999,1008066,Birsingh Mahato,681196,1,M,West Bengal,351143
INC,Raiganj,1999,,,#019733,1144667,Priya Ranjan Dasmunsi,875716,1,M,West Bengal,409331
AITC,Serampore,1999,,,#0C6965,1325375,Akbor Ali Khandoker,911306,1,M,West Bengal,411406
CPM,Tamluk,1999,,,#DE0000,1098196,Lakshman Chandra Seth,909682,1,M,West Bengal,455168
CPM,Uluberia,1999,,,#DE0000,1101065,Hannan Mollah,808564,1,M,West Bengal,399397
CPM,Vishnupur,1999,,,#DE0000,1071817,Sandhya Bauri,834502,1,F,West Bengal,483084
INC,Andaman & Nicobar Islands,2004,65,GEN,#019733,,Manoranjan Bhakta,153825,1,M,Andaman & Nicobar Islands,85794
TRS,Adilabad,2004,59,GEN,#999,,Madhusudhan Reddy Takkala,831337,1,M,Andhra Pradesh,415429
INC,Amalapuram,2004,43,SC,#019733,,G.V. Harsha Kumar,704224,1,M,Andhra Pradesh,350346
TDP,Anakapalli,2004,58,GEN,#4bacc6,,Chalapathirao Pappala,782106,1,M,Andhra Pradesh,385406
INC,Anantapur,2004,47,GEN,#019733,,Anantha Venkata Rami Reddy,875135,1,M,Andhra Pradesh,458925
INC,Bapatla,2004,44,GEN,#019733,,Daggubati Purandareswari,735462,1,F,Andhra Pradesh,411099
CPM,Bhadrachalam,2004,52,ST,#DE0000,,Midiyam Babu Rao,823415,1,M,Andhra Pradesh,373148
TDP,Bobbili,2004,73,GEN,#4bacc6,,Kondapalli Pydithalli Naidu,746725,1,M,Andhra Pradesh,373922
TDP,Chittoor,2004,63,GEN,#4bacc6,,D.K. Audikesavulu,875992,1,M,Andhra Pradesh,454128
INC,Cuddapah,2004,51,GEN,#019733,,Y.S. Vivekananda Reddy,819201,1,M,Andhra Pradesh,461431
INC,Eluru,2004,60,GEN,#019733,,Kavuru Samba Siva Rao,896946,1,M,Andhra Pradesh,499191
INC,Guntur,2004,60,GEN,#019733,,Rayapati Sambasiva Rao,821478,1,M,Andhra Pradesh,466221
TRS,Hanamkonda,2004,45,GEN,#999,,B.Vinod Kumar,831926,1,M,Andhra Pradesh,496048
INC,Hindupur,2004,50,GEN,#019733,,Nizamoddin,868063,1,M,Andhra Pradesh,419744
AIMIM,Hyderabad,2004,37,GEN,#999,,Asaduddin Owaisi,986737,1,M,Andhra Pradesh,378854
INC,Kakinada,2004,41,GEN,#019733,,Mallipudi Mangapati Pallam Raju,832284,1,M,Andhra Pradesh,410982
TRS,Karimnagar,2004,51,GEN,#999,,K. Chandra Shakher Rao,874498,1,M,Andhra Pradesh,451199
INC,Khammam,2004,49,GEN,#019733,,Renuka Chowdhury,1023177,1,F,Andhra Pradesh,518047
INC,Kurnool,2004,52,GEN,#019733,,Kotla Jayasurya Prakasha Reddy,818809,1,M,Andhra Pradesh,433529
INC,Machilipatnam,2004,61,GEN,#019733,,Badiga Ramakrishna,755314,1,M,Andhra Pradesh,387127
INC,Mahabubnagar,2004,53,GEN,#019733,,D. Vittal Rao,866550,1,M,Andhra Pradesh,428764
TRS,Medak,2004,49,GEN,#999,,A. Narendra,901015,1,M,Andhra Pradesh,453738
INC,Miryalguda,2004,62,GEN,#019733,,Jaipal Reddy Sudini,962599,1,M,Andhra Pradesh,572169
TDP,Nagarkurnool,2004,52,SC,#4bacc6,,Dr.Manda Jagannath,883350,1,M,Andhra Pradesh,405046
CPI,Nalgonda,2004,62,GEN,#DE0000,,Suravaram Sudhakar Reddy,1047866,1,M,Andhra Pradesh,479511
INC,Nandyal,2004,54,GEN,#019733,,S. P. Y. Reddy,829976,1,M,Andhra Pradesh,458526
INC,Narasapur,2004,67,GEN,#019733,,Chegondi Venkata Harirama Jogaiah,768537,1,M,Andhra Pradesh,402761
INC,Narasaraopet,2004,59,GEN,#019733,,Mekapati Rajamohan Reddy,899784,1,M,Andhra Pradesh,481310
INC,Nellore,2004,46,SC,#019733,,Panabaka Lakshmi,836502,1,F,Andhra Pradesh,450129
INC,Nizamabad,2004,45,GEN,#019733,,Madhu Goud Yaskhi,782439,1,M,Andhra Pradesh,442142
INC,Ongole,2004,49,GEN,#019733,,Sreenivasulu Reddy Magunta,799109,1,M,Andhra Pradesh,446584
INC,Parvathipuram,2004,57,ST,#019733,,Kishore Chandra Suryanarayana Deo Vyricherla,660923,1,M,Andhra Pradesh,321788
INC,Peddapalli,2004,76,SC,#019733,,G. Venkat Swamy,939450,1,M,Andhra Pradesh,572207
INC,Rajahmundry,2004,49,GEN,#019733,,Aruna Kumar Vundavalli,816125,1,M,Andhra Pradesh,413927
INC,Rajampet,2004,59,GEN,#019733,,Annayyagari Sai Prathap,691329,1,M,Andhra Pradesh,369797
INC,Secunderabad,2004,39,GEN,#019733,,M. Anjan Kumar Yadav,973288,1,M,Andhra Pradesh,485710
INC,Siddipet,2004,49,SC,#019733,,Sarvey Sathyanarayana,1119814,1,M,Andhra Pradesh,593879
TDP,Srikakulam,2004,47,GEN,#4bacc6,,Yerrannaidu Kinjarapu,723774,1,M,Andhra Pradesh,361906
INC,Tenali,2004,36,GEN,#019733,,Balashowry Vallabhaneni,673462,1,M,Andhra Pradesh,366843
INC,Tirupati,2004,49,SC,#019733,,Chinta Mohan,850787,1,M,Andhra Pradesh,510961
INC,Vijayawada,2004,40,GEN,#019733,,Rajagopal Lagadapati,945550,1,M,Andhra Pradesh,519624
INC,Visakhapatnam,2004,69,GEN,#019733,,Janardhana Reddy Nedurumalli,965740,1,M,Andhra Pradesh,524122
TRS,Warangal,2004,56,ST,#999,,Dharavath Ravinder Naik,921872,1,M,Andhra Pradesh,427601
BJP,Arunachal East,2004,42,ST,#FB7B0D,,Tapir Gao,163374,1,M,Arunachal Pradesh,83335
BJP,Arunachal West,2004,32,ST,#FB7B0D,,Khiren Rijiju,221554,1,M,Arunachal Pradesh,123951
INC,Autonomous Dists,2004,62,ST,#019733,,Biren Singh Engti,401377,1,M,Assam,125937
INC,Barpeta,2004,73,GEN,#019733,,A. F. Golam Osmani,762681,1,M,Assam,266972
INC,Dhubri,2004,58,GEN,#019733,,Anwar Hussain,863592,1,M,Assam,376588
AGP,Dibrugarh,2004,42,ST,#999,,Sarbananda Sonowal,631240,1,M,Assam,220944
INC,Gauhati,2004,49,GEN,#019733,,Kirip Chaliha,881775,1,M,Assam,353250
INC,Jorhat,2004,69,GEN,#019733,,Bijoy Krishna Handique,666835,1,M,Assam,223624
INC,Kaliabor,2004,54,GEN,#019733,,Dip Gogoi,763083,1,M,Assam,301893
INC,Karimganj,2004,62,SC,#019733,,Lalit Mohan Suklabaidya,671491,1,M,Assam,321059
IND,Kokrajhar,2004,42,ST,#95b3d7,,Sansuma Khunggur Bwiswmuthiary,966987,1,M,Assam,689620
AGP,Lakhimpur,2004,47,GEN,#999,,Dr. Arun Kumar Sarmah,800020,1,M,Assam,300865
BJP,Mangaldoi,2004,61,GEN,#FB7B0D,,Narayan Chandra Borkataky,848938,1,M,Assam,345863
BJP,Nowgong,2004,51,GEN,#FB7B0D,,Rajen Gohain,786069,1,M,Assam,342704
INC,Silchar,2004,70,GEN,#019733,,Sontosh Mohan Dev,608233,1,M,Assam,246215
INC,Tezpur,2004,54,GEN,#019733,,Moni Kumar Subba,719768,1,M,Assam,289847
BJP,Araria,2004,51,SC,#FB7B0D,,Sukdeo Paswan,652439,1,M,Bihar,216677
RJD,Arrah,2004,47,GEN,#999,,Kanti Singh,787399,1,F,Bihar,299422
INC,Aurangabad,2004,63,GEN,#019733,,Nikhil Kumar,767238,1,M,Bihar,290009
JD(U),Bagaha,2004,55,SC,#8064a2,,Kailash Baitha,570822,1,M,Bihar,237989
LJNSP,Balia,2004,39,GEN,#999,,Suraj Singh,632343,1,M,Bihar,233869
RJD,Banka,2004,40,GEN,#999,,Giridhari Yadav,713888,1,M,Bihar,339880
RJD,Barh,2004,53,GEN,#999,,Vijay Krishna,864102,1,M,Bihar,426856
