pc,votes,year,state,party,name,sex,age,category,electors,rank,color,polled_votes
BHONGIR,6850,2014,Andhra Pradesh,Republican Party of India,BOILLA NARENDER,,,,,10,#999,1211943
BHONGIR,5552,2014,Andhra Pradesh,Rashtriya Lok Dal,KAPILAVAI DILEEP KUMAR,,,,,11,#999,1211943
BHONGIR,2600,2014,Andhra Pradesh,All India Majlis-E-Ittehadul Muslimeen,GUAHATI MOTHILAL,,,,,12,#999,1211943
BHONGIR,2341,2014,Andhra Pradesh,Jai Samaikyandhra Party,GUDURU JANARDHAN REDDY,,,,,13,#999,1211943
BHONGIR,1859,2014,Andhra Pradesh,Mahajana Socialist Party,NAGULA SRINIVAS YADAV,,,,,14,#999,1211943
WARANGAL,661639,2014,Andhra Pradesh,Telangana Rashtra Samithi,KADIYAM SRIHARI,,,,,1,#999,1174631
WARANGAL,269065,2014,Andhra Pradesh,Indian National Congress,RAJAIAH SIRICILLA,,,,,2,#019733,1174631
WARANGAL,187139,2014,Andhra Pradesh,Bharatiya Janata Party,PARAMESHWAR RAMAGALLA,,,,,3,#FB7B0D,1174631
WARANGAL,14034,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,4,#999,1174631
WARANGAL,9536,2014,Andhra Pradesh,Bahujan Samaj Party,GANNARAPU SURENDER,,,,,5,#77968E,1174631
WARANGAL,9178,2014,Andhra Pradesh,Independent,CHILUVERU PRATHAP,,,,,6,#95b3d7,1174631
WARANGAL,7350,2014,Andhra Pradesh,Pyramid Party of India,THUPPARI NARASIMHA SWAMY,,,,,7,#999,1174631
WARANGAL,5569,2014,Andhra Pradesh,Aam Aadmi Party,CHINTHA SWAMY,,,,,8,#999,1174631
WARANGAL,3211,2014,Andhra Pradesh,Independent,JANNU MAHENDAR,,,,,9,#95b3d7,1174631
WARANGAL,2258,2014,Andhra Pradesh,Marxist Communist Party of India (United),VENKANNA KANNAM,,,,,10,#999,1174631
WARANGAL,2098,2014,Andhra Pradesh,Bahujan Mukti Party,VENKANNA NEERUDU,,,,,11,#999,1174631
WARANGAL,2013,2014,Andhra Pradesh,Independent,KANAKAM RAMESH,,,,,12,#95b3d7,1174631
WARANGAL,1541,2014,Andhra Pradesh,All India Forward Bloc,VENU ESAMPELLY,,,,,13,#999,1174631
MAHABUBABAD,320569,2014,Andhra Pradesh,Telangana Rashtra Samithi,PROF. AZMEERA SEETARAM NAIK,,,,,1,#999,1124370
MAHABUBABAD,285577,2014,Andhra Pradesh,Indian National Congress,P. BALRAM,,,,,2,#019733,1124370
MAHABUBABAD,215904,2014,Andhra Pradesh,Telugu Desam,BANOTH MOHANLAL,,,,,3,#4bacc6,1124370
MAHABUBABAD,128465,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,TELLAM VENKATA RAO,,,,,4,#999,1124370
MAHABUBABAD,94014,2014,Andhra Pradesh,Independent,PAYAM CHANDHAR RAO (CHINNA CHANDHRANNA),,,,,5,#95b3d7,1124370
MAHABUBABAD,14026,2014,Andhra Pradesh,Independent,LAXMAN BUKYA,,,,,6,#95b3d7,1124370
MAHABUBABAD,13664,2014,Andhra Pradesh,Independent,V. GOURI NAGAMANI,,,,,7,#95b3d7,1124370
MAHABUBABAD,6854,2014,Andhra Pradesh,Independent,DATLA NAGESHWAR RAO,,,,,8,#95b3d7,1124370
MAHABUBABAD,6705,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,9,#999,1124370
MAHABUBABAD,6627,2014,Andhra Pradesh,Pyramid Party of India,KAVITHA RANI LUNAVATH,,,,,10,#999,1124370
MAHABUBABAD,6224,2014,Andhra Pradesh,Bahujan Samaj Party,BODA RAASI,,,,,11,#77968E,1124370
MAHABUBABAD,5888,2014,Andhra Pradesh,Independent,LAXMINARAYANA BORRA,,,,,12,#95b3d7,1124370
MAHABUBABAD,3922,2014,Andhra Pradesh,Independent,METLA PAPAIAH,,,,,13,#95b3d7,1124370
MAHABUBABAD,3671,2014,Andhra Pradesh,Marxist Communist Party of India (United),GUGULOTU JAGAN,,,,,14,#999,1124370
MAHABUBABAD,3492,2014,Andhra Pradesh,Independent,PADIGA YARRAIAH,,,,,15,#95b3d7,1124370
MAHABUBABAD,3475,2014,Andhra Pradesh,Independent,PONAKA SAMMAKKA,,,,,16,#95b3d7,1124370
MAHABUBABAD,3094,2014,Andhra Pradesh,Independent,BALUNAYAK BHUKYA,,,,,17,#95b3d7,1124370
MAHABUBABAD,2199,2014,Andhra Pradesh,Independent,EESAM SUDHAKAR,,,,,18,#95b3d7,1124370
KHAMMAM,421957,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,PONGULETI  SRINIVASA REDDY,,,,,1,#999,1182897
KHAMMAM,409983,2014,Andhra Pradesh,Telugu Desam,NAMA NAGESWARA RAO,,,,,2,#4bacc6,1182897
KHAMMAM,187653,2014,Andhra Pradesh,Communist Party of India,KANKANALA NARAYANA,,,,,3,#DE0000,1182897
KHAMMAM,89063,2014,Andhra Pradesh,Telangana Rashtra Samithi,BUDAN BAIG SHAIK,,,,,4,#999,1182897
KHAMMAM,9454,2014,Andhra Pradesh,Independent,LINGALA RAVI KUMAR,,,,,5,#95b3d7,1182897
KHAMMAM,8053,2014,Andhra Pradesh,Independent,GOKINEPALLI VENKATESWARA RAO,,,,,6,#95b3d7,1182897
KHAMMAM,6494,2014,Andhra Pradesh,Independent,BACHALA LAXMAIAH,,,,,7,#95b3d7,1182897
KHAMMAM,5386,2014,Andhra Pradesh,Independent,MOKALLA RAMESH,,,,,8,#95b3d7,1182897
KHAMMAM,5354,2014,Andhra Pradesh,Independent,KAKI BHASKAR,,,,,9,#95b3d7,1182897
KHAMMAM,4999,2014,Andhra Pradesh,Jai Samaikyandhra Party,NAGARJUNA CHERUKURU,,,,,10,#999,1182897
KHAMMAM,4983,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,11,#999,1182897
KHAMMAM,4757,2014,Andhra Pradesh,Bahujan Samaj Party,DODDA RAM BABU,,,,,12,#77968E,1182897
KHAMMAM,4480,2014,Andhra Pradesh,Independent,NAGIREDDY RAJI REDDY,,,,,13,#95b3d7,1182897
KHAMMAM,4135,2014,Andhra Pradesh,Pyramid Party of India,MEDARAMETLA  RAMA RAO,,,,,14,#999,1182897
KHAMMAM,1611,2014,Andhra Pradesh,Independent,BANOTH KISHAN NAYAK,,,,,15,#95b3d7,1182897
KHAMMAM,1488,2014,Andhra Pradesh,Independent,GUGULOTHU SARVAN,,,,,16,#95b3d7,1182897
KHAMMAM,1432,2014,Andhra Pradesh,Independent,GUGULOTHU RANJITH KUMAR,,,,,17,#95b3d7,1182897
KHAMMAM,1338,2014,Andhra Pradesh,Independent,BANOTH LAXMA NAIK,,,,,18,#95b3d7,1182897
KHAMMAM,1267,2014,Andhra Pradesh,Independent,RAMESH KOMMU,,,,,19,#95b3d7,1182897
KHAMMAM,1194,2014,Andhra Pradesh,Independent,MUDIGE NAGESWARA RAO,,,,,20,#95b3d7,1182897
KHAMMAM,1116,2014,Andhra Pradesh,Independent,JERRIPOTHULA SRINIVAS,,,,,21,#95b3d7,1182897
KHAMMAM,1059,2014,Andhra Pradesh,Independent,KALTHI VENKATESWARLU,,,,,22,#95b3d7,1182897
KHAMMAM,1019,2014,Andhra Pradesh,Independent,RAMU KANDULA,,,,,23,#95b3d7,1182897
KHAMMAM,980,2014,Andhra Pradesh,Independent,KALTHI RAMULAMMA,,,,,24,#95b3d7,1182897
KHAMMAM,963,2014,Andhra Pradesh,Independent,BUSIREDDY SHANKAR REDDY,,,,,25,#95b3d7,1182897
KHAMMAM,916,2014,Andhra Pradesh,Independent,KANAKAM TIRUMALA RAO,,,,,26,#95b3d7,1182897
KHAMMAM,886,2014,Andhra Pradesh,Independent,SANAPA POMMAIAH,,,,,27,#95b3d7,1182897
KHAMMAM,877,2014,Andhra Pradesh,Independent,MARIKANTI VASUDASU,,,,,28,#95b3d7,1182897
ARUKU,413191,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,KOTHAPALLI GEETHA,,,,,1,#999,909614
ARUKU,321793,2014,Andhra Pradesh,Telugu Desam,GUMMIDI SANDHYARANI,,,,,2,#4bacc6,909614
ARUKU,52884,2014,Andhra Pradesh,Indian National Congress,KISHORE CHANDRA DEO,,,,,3,#019733,909614
ARUKU,38898,2014,Andhra Pradesh,Communist Party of India  (Marxist),MIDIYAM BABURAO,,,,,4,#DE0000,909614
ARUKU,23215,2014,Andhra Pradesh,Independent,KANGALA BALUDORA,,,,,5,#95b3d7,909614
ARUKU,16532,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,6,#999,909614
ARUKU,8951,2014,Andhra Pradesh,Independent,CHETTI SANKARARAO,,,,,7,#95b3d7,909614
ARUKU,8569,2014,Andhra Pradesh,Aam Aadmi Party,BURJABARIKI DHANARAJU,,,,,8,#999,909614
ARUKU,7688,2014,Andhra Pradesh,Independent,SALLANGI RATNAM,,,,,9,#95b3d7,909614
ARUKU,7587,2014,Andhra Pradesh,Independent,BIDDIKA RAMAIAH,,,,,10,#95b3d7,909614
ARUKU,5692,2014,Andhra Pradesh,Independent,IILLA RAMI REDDY,,,,,11,#95b3d7,909614
ARUKU,4614,2014,Andhra Pradesh,Independent,VANUGU SANKARARAO,,,,,12,#95b3d7,909614
SRIKAKULAM,556163,2014,Andhra Pradesh,Telugu Desam,RAMMOHAN NAIDU KINJARAPU,,,,,1,#4bacc6,1051446
SRIKAKULAM,428591,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,REDDY SHANTHI,,,,,2,#999,1051446
SRIKAKULAM,24163,2014,Andhra Pradesh,Indian National Congress,KILLI KRUPARANI,,,,,3,#019733,1051446
SRIKAKULAM,11422,2014,Andhra Pradesh,Jai Samaikyandhra Party,PAIDI RAJA RAO,,,,,4,#999,1051446
SRIKAKULAM,8047,2014,Andhra Pradesh,Bahujan Samaj Party,BODDEPALLI RAJARAO,,,,,5,#77968E,1051446
SRIKAKULAM,6133,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,6,#999,1051446
SRIKAKULAM,5131,2014,Andhra Pradesh,Communist Party of India  (Marxist-Leninist)  (Liberation),VASUDEVA RAO BODDU,,,,,7,#DE0000,1051446
SRIKAKULAM,5021,2014,Andhra Pradesh,Pyramid Party of India,KADIYAM JAYALAKSHMI,,,,,8,#999,1051446
SRIKAKULAM,2557,2014,Andhra Pradesh,Aam Aadmi Party,JAIDEV INJARAPU,,,,,9,#999,1051446
SRIKAKULAM,2144,2014,Andhra Pradesh,Independent,TOTA TEJESWARA RAO,,,,,10,#95b3d7,1051446
SRIKAKULAM,2074,2014,Andhra Pradesh,Independent,KINJARAPU TEJESWARA RAO,,,,,11,#95b3d7,1051446
VIZIANAGARAM,536549,2014,Andhra Pradesh,Telugu Desam,ASHOK GAJAPATHI RAJU PUSAPATI,,,,,1,#4bacc6,1120316
VIZIANAGARAM,429638,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO RAVU,,,,,2,#999,1120316
VIZIANAGARAM,122487,2014,Andhra Pradesh,Indian National Congress,JHANSI LAKSHMI BOTCHA,,,,,3,#019733,1120316
VIZIANAGARAM,6528,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,4,#999,1120316
VIZIANAGARAM,6401,2014,Andhra Pradesh,Pyramid Party of India,PRASADA RAO NANDA,,,,,5,#999,1120316
VIZIANAGARAM,5125,2014,Andhra Pradesh,Independent,YELLA RAO SIYYADULA,,,,,6,#95b3d7,1120316
VIZIANAGARAM,4092,2014,Andhra Pradesh,Bahujan Samaj Party,BONU KRISHNA,,,,,7,#77968E,1120316
VIZIANAGARAM,3603,2014,Andhra Pradesh,Independent,HARIKISHAN KUPPILI,,,,,8,#95b3d7,1120316
VIZIANAGARAM,3388,2014,Andhra Pradesh,Jai Samaikyandhra Party,TADIVAKA RAMESH NAIDU,,,,,9,#999,1120316
VIZIANAGARAM,2505,2014,Andhra Pradesh,Aam Aadmi Party,NARU SIMHADRI NAIDU,,,,,10,#999,1120316
VISAKHAPATNAM,566832,2014,Andhra Pradesh,Bharatiya Janata Party,KAMBHAMPATI HARI BABU,,,,,1,#FB7B0D,1163558
VISAKHAPATNAM,476344,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Y.S VIJAYAMMA,,,,,2,#999,1163558
VISAKHAPATNAM,50632,2014,Andhra Pradesh,Indian National Congress,BOLISETTI SATYANARAYANA (SATYA),,,,,3,#019733,1163558
VISAKHAPATNAM,14947,2014,Andhra Pradesh,Bahujan Samaj Party,IMANDI VENKATA KURMARAO,,,,,4,#77968E,1163558
VISAKHAPATNAM,7329,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,5,#999,1163558
VISAKHAPATNAM,6644,2014,Andhra Pradesh,Jai Samaikyandhra Party,SABBAM HARI,,,,,6,#999,1163558
VISAKHAPATNAM,6175,2014,Andhra Pradesh,Aam Aadmi Party,KUNA RAMAM,,,,,7,#999,1163558
VISAKHAPATNAM,5418,2014,Andhra Pradesh,Independent,TANUKU DIVAKAR,,,,,8,#95b3d7,1163558
VISAKHAPATNAM,4323,2014,Andhra Pradesh,Samaikyandhra Parirakshana Samithi,JT RAMARAO,,,,,9,#999,1163558
VISAKHAPATNAM,2717,2014,Andhra Pradesh,Pyramid Party of India,DADI JYOTHI BHAVANI,,,,,10,#999,1163558
VISAKHAPATNAM,2611,2014,Andhra Pradesh,Independent,DURGAPRASAD GUNTU,,,,,11,#95b3d7,1163558
VISAKHAPATNAM,2377,2014,Andhra Pradesh,Independent,NAGENDRA SAIRAM,,,,,12,#95b3d7,1163558
VISAKHAPATNAM,1927,2014,Andhra Pradesh,Independent,KURADA SATYANARAYANA PATNAIK,,,,,13,#95b3d7,1163558
VISAKHAPATNAM,1910,2014,Andhra Pradesh,Indian Christian Secular Party,DR BHAVANI SANKAR SASTRY.A,,,,,14,#999,1163558
VISAKHAPATNAM,1889,2014,Andhra Pradesh,Independent,KUTIKUPPALA SURYA RAO,,,,,15,#95b3d7,1163558
VISAKHAPATNAM,1759,2014,Andhra Pradesh,Independent,SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU),,,,,16,#95b3d7,1163558
VISAKHAPATNAM,1751,2014,Andhra Pradesh,Independent,UMAMAHESWARARAO ARETI,,,,,17,#95b3d7,1163558
VISAKHAPATNAM,1594,2014,Andhra Pradesh,Independent,CHALAPATHIRAO RONANKI,,,,,18,#95b3d7,1163558
VISAKHAPATNAM,1540,2014,Andhra Pradesh,Independent,J. PADMAJA,,,,,19,#95b3d7,1163558
VISAKHAPATNAM,1379,2014,Andhra Pradesh,Independent,SREENADH REDDY,,,,,20,#95b3d7,1163558
VISAKHAPATNAM,1348,2014,Andhra Pradesh,Independent,CHANDRASEKHAR BUDDA,,,,,21,#95b3d7,1163558
VISAKHAPATNAM,1118,2014,Andhra Pradesh,Independent,GEDELA KRISHNARAO,,,,,22,#95b3d7,1163558
VISAKHAPATNAM,994,2014,Andhra Pradesh,Independent,BRAHMA SWAROOP KASIBHATTA,,,,,23,#95b3d7,1163558
ANAKAPALLI,568463,2014,Andhra Pradesh,Telugu Desam,MUTTAMSETTI SRINIVASA RAO (AVANTHI),,,,,1,#4bacc6,1148072
ANAKAPALLI,520531,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,GUDIVADA AMARNADH,,,,,2,#999,1148072
ANAKAPALLI,17770,2014,Andhra Pradesh,Indian National Congress,VIJAYA LAKSHMI THOTA,,,,,3,#019733,1148072
ANAKAPALLI,14834,2014,Andhra Pradesh,Bahujan Samaj Party,KARANAM TIRUPATHI RAO,,,,,4,#77968E,1148072
ANAKAPALLI,8604,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,5,#999,1148072
ANAKAPALLI,6261,2014,Andhra Pradesh,Jai Samaikyandhra Party,KONDARAJU JAMPANA,,,,,6,#999,1148072
ANAKAPALLI,5506,2014,Andhra Pradesh,Dalita Bahujana Party,VADLAMURI KRISHNA SWAROOP,,,,,7,#999,1148072
ANAKAPALLI,3228,2014,Andhra Pradesh,Independent,APPALARAJU SADARAM,,,,,8,#95b3d7,1148072
ANAKAPALLI,2875,2014,Andhra Pradesh,Pyramid Party of India,SARISA LEELA PRASANNA KUMARI,,,,,9,#999,1148072
KAKINADA,514402,2014,Andhra Pradesh,Telugu Desam,THOTA NARASIMHAM,,,,,1,#4bacc6,1099999
KAKINADA,510971,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,CHALAMALASETTY SUNIL,,,,,2,#999,1099999
KAKINADA,19754,2014,Andhra Pradesh,Indian National Congress,MALLIPUDI MANGAPATI PALLAM RAJU,,,,,3,#019733,1099999
KAKINADA,6836,2014,Andhra Pradesh,Republican Party of India (Khobragade),MOTHA SARADA,,,,,4,#999,1099999
KAKINADA,6636,2014,Andhra Pradesh,Independent,JALLURI VENKATESWARLU (J.V),,,,,5,#95b3d7,1099999
KAKINADA,6442,2014,Andhra Pradesh,Jai Samaikyandhra Party,TUMMALAPALLI SATYA RAMAKRISHNA,,,,,6,#999,1099999
KAKINADA,4358,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,7,#999,1099999
KAKINADA,3826,2014,Andhra Pradesh,Pyramid Party of India,TEKUMUDI VENKATA RAO,,,,,8,#999,1099999
KAKINADA,3756,2014,Andhra Pradesh,Independent,DONKA LEELAVATHI,,,,,9,#95b3d7,1099999
KAKINADA,3473,2014,Andhra Pradesh,Rashtriya Janata Dal,KOLA VENKATA PRASAD VARMA,,,,,10,#999,1099999
KAKINADA,2511,2014,Andhra Pradesh,Bahujan Samaj Party,MUTHABATHULA RATNA KUMAR,,,,,11,#77968E,1099999
KAKINADA,2356,2014,Andhra Pradesh,Aam Aadmi Party,SRINIVAS DANGETI,,,,,12,#999,1099999
KAKINADA,1907,2014,Andhra Pradesh,Independent,KARRA VENKATA APPALA NARASIMHA RAO,,,,,13,#95b3d7,1099999
KAKINADA,1837,2014,Andhra Pradesh,Republican Paksha (Khoripa),ROKKAM DAYAKAR,,,,,14,#999,1099999
KAKINADA,1697,2014,Andhra Pradesh,Independent,DONAM NEELAKANTAM,,,,,15,#95b3d7,1099999
KAKINADA,1495,2014,Andhra Pradesh,Communist Party of India  (Marxist-Leninist)  (Liberation),ARJUNARAO YEGUPATI,,,,,16,#DE0000,1099999
KAKINADA,1417,2014,Andhra Pradesh,Independent,GUTTULA ANNAPURNA SESHAGIRI RAO (BATHPARTY-SESHU),,,,,17,#95b3d7,1099999
KAKINADA,1400,2014,Andhra Pradesh,Independent,VINJAMALLA CHITTI BABU,,,,,18,#95b3d7,1099999
KAKINADA,1236,2014,Andhra Pradesh,Independent,CHAGANTI SURYANARAYANA MURTY,,,,,19,#95b3d7,1099999
KAKINADA,1161,2014,Andhra Pradesh,Independent,PEPAKAYALA SUBHA RAJENDRA,,,,,20,#95b3d7,1099999
KAKINADA,1122,2014,Andhra Pradesh,Independent,KUNCHE RAMADAS,,,,,21,#95b3d7,1099999
KAKINADA,910,2014,Andhra Pradesh,Independent,MERLA BHAVANI SANKARA PRASAD,,,,,22,#95b3d7,1099999
KAKINADA,496,2014,Andhra Pradesh,Independent,PRABHAKARA RAO MADIKI,,,,,23,#95b3d7,1099999
AMALAPURAM,594547,2014,Andhra Pradesh,Telugu Desam,DR PANDULA RAVINDRA BABU,,,,,1,#4bacc6,1120927
AMALAPURAM,473971,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,PINIPE VISWARUPU,,,,,2,#999,1120927
AMALAPURAM,12182,2014,Andhra Pradesh,Indian National Congress,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,,,,,3,#019733,1120927
AMALAPURAM,9931,2014,Andhra Pradesh,Jai Samaikyandhra Party,G.V.HARSHA KUMAR,,,,,4,#999,1120927
AMALAPURAM,7219,2014,Andhra Pradesh,Bahujan Samaj Party,GEDDAM SAMPADA RAO,,,,,5,#77968E,1120927
AMALAPURAM,6141,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,6,#999,1120927
AMALAPURAM,4560,2014,Andhra Pradesh,Pyramid Party of India,KUNCHE PEDASATYANARAYANA,,,,,7,#999,1120927
AMALAPURAM,3233,2014,Andhra Pradesh,Republican Paksha (Khoripa),KONKI VENKATA RAO,,,,,8,#999,1120927
AMALAPURAM,2867,2014,Andhra Pradesh,Republican Party of India (Khobragade),VIJAYA CHAKRAVARTHY PANTHAGADA,,,,,9,#999,1120927
AMALAPURAM,1684,2014,Andhra Pradesh,Independent,VADDI WINSTON CHURCHILL,,,,,10,#95b3d7,1120927
AMALAPURAM,1171,2014,Andhra Pradesh,Independent,YALANGI RAMESH,,,,,11,#95b3d7,1120927
AMALAPURAM,1110,2014,Andhra Pradesh,Independent,KASI CHANDRAMOULI,,,,,12,#95b3d7,1120927
AMALAPURAM,862,2014,Andhra Pradesh,Independent,UNDRU GANI RAJU,,,,,13,#95b3d7,1120927
AMALAPURAM,824,2014,Andhra Pradesh,Independent,BHASKARA RAO BUNGA,,,,,14,#95b3d7,1120927
AMALAPURAM,625,2014,Andhra Pradesh,Independent,KOMMU SATYAVATHI,,,,,15,#95b3d7,1120927
RAJAHMUNDRY,630573,2014,Andhra Pradesh,Telugu Desam,MURALI MOHAN MAGANTI,,,,,1,#4bacc6,1154381
RAJAHMUNDRY,463139,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,BODDU VENKATARAMANA CHOWDARY,,,,,2,#999,1154381
RAJAHMUNDRY,21243,2014,Andhra Pradesh,Indian National Congress,DURGESH KANDULA,,,,,3,#019733,1154381
RAJAHMUNDRY,11718,2014,Andhra Pradesh,Jai Samaikyandhra Party,MULLAPUDI SATYANARAYANA,,,,,4,#999,1154381
RAJAHMUNDRY,7456,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,5,#999,1154381
RAJAHMUNDRY,6079,2014,Andhra Pradesh,Bahujan Samaj Party,MARRE BABJI,,,,,6,#77968E,1154381
RAJAHMUNDRY,5481,2014,Andhra Pradesh,Gareeb Aadmi Party,KOLLABATHULA RICHMOND CAREY,,,,,7,#999,1154381
RAJAHMUNDRY,1390,2014,Andhra Pradesh,Independent,ILLA GOVINDA RAJAN,,,,,8,#95b3d7,1154381
RAJAHMUNDRY,1356,2014,Andhra Pradesh,Independent,CHEEKATLA VENKATESWARA RAO,,,,,9,#95b3d7,1154381
RAJAHMUNDRY,1329,2014,Andhra Pradesh,Pyramid Party of India,SANGISETTI SRINIVASA RAO,,,,,10,#999,1154381
RAJAHMUNDRY,1282,2014,Andhra Pradesh,Independent,MUTYALA RAMBABU,,,,,11,#95b3d7,1154381
RAJAHMUNDRY,991,2014,Andhra Pradesh,Rashtriya Praja Congress  (Secular),MEDA SRINIVAS,,,,,12,#999,1154381
RAJAHMUNDRY,989,2014,Andhra Pradesh,Independent,PALLA VENKATA NAIDU(PRADEEP),,,,,13,#95b3d7,1154381
RAJAHMUNDRY,765,2014,Andhra Pradesh,Independent,POLU PEDA VENGALA REDDY,,,,,14,#95b3d7,1154381
RAJAHMUNDRY,590,2014,Andhra Pradesh,Independent,ANNAMDEVULA DHARMA RAO,,,,,15,#95b3d7,1154381
NARSAPURAM,540306,2014,Andhra Pradesh,Bharatiya Janata Party,GOKARAJU GANGA RAJU,,,,,1,#FB7B0D,1088951
NARSAPURAM,454955,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,VANKA RAVINDRANATH,,,,,2,#999,1088951
NARSAPURAM,27083,2014,Andhra Pradesh,Indian National Congress,KANUMURU BAPI RAJU,,,,,3,#019733,1088951
NARSAPURAM,23270,2014,Andhra Pradesh,Prem Janata Dal,GITADAS DAS,,,,,4,#999,1088951
NARSAPURAM,8489,2014,Andhra Pradesh,Bahujan Samaj Party,CHINTAPALLI KANAKA RAO,,,,,5,#77968E,1088951
NARSAPURAM,8004,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,6,#999,1088951
NARSAPURAM,6840,2014,Andhra Pradesh,Jai Samaikyandhra Party,SAROJA  POLASAPALLI,,,,,7,#999,1088951
NARSAPURAM,6708,2014,Andhra Pradesh,Republican Paksha (Khoripa),NALLI RAJESH,,,,,8,#999,1088951
NARSAPURAM,4232,2014,Andhra Pradesh,Pyramid Party of India,S.V.P.K.H.G.KRISHNAM RAJU,,,,,9,#999,1088951
NARSAPURAM,2286,2014,Andhra Pradesh,Independent,SHIVAJI GOTTUMUKKALA,,,,,10,#95b3d7,1088951
NARSAPURAM,1605,2014,Andhra Pradesh,Independent,BADAMPUDI SIVA,,,,,11,#95b3d7,1088951
NARSAPURAM,1344,2014,Andhra Pradesh,Independent,ADDANKI (SEKHAR BABU) DORABABU,,,,,12,#95b3d7,1088951
NARSAPURAM,1298,2014,Andhra Pradesh,Independent,VOLETI VENKATA LAKSHMANA RAO,,,,,13,#95b3d7,1088951
NARSAPURAM,1281,2014,Andhra Pradesh,Independent,VANGALAPUDI YASHYAA,,,,,14,#95b3d7,1088951
NARSAPURAM,1250,2014,Andhra Pradesh,Independent,MEDAPATI  VARAHALA REDDY,,,,,15,#95b3d7,1088951
ELURU,623471,2014,Andhra Pradesh,Telugu Desam,MAGANTI VENKATESWARA RAO (BABU),,,,,1,#4bacc6,1201696
ELURU,521545,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,THOTA CHANDRA SEKHAR,,,,,2,#999,1201696
ELURU,11770,2014,Andhra Pradesh,Indian National Congress,MUSUNURI NAGESWARA RAO,,,,,3,#019733,1201696
ELURU,11670,2014,Andhra Pradesh,Bahujan Samaj Party,NETALA RAMESH BABU,,,,,4,#77968E,1201696
ELURU,7544,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,5,#999,1201696
ELURU,4483,2014,Andhra Pradesh,Prem Janata Dal,GOVADA VIJAYA KUMARI,,,,,6,#999,1201696
ELURU,3971,2014,Andhra Pradesh,Independent,U VENKATESWARARAO (U.V),,,,,7,#95b3d7,1201696
ELURU,3423,2014,Andhra Pradesh,Indian Labour Party (Ambedkar Phule),MENDEM SANTOSH KUMAR ( PEDABABULU),,,,,8,#999,1201696
ELURU,2873,2014,Andhra Pradesh,Jai Samaikyandhra Party,K.V.V.SATYANARAYANA,,,,,9,#999,1201696
ELURU,2720,2014,Andhra Pradesh,Independent,C.V.SARADA DEVI,,,,,10,#95b3d7,1201696
ELURU,2318,2014,Andhra Pradesh,Marxist Communist Party of India (United),SAVANAPUDI NAGARAJU,,,,,11,#999,1201696
ELURU,1323,2014,Andhra Pradesh,Pyramid Party of India,U .V. RAMA RAO,,,,,12,#999,1201696
ELURU,1320,2014,Andhra Pradesh,Independent,K.VIJAYA LAKSHMI PANDIT,,,,,13,#95b3d7,1201696
ELURU,1302,2014,Andhra Pradesh,Independent,GANGADHARA RAO NANNAPANENI,,,,,14,#95b3d7,1201696
ELURU,1212,2014,Andhra Pradesh,Mahajana Socialist Party,ASHOK YANTRAPATI,,,,,15,#999,1201696
ELURU,751,2014,Andhra Pradesh,Independent,JULURI BHASKARA VEERA VENKATA ANIL KUMAR GUPTA,,,,,16,#95b3d7,1201696
MACHILIPATNAM,587280,2014,Andhra Pradesh,Telugu Desam,KONAKALLA NARAYANA RAO,,,,,1,#4bacc6,1141065
MACHILIPATNAM,506223,2014,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,KOLUSU PARTHA SARATHY,,,,,2,#999,1141065
MACHILIPATNAM,14111,2014,Andhra Pradesh,Indian National Congress,SISTLA RAMESH,,,,,3,#019733,1141065
MACHILIPATNAM,8171,2014,Andhra Pradesh,None of the Above,None of the Above,,,,,4,#999,1141065
