pc,year,state,party,name,sex,age,category,votes,electors,rank,color,polled_votes
TIRUNELVELI,1962,MADRAS,INC,MUTHIAH,M,,,151822,470895,1,#019733,318371
TIRUPPATTUR,1962,MADRAS,DMK,R. MUTHU GOUNDER,M,,,151938,453447,1,#800000,294524
VANDAVASI,1962,MADRAS,INC,JAYARAMAN,M,,,111053,416676,1,#019733,281913
VELLORE,1962,MADRAS,INC,ABDULL WAHID,M,,,114872,434404,1,#019733,279968
AHMEDNAGAR,1962,MAHARASHTRA,INC,MOTILAL KUNDANMAL FIRODYA,M,,,113159,403913,1,#019733,212280
AKOLA,1962,MAHARASHTRA,INC,MOHAMMAD MOHIBBUL HAQ MOHAMMAD ANWARUL HAQM,M,,,135226,450141,1,#019733,285518
AMRAVATI,1962,MAHARASHTRA,INC,PANJABRAO SHAMRAO DESHMUKH,M,,,177109,475329,1,#019733,335155
AURANGABAD,1962,MAHARASHTRA,INC,BHAURAO DAGDURAO DESHMUKH,M,,,142209,455034,1,#019733,216068
BARAMATI,1962,MAHARASHTRA,INC,GULAB KESHAV JEDHE,M,,,106244,394076,1,#019733,194552
BHANDARA,1962,MAHARASHTRA,INC,RAMCHANDRA MARTAND HARJARNAVIS,M,,,129669,439103,1,#019733,267050
BHIR,1962,MAHARASHTRA,INC,DWARKADASJI MOTILALJI,M,,,95700,435591,1,#019733,170871
BHIWANDI,1962,MAHARASHTRA,INC,SHRIMANT MAHARAJ SAHEB YASHWANTRO MARTANRAO MUKANE,M,,,104579,416369,1,#019733,223284
BOMBAY CITY CENTRAL NORTH,1962,MAHARASHTRA,INC,NARAYAN SADOBA KAJROLKAR,M,,,145696,505136,1,#019733,309422
BOMBAY CITY CENTRAL SOUTH,1962,MAHARASHTRA,INC,VITHAL BALKRISHNA GANDHI,M,,,136469,504610,1,#019733,302721
BOMBAY CITY NORTH,1962,MAHARASHTRA,INC,V. K. KRISHNA MENON,M,,,298427,764016,1,#019733,472940
BOMBAY CITY SOUTH,1962,MAHARASHTRA,INC,SADASHIV KANOJI PATIL,M,,,154570,423466,1,#019733,241028
BULDHANA,1962,MAHARASHTRA,INC,SHIVARAM RANGO RANE,M,,,153490,428466,1,#019733,284636
CHANDA,1962,MAHARASHTRA,IND,LAL SHYAMSHAH LAL BHAGWANSHAH,M,,,128233,424370,1,#95b3d7,254022
DHULE,1962,MAHARASHTRA,INC,CHUDAMAN ANANDA RAVANDALE,M,,,148452,467691,1,#019733,265691
GONDIA,1962,MAHARASHTRA,INC,BALKRISHNA RAMCHANDRA WASNIK,M,,,107524,462370,1,#019733,256392
HATKANANGLE,1962,MAHARASHTRA,INC,KRISHNAJI LAXMAN MORE,M,,,164585,417516,1,#019733,257844
JALGAON,1962,MAHARASHTRA,INC,JULALSING SHANKARRAO PATIL,M,,,156925,428293,1,#019733,243465
JALNA,1962,MAHARASHTRA,INC,RAMRAO NARAYANRAO,M,,,98211,448036,1,#019733,179459
KARAD,1962,MAHARASHTRA,INC,DAJISAHEB RAMRAO CHAVAN,M,,,214553,410517,1,#019733,300097
KHAMGAON,1962,MAHARASHTRA,INC,LAXMAN SHRAWAN BHATKAR,M,,,147168,447158,1,#019733,273415
KHED,1962,MAHARASHTRA,INC,RAGHUNATH KESHAB KHADILKAR,M,,,107457,414923,1,#019733,219886
KOLABA,1962,MAHARASHTRA,INC,BHASKAR NARAYAN DIGHE,M,,,98680,368288,1,#019733,203266
KOLHAPUR,1962,MAHARASHTRA,INC,VISHWANATH TUKARAM PATIL,M,,,144856,391727,1,#019733,233917
KOPARGAON,1962,MAHARASHTRA,INC,ANNASAHEB PANDURANG SHINDE,M,,,122057,394458,1,#019733,228210
LATUR,1962,MAHARASHTRA,INC,TULSIRAM DASHRATH,M,,,134395,455257,1,#019733,235356
MALEGAON,1962,MAHARASHTRA,INC,MADHAORAO LAXMANRAO JADHAO,M,,,161308,462305,1,#019733,292958
MIRAJ,1962,MAHARASHTRA,INC,VIJAYHSINHRAO RAMRAO DAFLE,M,,,213659,457931,1,#019733,302370
NAGPUR,1962,MAHARASHTRA,IND,MADHAO SHRIHARI ANEY,M,,,131740,490679,1,#95b3d7,325076
NANDED,1962,MAHARASHTRA,INC,TULSHIDAS SUBHANRAO JADHAV,M,,,139217,464287,1,#019733,242670
NANDURBAR,1962,MAHARASHTRA,INC,LAXMAN VEDU VALVI,M,,,91176,401769,1,#019733,189112
NASHIK,1962,MAHARASHTRA,INC,GOVIND HARI DESHPANDE,M,,,110242,373284,1,#019733,191175
OSMANABAD,1962,MAHARASHTRA,INC,TULSIRAM ABAJI PATIL,M,,,117060,432197,1,#019733,236209
PANDHARPUR,1962,MAHARASHTRA,INC,TAYAPPA HARI SONAVANE,M,,,121716,446047,1,#019733,228402
PARBHANI,1962,MAHARASHTRA,INC,SHIVAJIRAO SHANKARRAO DESHMUKH,M,,,92793,432162,1,#019733,179171
PUNE,1962,MAHARASHTRA,INC,SHANKARRAO SHANTARAM MORE,M,,,115402,434811,1,#019733,268015
RAJAPUR,1962,MAHARASHTRA,PSP,NATH BAPU PAI,M,,,76918,358888,1,#999,157339
RAMTEK,1962,MAHARASHTRA,INC,MADHAOLRAO BHAGWANTRAO PATIL,M,,,146706,451896,1,#019733,306671
RATNAGIRI,1962,MAHARASHTRA,INC,SHARADA SHUBROTO MUKARJI,F,,,77808,370560,1,#019733,159277
SATARA,1962,MAHARASHTRA,INC,KISAN MAHADEO VEER,M,,,165879,424447,1,#019733,258915
SHOLAPUR,1962,MAHARASHTRA,INC,MADEPPA BEANDAPPA KADADI,M,,,135011,426718,1,#019733,253158
THANA,1962,MAHARASHTRA,INC,SONUBHAU DAGADU BASWANT,M,,,132920,442152,1,#019733,271125
WARDHA,1962,MAHARASHTRA,INC,KAMALNAYAN JAMNALAL BAJAJ,M,,,143289,493191,1,#019733,319477
YEOTMAL,1962,MAHARASHTRA,INC,DEORAO SHIORAM PATIL,M,,,175193,407055,1,#019733,300950
INNER MANIPUR,1962,MANIPUR,INC,SALAM TOMBI SINGH,M,,,46281,212925,1,#019733,145297
OUTER MANIPUR,1962,MANIPUR,SOC,RISHANG,M,,,35621,192285,1,#999,119330
BANGALORE CITY,1962,MYSORE,INC,K. HANUMANTHAIAH,M,,,118028,392753,1,#019733,213706
BANGLORE,1962,MYSORE,INC,H. C. DASAPPA,M,,,132908,424993,1,#019733,276933
BELGAUM,1962,MYSORE,INC,BALAVANTRAO NAGESHARAO DATAR,M,,,139664,421032,1,#019733,261251
BELLARY,1962,MYSORE,INC,T. SUBRAMANYAM,M,,,148765,481935,1,#019733,286213
BIDAR,1962,MYSORE,INC,RAMACHANDER VEERAPPA,M,,,95691,416621,1,#019733,184465
BIJAPUR NORTH,1962,MYSORE,INC,RAJARAM GIRIDHARALAL DUBEY,M,,,105452,393246,1,#019733,190025
BIJAPUR SOUTH,1962,MYSORE,INC,SANGANAGOUDA BASANAGOUDA PATIL,M,,,188849,430246,1,#019733,256669
CHAMARAJANAGAR,1962,MYSORE,INC,S. M. SIDDAIAH,M,,,117810,414982,1,#019733,243067
CHIKBALLAPUR,1962,MYSORE,INC,K. CHANGALARAYA REDDY,M,,,127047,450873,1,#019733,254737
CHIKKODI,1962,MYSORE,INC,VASANTRAO LAKHAGOUNDA PATIL,M,,,166110,396721,1,#019733,245444
CHITRADURGA,1962,MYSORE,INC,S. VEERABASAPPA,M,,,172673,502170,1,#019733,317012
DHARWAD NORTH,1962,MYSORE,INC,SAROJINI BINDURAO MAHISHI,F,,,187654,439047,1,#019733,261957
DHARWAD SOUTH,1962,MYSORE,INC,FAKRUDDIN HUSSEINSAB MOHASIN,M,,,172777,419192,1,#019733,270314
GULBARGA,1962,MYSORE,INC,MAHADEVAPPA YESHWANTAPPA,M,,,92399,413239,1,#019733,176725
HASSAN,1962,MYSORE,INC,H. SIDDANANJAPPA,M,,,104898,433487,1,#019733,227903
KANARA,1962,MYSORE,INC,JOACHIM PIEDAD ALVA,M,,,132958,488300,1,#019733,284569
KOLAR,1962,MYSORE,INC,DODDATHIMMAIAH,M,,,104163,422809,1,#019733,239230
KOPPAL,1962,MYSORE,LSS,SHIVAMURTHY SWAMI SIDDAPPAYYA SWAMY,M,,,125018,459762,1,#999,245755
MANDYA,1962,MYSORE,INC,M. K. SHIVANANJAPPA,M,,,148523,452406,1,#019733,290725
MANGALORE,1962,MYSORE,INC,A. SHANKARA ALVA,M,,,118102,449154,1,#019733,280078
MYSORE,1962,MYSORE,INC,M. SHANKARAIYA,M,,,97949,433122,1,#019733,228565
RAICHUR,1962,MYSORE,INC,JAGANNATH RAO VENKATA RAO CHANDRIKI,M,,,95424,436535,1,#019733,175523
SHIMOGA,1962,MYSORE,INC,S. V. KRISHNAMOORTHY RAO,M,,,119250,474616,1,#019733,256818
TIPTUR,1962,MYSORE,INC,C. R. BASAPPA,M,,,136801,458300,1,#019733,265506
TUMKUR,1962,MYSORE,INC,M. V. KRISHNAPPA,M,,,119617,425051,1,#019733,251924
UDIPI,1962,MYSORE,INC,U. SRINIVASA MALLAYA,M,,,117027,423300,1,#019733,234028
CHANDNI CHOWK,1962,NCT OF DELHI,INC,SHAM NATH,M,,,69508,201891,1,#019733,139058
DELHI SADAR,1962,NCT OF DELHI,INC,SHIV CHARAN GUPTA,M,,,78340,234520,1,#019733,162016
KAROL BAGH,1962,NCT OF DELHI,INC,NAWAL PRABHAKAR,M,,,115813,308688,1,#019733,212828
NEW DELHI,1962,NCT OF DELHI,INC,MEHR CHAND KHANNA,M,,,96264,268661,1,#019733,169912
OUTER DELHI,1962,NCT OF DELHI,INC,BRAHAM PRAKASH,M,,,93249,331600,1,#019733,210335
ANGUL,1962,ORISSA,INC,HAREKRUSHNA MAHTAB,M,,,0,445165,1,#019733,0
BALASORE,1962,ORISSA,INC,GOKULANANDA MAHANTY,M,,,87250,426296,1,#019733,151900
BHADRAK,1962,ORISSA,INC,KANHU CHARAN JENA,M,,,86893,482279,1,#019733,125489
BHANJANAGAR,1962,ORISSA,INC,MOHAN NAYAK,M,,,40735,403922,1,#019733,47346
BHUBANESWAR,1962,ORISSA,INC,RAJA PURNA CHANDRA DEO BHANJ,M,,,83788,454994,1,#019733,130082
BOLANGIR,1962,ORISSA,GP,MAHANAND HRUSHIKESH,M,,,50929,420780,1,#999,87692
CHATRAPUR,1962,ORISSA,INC,SARMA ANANTA TRIPATHY,M,,,47958,413107,1,#019733,79714
CUTTACK,1962,ORISSA,INC,NITYANAND KANUNGO,M,,,88340,484807,1,#019733,156346
DHENKANAL,1962,ORISSA,INC,BAISHNAB CHARAN PATNAIK,M,,,90250,439926,1,#019733,128212
JAJPUR,1962,ORISSA,INC,RAMACHANDRA MALLICK,M,,,80748,476679,1,#019733,129923
KALAHANDI,1962,ORISSA,GP,PRATAP KESSARI DEO,M,,,65974,373402,1,#999,91115
KENDRAPARA,1962,ORISSA,PSP,SURENDRANATH DWIVEDY,M,,,99391,489055,1,#999,198716
KEONJHAR,1962,ORISSA,INC,LAXMI NARAYAN BHANJA DEO,M,,,36336,370850,1,#019733,62390
KORAPUT,1962,ORISSA,INC,ULAKA RAMACHANDRA,M,,,39850,461502,1,#019733,53451
MAYURBHANJ,1962,ORISSA,INC,MAHESWAR NAIK,M,,,33824,438667,1,#019733,73702
NOWRANGPUR,1962,ORISSA,INC,RACHAKONDA JAGANATH RAO,M,,,32231,420286,1,#019733,59523
PHULBANI,1962,ORISSA,GP,RAJENDRA KOHOR,M,,,27720,399384,1,#999,52165
PURI,1962,ORISSA,INC,BIBUDHENDRA MISRA,M,,,83848,475128,1,#019733,138131
SAMBALPUR,1962,ORISSA,SOC,KISAN PATTANAYAK,M,,,37009,433181,1,#999,87684
SUNDARGARH,1962,ORISSA,GP,YAGNYANARAYAN SINGHA,M,,,50859,476109,1,#999,115384
AMBALA,1962,PUNJAB,INC,CHUNI LAL,M,,,121943,439952,1,#019733,261351
AMRITSAR,1962,PUNJAB,INC,GURMUKH SINGH,M,,,125033,457869,1,#019733,314526
BHATINDA,1962,PUNJAB,AD,DHANNA SINGH,M,,,164155,483721,1,#999,311044
FEROZEPUR,1962,PUNJAB,INC,IQBAL SINGH,M,,,115913,521386,1,#019733,320407
GURDASPUR,1962,PUNJAB,INC,DEWAN CHAND,M,,,138907,454322,1,#019733,289049
GURGAON,1962,PUNJAB,INC,GAJRAJ SINGH,M,,,112342,500008,1,#019733,302403
HISSAR,1962,PUNJAB,SOC,MANI RAM,M,,,152369,567814,1,#999,343551
HOSHIARPUR,1962,PUNJAB,INC,AMAR NATH VIDYA ALANKAR,M,,,128953,484314,1,#019733,308584
JALANDHAR,1962,PUNJAB,INC,SWARAN SINGH,M,,,150474,458320,1,#019733,291994
JHAJJAR,1962,PUNJAB,HLS,JAGDEV SINGH,M,,,118667,505869,1,#999,347926
KAITHAL,1962,PUNJAB,INC,DEV DUTT,M,,,150127,518275,1,#019733,345929
KANGRA,1962,PUNJAB,INC,HEM RAJ,M,,,73342,431812,1,#019733,180044
KARNAL,1962,PUNJAB,JS,RAMESHWARANAND,M,,,134458,477020,1,#999,316066
LUDHIANA,1962,PUNJAB,AD,KAPUR SINGH,M,,,110386,480460,1,#999,318711
MAHENDRAGARH,1962,PUNJAB,JS,YUDHVIR SINGH,M,,,105027,527828,1,#999,310104
MOGA,1962,PUNJAB,AD,BUTA SINGH,M,,,171081,459407,1,#999,311705
PATIALA,1962,PUNJAB,INC,HUKUM SINGH,M,,,156452,524087,1,#019733,335421
PHILLAUR,1962,PUNJAB,INC,SADHU RAM,M,,,150468,487433,1,#019733,312049
ROHTAK,1962,PUNJAB,JS,LEHRI SINGH,M,,,155618,477391,1,#999,337583
SANGRUR,1962,PUNJAB,INC,RANJIT SINGH,M,,,133018,504307,1,#019733,337675
TARN TARAN,1962,PUNJAB,INC,SURJIT SINGH MAJITHIA,M,,,160039,472472,1,#019733,318088
UNA,1962,PUNJAB,INC,DALJIT SINGH,M,,,143239,511585,1,#019733,271427
AJMER,1962,RAJASTHAN,INC,MUKATBEHARI LAL,M,,,92598,432778,1,#019733,232697
ALWAR,1962,RAJASTHAN,IND,KASHI RAM,M,,,124427,451563,1,#95b3d7,268831
BANSWARA,1962,RAJASTHAN,INC,RATAN LAL,M,,,104053,444026,1,#019733,251933
BARMER,1962,RAJASTHAN,RRP,TAN SINGH,M,,,100395,517490,1,#999,193451
BHARATPUR,1962,RAJASTHAN,INC,RAJ BAHADUR,M,,,90686,467434,1,#019733,277947
BHILWARA,1962,RAJASTHAN,INC,KALU LAL SHRIMALI,M,,,82388,456499,1,#019733,165069
BIKANER,1962,RAJASTHAN,IND,KARNI SINGH,M,,,176590,468948,1,#95b3d7,251586
CHITTORGARH,1962,RAJASTHAN,INC,MANIKYALAL,M,,,84563,423187,1,#019733,173458
DAUSA,1962,RAJASTHAN,SWA,PRITHVI RAJ,M,,,152902,418962,1,#999,242504
GANGANAGAR,1962,RAJASTHAN,INC,PANNA LAL,M,,,134133,574159,1,#019733,337914
HINDAUN,1962,RAJASTHAN,INC,TIKA RAM,M,,,117116,488123,1,#019733,260082
JAIPUR,1962,RAJASTHAN,SWA,GAYATRI DEVI W/O SAWAI MANSINGH,F,,,192909,462468,1,#999,250272
JALORE,1962,RAJASTHAN,INC,HARISH CHANDRA,M,,,75773,444100,1,#019733,163957
JHALAWAR,1962,RAJASTHAN,INC,BRIJ RAJ SINGH,M,,,130887,420382,1,#019733,192293
JHUN JHUNU,1962,RAJASTHAN,INC,RADHEYSHYAM RAMKUMAR MORARKA,M,,,81051,457451,1,#019733,268313
JODHPUR,1962,RAJASTHAN,IND,LAXMI MAL SINGHAVI,M,,,113445,516529,1,#95b3d7,273367
KOTA,1962,RAJASTHAN,JS,UNKAR LAL,M,,,96421,469930,1,#999,204153
NAGAUR,1962,RAJASTHAN,INC,SURENDRA KUMAR DEY,M,,,130166,530673,1,#019733,274683
PALI,1962,RAJASTHAN,INC,JASWANT RAJ MEHTA,M,,,99720,483809,1,#019733,219467
SAWAI MADHOPUR,1962,RAJASTHAN,SWA,KESAR LAL,M,,,149543,507959,1,#999,262177
SIKAR,1962,RAJASTHAN,INC,RAMESHWARLAL TANTIA,M,,,88826,465424,1,#019733,254228
UDAIPUR,1962,RAJASTHAN,INC,DHULESHWAR,M,,,79831,425702,1,#019733,174570
TRIPURA EAST,1962,TRIPURA,CPI,DASARATHA DEB,M,,,77539,239516,1,#DE0000,153917
TRIPURA WEST,1962,TRIPURA,CPI,BIRENDRA CHANDRA DUTTA,M,,,86084,241093,1,#DE0000,165168
AGRA,1962,UTTAR PRADESH,INC,SETH ACHAL SINGH,M,,,128849,433164,1,#019733,266870
AKBARPUR,1962,UTTAR PRADESH,INC,PANNA LAL,M,,,80727,430435,1,#019733,205503
ALIGARH,1962,UTTAR PRADESH,REP,B. P. MAURYA,M,,,73571,466414,1,#999,242152
ALLAHABAD,1962,UTTAR PRADESH,INC,LAL BAHADUR SHASTRI,M,,,137324,446090,1,#019733,236488
ALMORA,1962,UTTAR PRADESH,INC,JANG BAHADUR SINGH,M,,,51507,401359,1,#019733,105501
AMROHA,1962,UTTAR PRADESH,INC,HIFZUL RAHMAN,M,,,64022,423038,1,#019733,218385
AZAMGARH,1962,UTTAR PRADESH,INC,RAM HARKH,M,,,74576,437772,1,#019733,211873
BAHRAICH,1962,UTTAR PRADESH,SWA,KUNWAR RAM SINGH,M,,,75544,443936,1,#999,168762
BALLIA,1962,UTTAR PRADESH,INC,MURLI MANOHAR,M,,,106245,425638,1,#019733,211929
BALRAMPUR,1962,UTTAR PRADESH,INC,SUBHADRA JOSHI,F,,,102260,466671,1,#019733,236023
BANDA,1962,UTTAR PRADESH,INC,SAVITRI NIGAM,F,,,45919,420121,1,#019733,125405
BANSGAON,1962,UTTAR PRADESH,INC,MAHADEO PRASAD,M,,,72894,449091,1,#019733,172202
BANSI,1962,UTTAR PRADESH,INC,SHEO NARAIN,M,,,97816,398156,1,#019733,187404
BARA BANKI,1962,UTTAR PRADESH,SOC,RAM SEWAK YADAV,M,,,76545,432123,1,#999,223476
BAREILLY,1962,UTTAR PRADESH,JS,BRIJRAJ SINGH,M,,,60771,386337,1,#999,185844
BASTI,1962,UTTAR PRADESH,INC,KESHAVA DEVA MALAVIYA,M,,,90735,414207,1,#019733,203533
BIJNOR,1962,UTTAR PRADESH,IND,PRAKASH VIR SHASTRI,M,,,125777,400418,1,#95b3d7,254070
BILHAUR,1962,UTTAR PRADESH,INC,BRIJ BEHARI MEHROTRA,M,,,63841,447601,1,#019733,221174
BISAULI,1962,UTTAR PRADESH,INC,ANSAR HARVANI,M,,,60946,395128,1,#019733,188008
BUDAUN,1962,UTTAR PRADESH,JS,OMKAR SINGH,M,,,68563,404385,1,#999,212595
BULANDSAHAR,1962,UTTAR PRADESH,INC,SURENDRA PAL SINGH,M,,,79925,429674,1,#019733,248782
CHAIL,1962,UTTAR PRADESH,INC,MASURIYA DIN,M,,,67251,415664,1,#019733,158572
CHANDAULI,1962,UTTAR PRADESH,INC,BAL KRISHNA,M,,,85117,422338,1,#019733,230074
DEHRA DUN,1962,UTTAR PRADESH,INC,MAHAVIR TYAGI,M,,,121618,404429,1,#019733,238996
DEORIA,1962,UTTAR PRADESH,INC,VAISHWANATH,M,,,80195,415334,1,#019733,199796
DOMARIAGANJ,1962,UTTAR PRADESH,INC,KRIPA SHANKER,M,,,76941,416674,1,#019733,206852
ETAH,1962,UTTAR PRADESH,HMS,BISHAN CHANDRA SETH,M,,,56392,419948,1,#999,224638
ETAWAH,1962,UTTAR PRADESH,INC,GOPI NATH DIKSHIT,M,,,66017,425674,1,#019733,238812
FAIZABAD,1962,UTTAR PRADESH,INC,BRIJ BASI LAL,M,,,75939,399568,1,#019733,189201
FARRUKHABAD,1962,UTTAR PRADESH,INC,MUL CHAND,M,,,79621,475245,1,#019733,241545
FATEHPUR,1962,UTTAR PRADESH,IND,GAURI SHANKAR ALIAS GAURI BABU,M,,,91251,435714,1,#95b3d7,172449
FIROZABAD,1962,UTTAR PRADESH,INC,SHAMBHU NATH CHATURVEDI,M,,,64145,450593,1,#019733,215977
GARHWAL,1962,UTTAR PRADESH,INC,BHAKTA DARSHAN,M,,,67959,391864,1,#019733,141408
GHATAMPUR,1962,UTTAR PRADESH,INC,TULA RAM,M,,,87158,442776,1,#019733,211415
GHAZIPUR,1962,UTTAR PRADESH,INC,VISWANATH SINGH GAHMARI,M,,,77046,399020,1,#019733,209831
GHOSI,1962,UTTAR PRADESH,CPI,JAI BAHADUR,M,,,71453,433042,1,#DE0000,236035
GONDA,1962,UTTAR PRADESH,INC,RAM RATAN GUPTA,M,,,80937,437337,1,#019733,196479
GORAKHPUR,1962,UTTAR PRADESH,INC,SINHASAN SINGH,M,,,68258,413275,1,#019733,201558
HAMIRPUR,1962,UTTAR PRADESH,INC,MANNOO LAL DWIVEDI,M,,,99375,408471,1,#019733,207644
HAPUR,1962,UTTAR PRADESH,INC,KAMLA CHAUDHRY,F,,,81999,435947,1,#019733,234925
HARDOI,1962,UTTAR PRADESH,INC,KINDAR LAL,M,,,71883,451711,1,#019733,186391
HATA,1962,UTTAR PRADESH,INC,KASHI NATH PANDEY,M,,,109999,430300,1,#019733,216507
HATHRAS,1962,UTTAR PRADESH,REP,JOTI SARUP,M,,,86163,447606,1,#999,241914
JALAUN,1962,UTTAR PRADESH,INC,RAM SEWAK,M,,,100530,424771,1,#019733,235882
JALESAR,1962,UTTAR PRADESH,SWA,KRISHNAPAL SINGH RAO,M,,,86318,426279,1,#999,237547
JAUNPUR,1962,UTTAR PRADESH,JS,BRAHMJEET,M,,,104687,413218,1,#999,239263
JHANSI,1962,UTTAR PRADESH,INC,SHUSHILA NAYAR,F,,,89445,422940,1,#019733,196979
KAIMGANJ,1962,UTTAR PRADESH,INC,PREM KISHAN KHANNA,M,,,70014,427579,1,#019733,234144
KAIRANA,1962,UTTAR PRADESH,IND,YASHPAL SINGH,M,,,134575,443410,1,#95b3d7,278143
KAISERGANJ,1962,UTTAR PRADESH,SWA,BASANT KUNWARI,F,,,109907,401792,1,#999,178681
KANPUR,1962,UTTAR PRADESH,IND,S. M. BANERJEE,M,,,139039,484933,1,#95b3d7,261317
KHERI,1962,UTTAR PRADESH,INC,BALGOVIND,M,,,83689,432335,1,#019733,180276
KHURJA,1962,UTTAR PRADESH,INC,KANHAIYA LAL BALMIKI,M,,,101042,432774,1,#019733,225760
LALGANJ,1962,UTTAR PRADESH,PSP,VISHRAM PRASAD,M,,,75683,437040,1,#999,201897
LUCKNOW,1962,UTTAR PRADESH,INC,B. K. DHAON,M,,,116637,407726,1,#019733,231184
MACHHLISHAHR,1962,UTTAR PRADESH,INC,GANPAT RAM,M,,,101558,429365,1,#019733,235232
MAHARAJGANJ,1962,UTTAR PRADESH,INC,MAHADEO PRASAD,M,,,95469,400205,1,#019733,181144
MAINPURI,1962,UTTAR PRADESH,INC,BADSHAH GUPTA,M,,,52328,424099,1,#019733,238578
MARODABAD,1962,UTTAR PRADESH,REP,MUZAFFAR,M,,,69171,410817,1,#999,236555
MATHURA,1962,UTTAR PRADESH,INC,CHAUDHARI DIGAMBER SINGH,M,,,78062,458887,1,#019733,237491
MEERUT,1962,UTTAR PRADESH,INC,SHAH NAWAZ KHAN,M,,,133172,416209,1,#019733,251724
MIRZAPUR,1962,UTTAR PRADESH,INC,SHYAMDHAR MISRA,M,,,88408,410119,1,#019733,230133
MISRIKH,1962,UTTAR PRADESH,JS,GOKARAN,M,,,89433,460807,1,#999,207178
MOHANLALGANJ,1962,UTTAR PRADESH,INC,GANGA DEVI,F,,,78752,413539,1,#019733,183481
MUSAFIRKHANA,1962,UTTAR PRADESH,INC,KUNWAR RANANJAI SINGH,M,,,77869,395994,1,#019733,161209
MUZAFFARNAGAR,1962,UTTAR PRADESH,INC,SUMAT PRASAD,M,,,74725,403385,1,#019733,218787
NAINITAL,1962,UTTAR PRADESH,INC,KRISHNA CHANDRA PANT ALIAS RAJA,M,,,113083,445295,1,#019733,231134
PHULPUR,1962,UTTAR PRADESH,INC,JAWAHAR LAL NEHRU,M,,,118931,409292,1,#019733,192994
PILIBHIT,1962,UTTAR PRADESH,PSP,MOHAN SWAROOP,M,,,59624,421503,1,#999,201312
PRATAPGARH,1962,UTTAR PRADESH,JS,AJIT PRATAP SINGH,M,,,96483,394871,1,#999,201132
RAE BARELI,1962,UTTAR PRADESH,INC,BAIJNATH KUREEL,M,,,77435,422089,1,#019733,200243
RAMPUR,1962,UTTAR PRADESH,INC,AHMAD MAHDI,M,,,92636,421922,1,#019733,197495
RAMSANEHIGHAT,1962,UTTAR PRADESH,INC,SWAMI RAMA NAND,M,,,72633,419365,1,#019733,199301
RASRA,1962,UTTAR PRADESH,CPI,SARJOO PANDEY,M,,,88253,440724,1,#DE0000,227568
ROBERTSGANJ,1962,UTTAR PRADESH,INC,RAM SARUP,M,,,83280,412895,1,#019733,174940
SAHARANPUR,1962,UTTAR PRADESH,INC,SUNDER LAL,M,,,104709,425001,1,#019733,233953
SALEMPUR,1962,UTTAR PRADESH,INC,VISHWANATH PANDEY,M,,,66351,455603,1,#019733,200008
SALON,1962,UTTAR PRADESH,INC,RAJA DINESH SINGH,M,,,92336,411063,1,#019733,188980
SARDHANA,1962,UTTAR PRADESH,INC,KRISHAN CHANDRA SHARMA,M,,,85500,440370,1,#019733,248030
SHAHABAD,1962,UTTAR PRADESH,JS,YUVRAJ DUTT SINGH,M,,,91972,453591,1,#999,210892
SHAHJAHANPUR,1962,UTTAR PRADESH,IND,LAKHAN DAS,M,,,66433,417272,1,#95b3d7,166446
SITAPUR,1962,UTTAR PRADESH,JS,SURAJ LAL,M,,,76242,471972,1,#999,212444
SULTANPUR,1962,UTTAR PRADESH,INC,KUNWAR KRISHNA,M,,,87918,396316,1,#019733,163689
TEHRI GARHWAL,1962,UTTAR PRADESH,INC,MANABENDRA SHAH,M,,,0,415051,1,#019733,0
UNNAO,1962,UTTAR PRADESH,INC,KRISHNA DEO ALIAS MUNNOO,M,,,73340,454579,1,#019733,188195
VARANASI,1962,UTTAR PRADESH,INC,RAGHUNATH SINGH,M,,,104682,429474,1,#019733,261717
ASANSOL,1962,WEST BENGAL,INC,ATULYA GHOSH,M,,,70835,454700,1,#019733,182389
AUSGRAM,1962,WEST BENGAL,INC,MONO MOHAN DAS,M,,,114829,498990,1,#019733,224404
BALURGHAT,1962,WEST BENGAL,CPI,SARKAR MURMU,M,,,137290,476197,1,#DE0000,264760
BANKURA,1962,WEST BENGAL,INC,RAMGATI BANDOPADHYAY,M,,,74674,453776,1,#019733,146060
BARASAT,1962,WEST BENGAL,INC,ARUN CHANDRA GUHA,M,,,188398,647008,1,#019733,375544
BARRACKPORE,1962,WEST BENGAL,CPI,RENU CHAKRABORTY,M,,,228318,587830,1,#DE0000,396642
BASIRHAT,1962,WEST BENGAL,INC,HUMAYUN KABIR,M,,,167476,519902,1,#019733,311635
BERHAMPORE,1962,WEST BENGAL,RSP,TRIDIB KUMAR CHAUDHURI,M,,,159119,533222,1,#999,290749
BIRBHUM,1962,WEST BENGAL,INC,SISIR KUMAR SAHA,M,,,74573,472551,1,#019733,172811
BURDWAN,1962,WEST BENGAL,INC,GURUGOBINDA BASU,M,,,155485,534273,1,#019733,278500
CALCUTTA CENTRAL,1962,WEST BENGAL,CPI,HIRENDRA NATH MUKHERJEE,M,,,154772,403254,1,#DE0000,265854
CALCUTTA EAST,1962,WEST BENGAL,CPI,RANENDRA NATH SEN,M,,,179669,471011,1,#DE0000,315871
CALCUTTA NORTH WEST,1962,WEST BENGAL,INC,ASOKE KUMAR SEN,M,,,143725,415122,1,#019733,263539
