#,AC_NAME,AC_NO,Deposit Threshold,EVM Votes,Migrant Votes,Migrant Votes ,NAME,O.S.N.,party_code,Polled_Votes,Postal Votes,Rank,ST_CD,ST_NAME,State-code,VOTES,Vote %,YEAR,color_code,PARTY,polled_votes,vote_percent
102,Nizamabad,4,0,296,0,0,BADDAM ASHOK,115,Independent,1062768,0,102,S29,Telangana,S29,296,0.027851798,2019,#CEB58C,IND,1062768,0.03
31,Nizamabad,4,0,891,0,0,BADDAM INDRASENA REDDY,116,Independent,1062768,0,31,S29,Telangana,S29,891,0.083837677,2019,#CEB58C,IND,1062768,0.08
156,Nizamabad,4,0,153,0,0,BADDAM GANGADHAR,117,Independent,1062768,0,156,S29,Telangana,S29,153,0.014396369,2019,#CEB58C,IND,1062768,0.01
139,Nizamabad,4,0,189,0,0,BADDAM DEVENDAR,118,Independent,1062768,0,139,S29,Telangana,S29,189,0.01778375,2019,#CEB58C,IND,1062768,0.02
145,Nizamabad,4,0,180,0,0,BADDAM SRINIVASA REDDY,119,Independent,1062768,0,145,S29,Telangana,S29,180,0.016936904,2019,#CEB58C,IND,1062768,0.02
108,Nizamabad,4,0,280,0,0,BADDAM SURESH,120,Independent,1062768,0,108,S29,Telangana,S29,280,0.026346296,2019,#CEB58C,IND,1062768,0.03
178,Nizamabad,4,0,114,0,0,BALIJE LAXMI RAJAM,121,Independent,1062768,0,178,S29,Telangana,S29,114,0.010726706,2019,#CEB58C,IND,1062768,0.01
152,Nizamabad,4,0,165,0,0,BAI SAYANNA,122,Independent,1062768,0,152,S29,Telangana,S29,165,0.015525496,2019,#CEB58C,IND,1062768,0.02
166,Nizamabad,4,0,135,0,0,BARLA SANTHOSH,123,Independent,1062768,0,166,S29,Telangana,S29,135,0.012702678,2019,#CEB58C,IND,1062768,0.01
185,Nizamabad,4,0,106,0,0,B. BALA RAJU,124,Independent,1062768,0,185,S29,Telangana,S29,106,0.009973955,2019,#CEB58C,IND,1062768,0.01
174,Nizamabad,4,0,123,0,0,BEJJENKI LINGA REDDY,125,Independent,1062768,0,174,S29,Telangana,S29,123,0.011573551,2019,#CEB58C,IND,1062768,0.01
165,Nizamabad,4,0,138,0,0,BODUGAM NARENDAR,126,Independent,1062768,0,165,S29,Telangana,S29,138,0.01298496,2019,#CEB58C,IND,1062768,0.01
109,Nizamabad,4,0,279,0,0,G. BORRANNA,127,Independent,1062768,0,109,S29,Telangana,S29,279,0.026252202,2019,#CEB58C,IND,1062768,0.03
72,Nizamabad,4,0,441,0,0,BYAGARI SHANTHAIAH,128,Independent,1062768,0,72,S29,Telangana,S29,441,0.041495416,2019,#CEB58C,IND,1062768,0.04
42,Nizamabad,4,0,778,0,0,MAGGIDI KATIPELLY RAJESH,129,Independent,1062768,0,42,S29,Telangana,S29,778,0.073205065,2019,#CEB58C,IND,1062768,0.07
99,Nizamabad,4,0,314,0,0,MAGGIDI NARSAIAH,130,Independent,1062768,0,99,S29,Telangana,S29,314,0.029545489,2019,#CEB58C,IND,1062768,0.03
160,Nizamabad,4,0,149,0,0,MADHU BUTTI,131,Independent,1062768,0,160,S29,Telangana,S29,149,0.014019993,2019,#CEB58C,IND,1062768,0.01
161,Nizamabad,4,0,146,0,0,M. MALLA REDDY,132,Independent,1062768,0,161,S29,Telangana,S29,146,0.013737711,2019,#CEB58C,IND,1062768,0.01
151,Nizamabad,4,0,166,0,0,N. MALLAREDDY,133,Independent,1062768,0,151,S29,Telangana,S29,166,0.01561959,2019,#CEB58C,IND,1062768,0.02
63,Nizamabad,4,0,497,0,0,A. MAHIPAL REDDY,134,Independent,1062768,0,63,S29,Telangana,S29,497,0.046764675,2019,#CEB58C,IND,1062768,0.05
180,Nizamabad,4,0,110,0,0,MAHENDHAR MUSKU,135,Independent,1062768,0,180,S29,Telangana,S29,110,0.01035033,2019,#CEB58C,IND,1062768,0.01
160,Nizamabad,4,0,149,0,0,MAMIDI CHINNA REDDY,136,Independent,1062768,0,160,S29,Telangana,S29,149,0.014019993,2019,#CEB58C,IND,1062768,0.01
45,Nizamabad,4,0,725,0,0,MAMIDI THIRUPATHI REDDY,137,Independent,1062768,0,45,S29,Telangana,S29,725,0.068218087,2019,#CEB58C,IND,1062768,0.07
140,Nizamabad,4,0,186,0,0,MAMIDI RAJASHEKAR REDDY,138,Independent,1062768,0,140,S29,Telangana,S29,186,0.017501468,2019,#CEB58C,IND,1062768,0.02
134,Nizamabad,4,0,201,0,0,MARU JANARDHAN,139,Independent,1062768,0,134,S29,Telangana,S29,201,0.018912877,2019,#CEB58C,IND,1062768,0.02
170,Nizamabad,4,0,126,0,0,MITTAPELLI MALLAIAH,140,Independent,1062768,0,170,S29,Telangana,S29,126,0.011855833,2019,#CEB58C,IND,1062768,0.01
182,Nizamabad,4,0,109,0,0,D. MUTHA REDDY,141,Independent,1062768,0,182,S29,Telangana,S29,109,0.010256237,2019,#CEB58C,IND,1062768,0.01
154,Nizamabad,4,0,159,0,0,MUTHENNA LAKKARA,142,Independent,1062768,0,154,S29,Telangana,S29,159,0.014960932,2019,#CEB58C,IND,1062768,0.01
120,Nizamabad,4,0,242,0,0,MUSKU RAJESHWAR,143,Independent,1062768,0,120,S29,Telangana,S29,242,0.022770727,2019,#CEB58C,IND,1062768,0.02
59,Nizamabad,4,0,553,0,0,MEKKONDA RAMREDDY,144,Independent,1062768,0,59,S29,Telangana,S29,553,0.052033934,2019,#CEB58C,IND,1062768,0.05
34,Nizamabad,4,0,851,0,0,MOHD. JAMEEL,145,Independent,1062768,1,34,S29,Telangana,S29,852,0.080168014,2019,#CEB58C,IND,1062768,0.08
49,Nizamabad,4,0,703,0,0,MEDIPELLY SHEKAR REDDY,146,Independent,1062768,0,49,S29,Telangana,S29,703,0.066148021,2019,#CEB58C,IND,1062768,0.07
76,Nizamabad,4,0,426,0,0,Y. RAJITHA,147,Independent,1062768,0,76,S29,Telangana,S29,426,0.040084007,2019,#CEB58C,IND,1062768,0.04
47,Nizamabad,4,0,718,0,0,G. RAMESH,148,Independent,1062768,0,47,S29,Telangana,S29,718,0.06755943,2019,#CEB58C,IND,1062768,0.07
138,Nizamabad,4,0,192,0,0,S. RAMESH REDDY,149,Independent,1062768,0,138,S29,Telangana,S29,192,0.018066031,2019,#CEB58C,IND,1062768,0.02
174,Nizamabad,4,0,123,0,0,RAVI SHANKER KUNTA,150,Independent,1062768,0,174,S29,Telangana,S29,123,0.011573551,2019,#CEB58C,IND,1062768,0.01
184,Nizamabad,4,0,107,0,0,RAJANNA,151,Independent,1062768,0,184,S29,Telangana,S29,107,0.010068049,2019,#CEB58C,IND,1062768,0.01
140,Nizamabad,4,0,186,0,0,RAJA VENKAT REDDY PASHAPU,152,Independent,1062768,0,140,S29,Telangana,S29,186,0.017501468,2019,#CEB58C,IND,1062768,0.02
111,Nizamabad,4,0,265,0,0,S. RAJASHEKAR,153,Independent,1062768,0,111,S29,Telangana,S29,265,0.024934887,2019,#CEB58C,IND,1062768,0.02
175,Nizamabad,4,0,118,0,0,RAJU SOMIREDDY,154,Independent,1062768,0,175,S29,Telangana,S29,118,0.011103082,2019,#CEB58C,IND,1062768,0.01
182,Nizamabad,4,0,109,0,0,P. RAJENDHAR,155,Independent,1062768,0,182,S29,Telangana,S29,109,0.010256237,2019,#CEB58C,IND,1062768,0.01
68,Nizamabad,4,0,468,0,0,RAPELLY SRINIVAS,156,Independent,1062768,0,68,S29,Telangana,S29,468,0.044035951,2019,#CEB58C,IND,1062768,0.04
153,Nizamabad,4,0,161,0,0,K. RAM RAJ,157,Independent,1062768,0,153,S29,Telangana,S29,161,0.01514912,2019,#CEB58C,IND,1062768,0.02
118,Nizamabad,4,0,246,0,0,RAYIDI MAHESH,158,Independent,1062768,0,118,S29,Telangana,S29,246,0.023147103,2019,#CEB58C,IND,1062768,0.02
67,Nizamabad,4,0,479,0,0,RIKKALA RAJAREDDY,159,Independent,1062768,0,67,S29,Telangana,S29,479,0.045070984,2019,#CEB58C,IND,1062768,0.05
55,Nizamabad,4,0,627,0,0,LAXMAN GANNA,160,Independent,1062768,0,55,S29,Telangana,S29,627,0.058996884,2019,#CEB58C,IND,1062768,0.06
50,Nizamabad,4,0,698,0,0,LINGAPURAM BHUMESHWAR,161,Independent,1062768,0,50,S29,Telangana,S29,698,0.065677551,2019,#CEB58C,IND,1062768,0.07
86,Nizamabad,4,0,361,0,0,P. LIMBAREDDY,162,Independent,1062768,0,86,S29,Telangana,S29,361,0.033967903,2019,#CEB58C,IND,1062768,0.03
22,Nizamabad,4,0,1246,0,0,LOKA SUBHASH,163,Independent,1062768,0,22,S29,Telangana,S29,1246,0.117241016,2019,#CEB58C,IND,1062768,0.12
132,Nizamabad,4,0,204,0,0,G. VIJAY,164,Independent,1062768,0,132,S29,Telangana,S29,204,0.019195158,2019,#CEB58C,IND,1062768,0.02
136,Nizamabad,4,0,199,0,0,VENKAT REDDY JAIDI,165,Independent,1062768,0,136,S29,Telangana,S29,199,0.018724689,2019,#CEB58C,IND,1062768,0.02
179,Nizamabad,4,0,112,0,0,VELMA MALLA REDDY,166,Independent,1062768,0,179,S29,Telangana,S29,112,0.010538518,2019,#CEB58C,IND,1062768,0.01
183,Nizamabad,4,0,108,0,0,M. SHEKAR,167,Independent,1062768,0,183,S29,Telangana,S29,108,0.010162143,2019,#CEB58C,IND,1062768,0.01
162,Nizamabad,4,0,142,0,0,B. SRINIVAS,168,Independent,1062768,0,162,S29,Telangana,S29,142,0.013361336,2019,#CEB58C,IND,1062768,0.01
168,Nizamabad,4,0,129,0,0,SANJEEVA REDDY GADDAM,169,Independent,1062768,0,168,S29,Telangana,S29,129,0.012138115,2019,#CEB58C,IND,1062768,0.01
82,Nizamabad,4,0,387,0,0,SANTHA LINGAREDDY,170,Independent,1062768,0,82,S29,Telangana,S29,387,0.036414344,2019,#CEB58C,IND,1062768,0.04
146,Nizamabad,4,0,176,0,0,SANTOSH,171,Independent,1062768,0,146,S29,Telangana,S29,176,0.016560529,2019,#CEB58C,IND,1062768,0.02
144,Nizamabad,4,0,183,0,0,SANDI REDDY GOPAL REDDY,172,Independent,1062768,0,144,S29,Telangana,S29,183,0.017219186,2019,#CEB58C,IND,1062768,0.02
164,Nizamabad,4,0,140,0,0,SAMA THIRUPATHI,173,Independent,1062768,0,164,S29,Telangana,S29,140,0.013173148,2019,#CEB58C,IND,1062768,0.01
162,Nizamabad,4,0,142,0,0,SAMA BHASKER REDDY,174,Independent,1062768,0,162,S29,Telangana,S29,142,0.013361336,2019,#CEB58C,IND,1062768,0.01
85,Nizamabad,4,0,365,0,0,SAMA SWAMI REDDY,175,Independent,1062768,0,85,S29,Telangana,S29,365,0.034344278,2019,#CEB58C,IND,1062768,0.03
46,Nizamabad,4,0,720,0,0,E. SAI REDDY,176,Independent,1062768,0,46,S29,Telangana,S29,720,0.067747618,2019,#CEB58C,IND,1062768,0.07
21,Nizamabad,4,0,1257,0,0,SUNKARI RAJKUMAR,177,Independent,1062768,0,21,S29,Telangana,S29,1257,0.118276049,2019,#CEB58C,IND,1062768,0.12
38,Nizamabad,4,0,836,0,0,SUNKETA RAVI,178,Independent,1062768,0,38,S29,Telangana,S29,836,0.078662511,2019,#CEB58C,IND,1062768,0.08
103,Nizamabad,4,0,293,0,0,G. SUJITH,179,Independent,1062768,0,103,S29,Telangana,S29,293,0.027569517,2019,#CEB58C,IND,1062768,0.03
178,Nizamabad,4,0,114,0,0,SUMAN,180,Independent,1062768,0,178,S29,Telangana,S29,114,0.010726706,2019,#CEB58C,IND,1062768,0.01
137,Nizamabad,4,0,196,0,0,SUMAN MAGGIDI,181,Independent,1062768,0,137,S29,Telangana,S29,196,0.018442407,2019,#CEB58C,IND,1062768,0.02
186,Nizamabad,4,0,84,0,0,SURAKANTA RAJA REDDY,182,Independent,1062768,0,186,S29,Telangana,S29,84,0.007903889,2019,#CEB58C,IND,1062768,0.01
170,Nizamabad,4,0,126,0,0,SURESH BASA,183,Independent,1062768,0,170,S29,Telangana,S29,126,0.011855833,2019,#CEB58C,IND,1062768,0.01
131,Nizamabad,4,0,206,0,0,SOMA SRINIVAS,184,Independent,1062768,0,131,S29,Telangana,S29,206,0.019383346,2019,#CEB58C,IND,1062768,0.02
98,Nizamabad,4,0,315,0,0,SOMIDI LIMBAIAH,185,Independent,1062768,0,98,S29,Telangana,S29,315,0.029639583,2019,#CEB58C,IND,1062768,0.03
12,Nizamabad,4,0,2029,0,0,NOTA,186,None of the Above,1062768,2,12,S29,Telangana,S29,2031,0.191104738,2019,#DDD1CA,NOTA,1062768,0.19
1,Zahirabad,5,1,434066,0,0,B.B.PATIL,1,Telangana Rashtra Samithi,1044365,178,1,S29,Telangana,S29,434244,41.5797159,2019,#E67CC4,TRS,1044365,41.58
3,Zahirabad,5,0,138731,0,0,BANALA LAXMA REDDY,2,Bharatiya Janata Party,1044365,216,3,S29,Telangana,S29,138947,13.30444816,2019,#ff7f0e,BJP,1044365,13.3
2,Zahirabad,5,1,427900,0,0,MADAN MOHAN RAO,3,Indian National Congress,1044365,115,2,S29,Telangana,S29,428015,40.98327692,2019,#3498DB,INC,1044365,40.98
5,Zahirabad,5,0,6364,0,0,ALIGE JEEVAN,4,Bahujan Mukti Party,1044365,2,5,S29,Telangana,S29,6366,0.609557004,2019,#363636,BMP,1044365,0.61
6,Zahirabad,5,0,6339,0,0,KALESH,5,Bhartiya Anarakshit Party,1044365,0,6,S29,Telangana,S29,6339,0.606971701,2019,#363636,BAP,1044365,0.61
12,Zahirabad,5,0,1572,0,0,MARK BABU,6,India Praja Bandhu Party,1044365,1,12,S29,Telangana,S29,1573,0.15061784,2019,#363636,IPBP,1044365,0.15
11,Zahirabad,5,0,1710,0,0,MOHAMMED NAWAZ,7,Ambedkar National Congress,1044365,2,11,S29,Telangana,S29,1712,0.163927363,2019,#363636,ANC,1044365,0.16
13,Zahirabad,5,0,1279,0,0,SRINIVAS GOUD KASALA,8,Pyramid Party of India,1044365,0,13,S29,Telangana,S29,1279,0.122466762,2019,#363636,PPI,1044365,0.12
10,Zahirabad,5,0,1866,0,0,NANGUNOORI LATHA,9,Independent,1044365,3,10,S29,Telangana,S29,1869,0.178960421,2019,#CEB58C,IND,1044365,0.18
9,Zahirabad,5,0,3279,0,0,BENJAMIN RAJU,10,Independent,1044365,2,9,S29,Telangana,S29,3281,0.314162194,2019,#CEB58C,IND,1044365,0.31
7,Zahirabad,5,0,5581,0,0,MUDIRAJ VENKATESHAM,11,Independent,1044365,0,7,S29,Telangana,S29,5581,0.534391712,2019,#CEB58C,IND,1044365,0.53
8,Zahirabad,5,0,4018,0,0,RAMARAO PATIL,12,Independent,1044365,1,8,S29,Telangana,S29,4019,0.384827144,2019,#CEB58C,IND,1044365,0.38
4,Zahirabad,5,0,11138,0,0,NOTA,13,None of the Above,1044365,2,4,S29,Telangana,S29,11140,1.06667688,2019,#DDD1CA,NOTA,1044365,1.07
2,Medak,6,1,279442,0,0,Anil Kumar Gali,1,Indian National Congress,1150223,179,2,S29,Telangana,S29,279621,24.31015551,2019,#3498DB,INC,1150223,24.31
1,Medak,6,1,595830,0,0,Kotha Prabhakar Reddy,2,Telangana Rashtra Samithi,1150223,218,1,S29,Telangana,S29,596048,51.82021225,2019,#E67CC4,TRS,1150223,51.82
3,Medak,6,1,201243,0,0,Madavaneni Raghunandan Rao,3,Bharatiya Janata Party,1150223,324,3,S29,Telangana,S29,201567,17.52416705,2019,#ff7f0e,BJP,1150223,17.52
10,Medak,6,0,2442,0,0,Bharatesh,4,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1150223,3,10,S29,Telangana,S29,2445,0.212567476,2019,#363636,SUCI,1150223,0.21
9,Medak,6,0,2624,0,0,Madhava Reddy Gari Hanmantha Reddy,5,Shivsena,1150223,0,9,S29,Telangana,S29,2624,0.228129676,2019,#FD6A1D,SS,1150223,0.23
11,Medak,6,0,1482,0,0,Merige Santhosh Reddy,6,Pyramid Party of India,1150223,1,11,S29,Telangana,S29,1483,0.12893152,2019,#363636,PPI,1150223,0.13
8,Medak,6,0,3523,0,0,Kallu Narsimlu Goud,7,Independent,1150223,0,8,S29,Telangana,S29,3523,0.306288433,2019,#CEB58C,IND,1150223,0.31
6,Medak,6,0,14711,0,0,Gajabhinkar Bansilal,8,Independent,1150223,0,6,S29,Telangana,S29,14711,1.278969382,2019,#CEB58C,IND,1150223,1.28
4,Medak,6,0,18813,0,0,Thummalapally Pruthviraj,9,Independent,1150223,0,4,S29,Telangana,S29,18813,1.63559588,2019,#CEB58C,IND,1150223,1.64
7,Medak,6,0,13997,0,0,Bangaru Krishna,10,Independent,1150223,1,7,S29,Telangana,S29,13998,1.216981403,2019,#CEB58C,IND,1150223,1.22
5,Medak,6,0,15383,0,0,NOTA,11,None of the Above,1150223,7,5,S29,Telangana,S29,15390,1.338001414,2019,#DDD1CA,NOTA,1150223,1.34
1,Malkajgiri,7,1,602907,0,0,ANUMULA REVANTH REDDY,1,Indian National Congress,1563063,841,1,S29,Telangana,S29,603748,38.6259543,2019,#3498DB,INC,1563063,38.63
2,Malkajgiri,7,1,592485,0,0,RAJASHEKAR REDDY MARRI,2,Telangana Rashtra Samithi,1563063,344,2,S29,Telangana,S29,592829,37.92739,2019,#E67CC4,TRS,1563063,37.93
3,Malkajgiri,7,1,303851,0,0,RAMCHANDER RAO NARAPARAJU,3,Bharatiya Janata Party,1563063,431,3,S29,Telangana,S29,304282,19.46703364,2019,#ff7f0e,BJP,1563063,19.47
10,Malkajgiri,7,0,1350,0,0,CHAMAKURA RAJAIAH,4,Social Justice Party of India,1563063,1,10,S29,Telangana,S29,1351,0.086432857,2019,,,1563063,0.09
13,Malkajgiri,7,0,719,0,0,DHARMASANAM BHANUMURTHY,5,Praja Satta Party,1563063,1,13,S29,Telangana,S29,720,0.046063402,2019,,,1563063,0.05
11,Malkajgiri,7,0,1233,0,0,BALAMANI BURU,6,India Praja Bandhu Party,1563063,3,11,S29,Telangana,S29,1236,0.079075508,2019,#363636,IPBP,1563063,0.08
4,Malkajgiri,7,0,28413,0,0,MAHENDER REDDY BONGUNOORI,7,Janasena Party,1563063,7,4,S29,Telangana,S29,28420,1.818224857,2019,#D22215,JP,1563063,1.82
12,Malkajgiri,7,0,1178,0,0,CHALIKA CHANDRA SEKHAR,8,Independent,1563063,2,12,S29,Telangana,S29,1180,0.075492798,2019,#CEB58C,IND,1563063,0.08
6,Malkajgiri,7,0,3750,0,0,THIRUPATAIAH ENDURAM,9,Independent,1563063,0,6,S29,Telangana,S29,3750,0.239913554,2019,#CEB58C,IND,1563063,0.24
7,Malkajgiri,7,0,3307,0,0,DONTHULA BIKSHAPATHI,10,Independent,1563063,1,7,S29,Telangana,S29,3308,0.211635743,2019,#CEB58C,IND,1563063,0.21
8,Malkajgiri,7,0,2680,0,0,RAJENDER PONNALA,11,Independent,1563063,0,8,S29,Telangana,S29,2680,0.17145822,2019,#CEB58C,IND,1563063,0.17
9,Malkajgiri,7,0,1660,0,0,SAI KIRAN GONE,12,Independent,1563063,4,9,S29,Telangana,S29,1664,0.106457641,2019,#CEB58C,IND,1563063,0.11
5,Malkajgiri,7,0,17867,0,0,NOTA,13,None of the Above,1563063,28,5,S29,Telangana,S29,17895,1.144867481,2019,#DDD1CA,NOTA,1563063,1.14
3,Secundrabad,8,1,173027,0,0,ANJAN KUMAR YADAV. M,1,Indian National Congress,915106,202,3,S29,Telangana,S29,173229,18.92993817,2019,#3498DB,INC,915106,18.93
1,Secundrabad,8,1,384248,0,0,G . KISHAN REDDY,2,Bharatiya Janata Party,915106,532,1,S29,Telangana,S29,384780,42.04758793,2019,#ff7f0e,BJP,915106,42.05
2,Secundrabad,8,1,322482,0,0,TALASANI SAI KIRAN YADAV,3,Telangana Rashtra Samithi,915106,184,2,S29,Telangana,S29,322666,35.25995896,2019,#E67CC4,TRS,915106,35.26
9,Secundrabad,8,0,1146,0,0,M . ASHOK KUMAR,4,Samajwadi Forward Bloc,915106,1,9,S29,Telangana,S29,1147,0.125340671,2019,#363636,SFB,915106,0.13
24,Secundrabad,8,0,420,0,0,ANDUKURI VIJAYA BHASKAR,5,India Praja Bandhu Party,915106,0,24,S29,Telangana,S29,420,0.045896322,2019,#363636,IPBP,915106,0.05
8,Secundrabad,8,0,1297,0,0,CHALLA RAM KALYAN,6,Bhartiya Anarakshit Party,915106,0,8,S29,Telangana,S29,1297,0.141732215,2019,#363636,BAP,915106,0.14
25,Secundrabad,8,0,359,0,0,DORNALA JAYA PRAKASH,7,New India Party,915106,1,25,S29,Telangana,S29,360,0.039339705,2019,#363636,NIP,915106,0.04
18,Secundrabad,8,0,555,0,0,M . D . NAZEERUDDIN QUADRI,8,Akhil Bharatiya Muslim League (Secular),915106,0,18,S29,Telangana,S29,555,0.060648712,2019,#363636,ABML,915106,0.06
26,Secundrabad,8,0,334,0,0,J . MALLESH,9,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),915106,0,26,S29,Telangana,S29,334,0.036498504,2019,#363636,SUCI,915106,0.04
15,Secundrabad,8,0,585,0,0,J . N . RAO,10,Dalita Bahujana Party,915106,1,15,S29,Telangana,S29,586,0.064036297,2019,#363636,DBP,915106,0.06
19,Secundrabad,8,0,521,0,0,G . LAXMINARSIMHA RAO,11,Telangana Prajala Party,915106,0,19,S29,Telangana,S29,521,0.056933295,2019,,,915106,0.06
4,Secundrabad,8,0,9677,0,0,N . SHANKAR GOUD,12,Janasena Party,915106,6,4,S29,Telangana,S29,9683,1.058128785,2019,#D22215,JP,915106,1.06
22,Secundrabad,8,0,433,0,0,S . SATYAVATHI,13,Pyramid Party of India,915106,0,22,S29,Telangana,S29,433,0.047316923,2019,#363636,PPI,915106,0.05
11,Secundrabad,8,0,803,0,0,AKHIL CHIRRAVURI,14,Independent,915106,0,11,S29,Telangana,S29,803,0.087749397,2019,#CEB58C,IND,915106,0.09
20,Secundrabad,8,0,490,0,0,ABDUL AZEEM,15,Independent,915106,1,20,S29,Telangana,S29,491,0.053654986,2019,#CEB58C,IND,915106,0.05
10,Secundrabad,8,0,1080,0,0,ABDALLAH IBRAHIM,16,Independent,915106,0,10,S29,Telangana,S29,1080,0.118019115,2019,#CEB58C,IND,915106,0.12
7,Secundrabad,8,0,1400,0,0,ANDRAPU SUDHARSHAN ( GANGAPUTRA ),17,Independent,915106,0,7,S29,Telangana,S29,1400,0.152987741,2019,#CEB58C,IND,915106,0.15
13,Secundrabad,8,0,648,0,0,JUNAID ANAM SIDDIQUI,18,Independent,915106,0,13,S29,Telangana,S29,648,0.070811469,2019,#CEB58C,IND,915106,0.07
12,Secundrabad,8,0,717,0,0,NANDIPATI VINOD KUMAR,19,Independent,915106,1,12,S29,Telangana,S29,718,0.078460856,2019,#CEB58C,IND,915106,0.08
23,Secundrabad,8,0,420,0,0,FARHA NAAZ KHAN,20,Independent,915106,1,23,S29,Telangana,S29,421,0.046005599,2019,#CEB58C,IND,915106,0.05
27,Secundrabad,8,0,332,0,0,BATHULA RAVI,21,Independent,915106,1,27,S29,Telangana,S29,333,0.036389227,2019,#CEB58C,IND,915106,0.04
28,Secundrabad,8,0,217,0,0,BODDU SATISH,22,Independent,915106,0,28,S29,Telangana,S29,217,0.0237131,2019,#CEB58C,IND,915106,0.02
14,Secundrabad,8,0,629,0,0,MUNEER PASHA,23,Independent,915106,1,14,S29,Telangana,S29,630,0.068844484,2019,#CEB58C,IND,915106,0.07
28,Secundrabad,8,0,217,0,0,RAVI KUMAR VODELA,24,Independent,915106,0,28,S29,Telangana,S29,217,0.0237131,2019,#CEB58C,IND,915106,0.02
17,Secundrabad,8,0,557,0,0,R . LAXMAN RAO GANGAPUTRA,25,Independent,915106,0,17,S29,Telangana,S29,557,0.060867266,2019,#CEB58C,IND,915106,0.06
6,Secundrabad,8,0,1493,0,0,K . VENKATANARAYANA,26,Independent,915106,0,6,S29,Telangana,S29,1493,0.163150498,2019,#CEB58C,IND,915106,0.16
16,Secundrabad,8,0,565,0,0,SRIRAMA NAIK MUNAVATH,27,Independent,915106,0,16,S29,Telangana,S29,565,0.061741481,2019,#CEB58C,IND,915106,0.06
21,Secundrabad,8,0,483,0,0,M. G. SAI BABA,28,Independent,915106,1,21,S29,Telangana,S29,484,0.052890048,2019,#CEB58C,IND,915106,0.05
5,Secundrabad,8,0,9019,0,0,NOTA,29,None of the Above,915106,19,5,S29,Telangana,S29,9038,0.987645147,2019,#DDD1CA,NOTA,915106,0.99
1,Hyderabad,9,1,517239,0,0,ASADUDDIN OWAISI,1,All India Majlis-E-Ittehadul Muslimeen,877872,232,1,S29,Telangana,S29,517471,58.94606503,2019,#217A3A,AIMEIM,877872,58.95
3,Hyderabad,9,0,63180,0,0,PUSTHE SRIKANTH,2,Telangana Rashtra Samithi,877872,59,3,S29,Telangana,S29,63239,7.203669783,2019,#E67CC4,TRS,877872,7.2
2,Hyderabad,9,1,235056,0,0,Dr. BHAGAVANTH RAO,3,Bharatiya Janata Party,877872,229,2,S29,Telangana,S29,235285,26.80174331,2019,#ff7f0e,BJP,877872,26.8
4,Hyderabad,9,0,49873,0,0,MOHAMMED FEROZ KHAN,4,Indian National Congress,877872,71,4,S29,Telangana,S29,49944,5.689212095,2019,#3498DB,INC,877872,5.69
7,Hyderabad,9,0,699,0,0,DORNALA JAYA PRAKASH,5,New India Party,877872,0,7,S29,Telangana,S29,699,0.079624364,2019,#363636,NIP,877872,0.08
14,Hyderabad,9,0,408,0,0,RANGACHARYA,6,Samajwadi Forward Bloc,877872,0,14,S29,Telangana,S29,408,0.046476024,2019,#363636,SFB,877872,0.05
12,Hyderabad,9,0,416,0,0,L. ASHOK NATH,7,Independent,877872,0,12,S29,Telangana,S29,416,0.047387318,2019,#CEB58C,IND,877872,0.05
13,Hyderabad,9,0,414,0,0,K. NAGARAJ,8,Independent,877872,0,13,S29,Telangana,S29,414,0.047159495,2019,#CEB58C,IND,877872,0.05
10,Hyderabad,9,0,433,0,0,V. BAL KRISHNA,9,Independent,877872,0,10,S29,Telangana,S29,433,0.049323819,2019,#CEB58C,IND,877872,0.05
15,Hyderabad,9,0,399,0,0,BEERAMGANTI VENKAT RAMESH NAIDU,10,Independent,877872,0,15,S29,Telangana,S29,399,0.045450817,2019,#CEB58C,IND,877872,0.05
16,Hyderabad,9,0,329,0,0,MOHAMMED ABDUL AZEEM,11,Independent,877872,0,16,S29,Telangana,S29,329,0.03747699,2019,#CEB58C,IND,877872,0.04
9,Hyderabad,9,0,494,0,0,MOHD AHMED,12,Independent,877872,0,9,S29,Telangana,S29,494,0.056272441,2019,#CEB58C,IND,877872,0.06
11,Hyderabad,9,0,419,0,0,K. MAHESHWAR,13,Independent,877872,1,11,S29,Telangana,S29,420,0.047842966,2019,#CEB58C,IND,877872,0.05
8,Hyderabad,9,0,552,0,0,SANJAY KUMAR SHUKLA,14,Independent,877872,1,8,S29,Telangana,S29,553,0.062993238,2019,#CEB58C,IND,877872,0.06
6,Hyderabad,9,0,1715,0,0,Dr. H. SUSHEEL RAJ,15,Independent,877872,0,6,S29,Telangana,S29,1715,0.195358777,2019,#CEB58C,IND,877872,0.2
5,Hyderabad,9,0,5641,0,0,NOTA,16,None of the Above,877872,12,5,S29,Telangana,S29,5653,0.643943536,2019,#DDD1CA,NOTA,877872,0.64
2,CHEVELLA,10,1,513180,0,0,Konda Vishweshwar Reddy,1,Indian National Congress,1300194,651,2,S29,Telangana,S29,513831,39.519564,2019,#3498DB,INC,1300194,39.52
1,CHEVELLA,10,1,527878,0,0,Dr. G. Ranjith Reddy,2,Telangana Rashtra Samithi,1300194,270,1,S29,Telangana,S29,528148,40.62070737,2019,#E67CC4,TRS,1300194,40.62
