PARTY,YEAR,AC_NAME,ST_NAME,AC_NO,rank,AC_TYPE,NAME,SEX,AGE,CATEGORY,VOTES,polled_votes,color
PB,2001,Ossudu,Pondicherry,16,6,SC,S. KALAI,M,,,95,15481,#222
IND,2001,Ossudu,Pondicherry,16,7,SC,M. SIVANANDHAM,M,,,94,15481,#bdc3c7
IND,2001,Ossudu,Pondicherry,16,8,SC,P. GANAPATHY,M,,,79,15481,#bdc3c7
LJNSP,2001,Ossudu,Pondicherry,16,9,SC,N. ARIKISHNAN,M,,,78,15481,#222
IND,2001,Ossudu,Pondicherry,16,10,SC,P. SIVAKUMAR,M,,,62,15481,#bdc3c7
IND,2001,Ossudu,Pondicherry,16,11,SC,S. ARIKRISHNAN,M,,,23,15481,#bdc3c7
IND,2001,Ossudu,Pondicherry,16,12,SC,C. ANNADURAI,M,,,18,15481,#bdc3c7
TMC(M),2001,Villenour,Pondicherry,17,1,GEN,C. DJEACOUMAR,M,,,10335,20462,#4747ff
PMC,2001,Villenour,Pondicherry,17,2,GEN,J. NARAYANASAMY,M,,,6246,20462,#222
IND,2001,Villenour,Pondicherry,17,3,GEN,ANANDA BASKARAN,M,,,2926,20462,#bdc3c7
ADMK,2001,Villenour,Pondicherry,17,4,GEN,RAMANE,M,,,546,20462,#b2d33c
IND,2001,Villenour,Pondicherry,17,5,GEN,R. ARUNACHALAM,M,,,215,20462,#bdc3c7
IND,2001,Villenour,Pondicherry,17,6,GEN,B. SANDANAM,M,,,107,20462,#bdc3c7
IND,2001,Villenour,Pondicherry,17,7,GEN,C. ANNAMALAI,M,,,87,20462,#bdc3c7
TMC(M),2001,Ozhukarai,Pondicherry,18,1,GEN,A. NAMASSIVAYAM,M,,,10164,22343,#4747ff
ADMK,2001,Ozhukarai,Pondicherry,18,2,GEN,K. NATARAJAN,M,,,6021,22343,#b2d33c
DMK,2001,Ozhukarai,Pondicherry,18,3,GEN,N. BALANE B.SC.,M,,,5624,22343,#c0392b
IND,2001,Ozhukarai,Pondicherry,18,4,GEN,G. RADHAKRISHNAN,M,,,154,22343,#bdc3c7
MDMK,2001,Ozhukarai,Pondicherry,18,5,GEN,T.N. PARTHIBAN,M,,,106,22343,#9b59b6
IND,2001,Ozhukarai,Pondicherry,18,6,GEN,T.P. MALATHI,F,,,78,22343,#bdc3c7
IND,2001,Ozhukarai,Pondicherry,18,7,GEN,P. KRISHNAN,M,,,71,22343,#bdc3c7
IND,2001,Ozhukarai,Pondicherry,18,8,GEN,K. BAKTHAVATCHALU,M,,,50,22343,#bdc3c7
CPI(ML)(L),2001,Ozhukarai,Pondicherry,18,9,GEN,R. BANU,F,,,35,22343,#222
IND,2001,Ozhukarai,Pondicherry,18,10,GEN,P. NARAYANASAMY,M,,,24,22343,#bdc3c7
IND,2001,Ozhukarai,Pondicherry,18,11,GEN,N. ADIKESSAVAN,M,,,16,22343,#bdc3c7
INC,2001,Thattanchavady,Pondicherry,19,1,GEN,N. RANGASAMY,M,,,14323,24319,#2ecc71
JD(U),2001,Thattanchavady,Pondicherry,19,2,GEN,V. PETHAPERUMAL,M,,,8769,24319,#222
ADMK,2001,Thattanchavady,Pondicherry,19,3,GEN,N. RAGUPATHY,M,,,638,24319,#b2d33c
IND,2001,Thattanchavady,Pondicherry,19,4,GEN,A. PERUMAL,M,,,358,24319,#bdc3c7
MDMK,2001,Thattanchavady,Pondicherry,19,5,GEN,S. APPARSAMY,M,,,231,24319,#9b59b6
BJP,2001,Reddiarpalayam,Pondicherry,20,1,GEN,A.M. KRISHNAMURTHY,M,,,11446,25522,#ff7f0e
CPI,2001,Reddiarpalayam,Pondicherry,20,2,GEN,R. VISWANATHAN,M,,,7985,25522,#ff5757
PMK,2001,Reddiarpalayam,Pondicherry,20,3,GEN,N.G. PANNIRSELVAM,M,,,5573,25522,#d35400
IND,2001,Reddiarpalayam,Pondicherry,20,4,GEN,M. RAPHEAL,M,,,210,25522,#bdc3c7
LJNSP,2001,Reddiarpalayam,Pondicherry,20,5,GEN,V. SUNDARAMOORTHY,M,,,125,25522,#222
IND,2001,Reddiarpalayam,Pondicherry,20,6,GEN,V. KRISHNAMURTHY,M,,,103,25522,#bdc3c7
IND,2001,Reddiarpalayam,Pondicherry,20,7,GEN,S. GOVINDAN,M,,,80,25522,#bdc3c7
INC,2001,Lawspet,Pondicherry,21,1,GEN,SHAJAHAN .M.O.H.F.,M,,,12929,33573,#2ecc71
DMK,2001,Lawspet,Pondicherry,21,2,GEN,KESAVAN .N.,M,,,10962,33573,#c0392b
IND,2001,Lawspet,Pondicherry,21,3,GEN,ELUMALAI .V.,M,,,6143,33573,#bdc3c7
ADMK,2001,Lawspet,Pondicherry,21,4,GEN,KALAISELVI .K.,F,,,2703,33573,#b2d33c
IND,2001,Lawspet,Pondicherry,21,5,GEN,SASIKUMAR .A.,M,,,315,33573,#bdc3c7
IND,2001,Lawspet,Pondicherry,21,6,GEN,PERUMAL .R.,M,,,163,33573,#bdc3c7
IND,2001,Lawspet,Pondicherry,21,7,GEN,GOVINDAN .S.,M,,,132,33573,#bdc3c7
IND,2001,Lawspet,Pondicherry,21,8,GEN,SUBRAMANIYAN .N.,M,,,114,33573,#bdc3c7
IND,2001,Lawspet,Pondicherry,21,9,GEN,THANIGAIMANI .R.,M,,,112,33573,#bdc3c7
INC,2001,Cotchery,Pondicherry,22,1,GEN,R. NALAMAGARAJAN,M,,,7058,16225,#2ecc71
PMK,2001,Cotchery,Pondicherry,22,2,GEN,M. RAMADASS,M,,,5382,16225,#d35400
BJP,2001,Cotchery,Pondicherry,22,3,GEN,S. ELANGOVAN,M,,,3212,16225,#ff7f0e
LJNSP,2001,Cotchery,Pondicherry,22,4,GEN,S. RAJAMANI,M,,,183,16225,#222
IND,2001,Cotchery,Pondicherry,22,5,GEN,K. RAJAGURU,M,,,171,16225,#bdc3c7
IND,2001,Cotchery,Pondicherry,22,6,GEN,S. KALYAPERUMAL,M,,,112,16225,#bdc3c7
IND,2001,Cotchery,Pondicherry,22,7,GEN,K. KARUNAGARAN,M,,,107,16225,#bdc3c7
DMK,2001,Karaikal,Pondicherry,23,1,GEN,A.M.H. NAZEEM,M,,,6273,13370,#c0392b
ADMK,2001,Karaikal,Pondicherry,23,2,GEN,A.J. ASSANA,M,,,3969,13370,#b2d33c
INC,2001,Karaikal,Pondicherry,23,3,GEN,S. RAMASSAMY,M,,,2951,13370,#2ecc71
IND,2001,Karaikal,Pondicherry,23,4,GEN,T. DEVADOSS,M,,,103,13370,#bdc3c7
IND,2001,Karaikal,Pondicherry,23,5,GEN,M.Y. THAMEEMUL ANSARY,M,,,74,13370,#bdc3c7
INC,2001,Karaikal South,Pondicherry,24,1,GEN,A.V. SUBRAMANIAN,M,,,6138,11943,#2ecc71
PMC,2001,Karaikal South,Pondicherry,24,2,GEN,V.K. GANAPATHY,M,,,5229,11943,#222
ADMK,2001,Karaikal South,Pondicherry,24,3,GEN,SP. KARUPPAIYA,M,,,322,11943,#b2d33c
IND,2001,Karaikal South,Pondicherry,24,4,GEN,A. SAINATHAN,M,,,103,11943,#bdc3c7
IND,2001,Karaikal South,Pondicherry,24,5,GEN,H. SULTHAN SHAH,M,,,85,11943,#bdc3c7
IND,2001,Karaikal South,Pondicherry,24,6,GEN,MADHANA MARIMUTHU,M,,,66,11943,#bdc3c7
DMK,2001,Neravy-Grand Aldee,Pondicherry,25,1,GEN,V.M.C. SIVAKUMAR,M,,,6672,14209,#c0392b
TMC(M),2001,Neravy-Grand Aldee,Pondicherry,25,2,GEN,V.M.C.V. GANAPATHY,M,,,3741,14209,#4747ff
ADMK,2001,Neravy-Grand Aldee,Pondicherry,25,3,GEN,V.M.C. RAJA ALIAS V.M.C. SIVASHANMUGANATHAN,M,,,3207,14209,#b2d33c
MDMK,2001,Neravy-Grand Aldee,Pondicherry,25,4,GEN,R. RAJA,M,,,589,14209,#9b59b6
INC,2001,Tirunallar,Pondicherry,26,1,GEN,R. KAMALAKKANNAN,M,,,5390,12832,#2ecc71
DMK,2001,Tirunallar,Pondicherry,26,2,GEN,ARIVOLI .N.V.R.,M,,,4615,12832,#c0392b
PMK,2001,Tirunallar,Pondicherry,26,3,GEN,S. AMBALAVANAN,M,,,2827,12832,#d35400
INC,2001,Neduncadu,Pondicherry,27,1,SC,M. CHANDIRAKASU,M,,,5720,12612,#2ecc71
DMK,2001,Neduncadu,Pondicherry,27,2,SC,A. MARIMUTHU,M,,,4660,12612,#c0392b
ADMK,2001,Neduncadu,Pondicherry,27,3,SC,P. PACKIRISAMY,M,,,2002,12612,#b2d33c
IND,2001,Neduncadu,Pondicherry,27,4,SC,RAJESWARI,F,,,230,12612,#bdc3c7
INC,2001,Mahe,Pondicherry,28,1,GEN,E. VALSARAJ,M,,,5666,9464,#2ecc71
IND,2001,Mahe,Pondicherry,28,2,GEN,MANOLI MUHAMMAD,M,,,3131,9464,#bdc3c7
BJP,2001,Mahe,Pondicherry,28,3,GEN,EAST NAMATH RAJEENDRAN,M,,,596,9464,#ff7f0e
ADMK,2001,Mahe,Pondicherry,28,4,GEN,K. LAKSHMANAN,M,,,71,9464,#b2d33c
INC,2001,Palloor,Pondicherry,29,1,GEN,A.V. SREEDHARAN,M,,,4855,9861,#2ecc71
CPM,2001,Palloor,Pondicherry,29,2,GEN,P. DINESHAN,M,,,3392,9861,#ff5757
BJP,2001,Palloor,Pondicherry,29,3,GEN,C.P. GANESHAN,M,,,929,9861,#ff7f0e
PMK,2001,Palloor,Pondicherry,29,4,GEN,N.K. SACHINDRANATH,M,,,512,9861,#d35400
IND,2001,Palloor,Pondicherry,29,5,GEN,SHAMSUDHEEN .P.M.,M,,,92,9861,#bdc3c7
IND,2001,Palloor,Pondicherry,29,6,GEN,SREEDHARAN,M,,,41,9861,#bdc3c7
IND,2001,Palloor,Pondicherry,29,7,GEN,K. KUMARAN,M,,,40,9861,#bdc3c7
IND,2001,Yanam,Pondicherry,30,1,GEN,MALLADI KRISHNA RAO,M,,,8959,15624,#bdc3c7
BJP,2001,Yanam,Pondicherry,30,2,GEN,GOLLAPALLI GANGADHARA PRATAP,M,,,5981,15624,#ff7f0e
INC,2001,Yanam,Pondicherry,30,3,GEN,ELAPROLU CHITTIBABU,M,,,261,15624,#2ecc71
IND,2001,Yanam,Pondicherry,30,4,GEN,VEGESHNA SUBBA RAJU,M,,,161,15624,#bdc3c7
ADMK,2001,Yanam,Pondicherry,30,5,GEN,GIDDI SRI HARI RAO,M,,,82,15624,#b2d33c
IND,2001,Yanam,Pondicherry,30,6,GEN,MALLADI UDAYALAKSHMI,F,,,60,15624,#bdc3c7
IND,2001,Yanam,Pondicherry,30,7,GEN,GOLLAPALLI BHARATHI,F,,,53,15624,#bdc3c7
IND,2001,Yanam,Pondicherry,30,8,GEN,ELIPE RAJKUMAR,M,,,52,15624,#bdc3c7
IND,2001,Yanam,Pondicherry,30,9,GEN,KOTNALA PRABHAKARA RAO,M,,,15,15624,#bdc3c7
DMK,2006,Muthialpet,Pondicherry,1,1,GEN,NANDHA T. SARAVANAN,M,36,GEN,11658,19916,#c0392b
ADMK,2006,Muthialpet,Pondicherry,1,2,GEN,A. KASILINGAM,M,75,GEN,6779,19916,#b2d33c
BJP,2006,Muthialpet,Pondicherry,1,3,GEN,M. VISWESWARAN,M,53,GEN,682,19916,#ff7f0e
DMDK,2006,Muthialpet,Pondicherry,1,4,GEN,K. MULLAI,F,35,GEN,504,19916,#f1c40f
IND,2006,Muthialpet,Pondicherry,1,5,GEN,E. KUPPAN,M,52,GEN,77,19916,#bdc3c7
IND,2006,Muthialpet,Pondicherry,1,6,GEN,P. SARAVANAN,M,31,GEN,74,19916,#bdc3c7
IND,2006,Muthialpet,Pondicherry,1,7,GEN,K. KANNAN,M,28,GEN,58,19916,#bdc3c7
BSP,2006,Muthialpet,Pondicherry,1,8,GEN,M. PAVADAI @ RAJA,M,27,GEN,47,19916,#222
IND,2006,Muthialpet,Pondicherry,1,9,GEN,U. KASINATHAN,M,59,GEN,37,19916,#bdc3c7
PMC,2006,Cassicade,Pondicherry,2,1,GEN,K. LAKSHMINARAYANAN,M,45,GEN,4942,10076,#222
INC,2006,Cassicade,Pondicherry,2,2,GEN,G. RAVICHANDIRAN,M,50,GEN,4726,10076,#2ecc71
BJP,2006,Cassicade,Pondicherry,2,3,GEN,D. DEENADHAYALAN,M,54,GEN,210,10076,#ff7f0e
DMDK,2006,Cassicade,Pondicherry,2,4,GEN,V. GOVINDAN,M,47,GEN,169,10076,#f1c40f
BSP,2006,Cassicade,Pondicherry,2,5,GEN,P.K. BASKARAN,M,29,GEN,29,10076,#222
DMK,2006,Raj Bhavan,Pondicherry,3,1,GEN,S.P. SIVAKUMAR,M,47,GEN,2590,3920,#c0392b
PMC,2006,Raj Bhavan,Pondicherry,3,2,GEN,P.K. DEVADOSS.,M,49,GEN,1094,3920,#222
BJP,2006,Raj Bhavan,Pondicherry,3,3,GEN,R. GOVINDARAJANE,M,35,GEN,152,3920,#ff7f0e
DMDK,2006,Raj Bhavan,Pondicherry,3,4,GEN,A.XAVIER,M,36,GEN,49,3920,#f1c40f
IND,2006,Raj Bhavan,Pondicherry,3,5,GEN,V. RAMAMOORTHI,M,47,GEN,19,3920,#bdc3c7
BSP,2006,Raj Bhavan,Pondicherry,3,6,GEN,K. VAITHIYANATHAN,M,37,GEN,16,3920,#222
PMC,2006,Bussy,Pondicherry,4,1,GEN,ANAND,M,42,GEN,2423,4477,#222
DMK,2006,Bussy,Pondicherry,4,2,GEN,ANNIBAL KENNEDY,M,41,GEN,1952,4477,#c0392b
BJP,2006,Bussy,Pondicherry,4,3,GEN,M. GOPALAKRISHNAN,M,44,GEN,50,4477,#ff7f0e
DMDK,2006,Bussy,Pondicherry,4,4,GEN,S. PRABHAKARAN,M,39,GEN,29,4477,#f1c40f
IND,2006,Bussy,Pondicherry,4,5,GEN,B. NAFISHA BEGAM,F,34,GEN,23,4477,#bdc3c7
ADMK,2006,Oupalam,Pondicherry,5,1,GEN,"ANBALAGAN, A.",M,49,GEN,9200,15843,#b2d33c
DMK,2006,Oupalam,Pondicherry,5,2,GEN,U.C. ARUMUGAM,M,56,GEN,6131,15843,#c0392b
DMDK,2006,Oupalam,Pondicherry,5,3,GEN,S. ELANGOVAN,M,48,GEN,234,15843,#f1c40f
IND,2006,Oupalam,Pondicherry,5,4,GEN,C. ARUMUGAM,M,51,GEN,124,15843,#bdc3c7
BJP,2006,Oupalam,Pondicherry,5,5,GEN,N. BALU,M,36,GEN,50,15843,#ff7f0e
IND,2006,Oupalam,Pondicherry,5,6,GEN,S. AMSAVANAN,M,40,GEN,44,15843,#bdc3c7
BSP,2006,Oupalam,Pondicherry,5,7,GEN,M. IROUDHAYARAZ JULE,M,36,GEN,39,15843,#222
IND,2006,Oupalam,Pondicherry,5,8,GEN,M. ARULDOSS,M,31,GEN,11,15843,#bdc3c7
LJP,2006,Oupalam,Pondicherry,5,9,GEN,G.K. BASKARAN,M,67,SC,10,15843,#222
DMK,2006,Orleampeth,Pondicherry,6,1,GEN,R. SIVA,M,39,GEN,8509,16154,#c0392b
IND,2006,Orleampeth,Pondicherry,6,2,GEN,G. NEHRU @ KUPPUSAMY,M,42,GEN,6549,16154,#bdc3c7
ADMK,2006,Orleampeth,Pondicherry,6,3,GEN,S. ANANDHARAJ,M,43,GEN,710,16154,#b2d33c
DMDK,2006,Orleampeth,Pondicherry,6,4,GEN,R. VIJAYALAKSHMI,F,40,GEN,149,16154,#f1c40f
BJP,2006,Orleampeth,Pondicherry,6,5,GEN,K. SUNDARI,F,51,GEN,83,16154,#ff7f0e
IND,2006,Orleampeth,Pondicherry,6,5,GEN,S. NEHRU,M,34,GEN,83,16154,#bdc3c7
IND,2006,Orleampeth,Pondicherry,6,7,GEN,S.V. SIVA,M,26,GEN,36,16154,#bdc3c7
IND,2006,Orleampeth,Pondicherry,6,8,GEN,P. NEHRUDASSAN,M,33,SC,35,16154,#bdc3c7
ADMK,2006,Nellithope,Pondicherry,7,1,GEN,OM SAKTHI SEKAR @ S.,M,46,GEN,9933,19215,#b2d33c
DMK,2006,Nellithope,Pondicherry,7,2,GEN,R.V. JANAKIRAMAN,M,65,GEN,8490,19215,#c0392b
BJP,2006,Nellithope,Pondicherry,7,3,GEN,V. SANILKUMAR,M,32,GEN,317,19215,#ff7f0e
DMDK,2006,Nellithope,Pondicherry,7,4,GEN,M. CHITTIBABU,M,28,GEN,294,19215,#f1c40f
IND,2006,Nellithope,Pondicherry,7,5,GEN,M. JANAKIRAMAN,M,25,GEN,103,19215,#bdc3c7
IND,2006,Nellithope,Pondicherry,7,6,GEN,V. KARTHIKEYAN,M,41,GEN,42,19215,#bdc3c7
IND,2006,Nellithope,Pondicherry,7,7,GEN,SIVA. SEKAR,M,40,GEN,23,19215,#bdc3c7
IND,2006,Nellithope,Pondicherry,7,8,GEN,V. AJYANTHAKUMAR @,M,36,GEN,13,19215,#bdc3c7
DMK,2006,Modeliarpeth,Pondicherry,8,1,GEN,DR. M.A.S. SUBRAMANIAN,M,59,GEN,10783,28942,#c0392b
PMC,2006,Modeliarpeth,Pondicherry,8,2,GEN,P. KANNAN,M,57,GEN,9379,28942,#222
IND,2006,Modeliarpeth,Pondicherry,8,3,GEN,V. SABAPATHY @,M,61,GEN,7949,28942,#bdc3c7
DMDK,2006,Modeliarpeth,Pondicherry,8,4,GEN,J. MURUGAN,M,26,GEN,556,28942,#f1c40f
BJP,2006,Modeliarpeth,Pondicherry,8,5,GEN,J. RAMDASS,M,49,GEN,275,28942,#ff7f0e
PMK,2006,Ariankuppam,Pondicherry,9,1,GEN,R.K.R. ANANTHARAMAN,M,33,GEN,13314,25867,#d35400
PMC,2006,Ariankuppam,Pondicherry,9,2,GEN,T. DJEAMOURTHY.,M,46,GEN,11512,25867,#222
DMDK,2006,Ariankuppam,Pondicherry,9,3,GEN,S. KUMARAVELU,M,36,GEN,485,25867,#f1c40f
IND,2006,Ariankuppam,Pondicherry,9,4,GEN,M. JAYAMOORTHI,M,40,GEN,301,25867,#bdc3c7
BJP,2006,Ariankuppam,Pondicherry,9,5,GEN,S. JALENDIRAN,M,51,GEN,128,25867,#ff7f0e
CPI(ML)(L),2006,Ariankuppam,Pondicherry,9,6,GEN,G.A. JEGANNATHAN,M,46,GEN,73,25867,#222
LJP,2006,Ariankuppam,Pondicherry,9,7,GEN,SU. RAJAVEL,M,30,GEN,54,25867,#222
DMK,2006,Embalom,Pondicherry,10,1,SC,R. RAJARAMAN,M,46,SC,7208,17765,#c0392b
IND,2006,Embalom,Pondicherry,10,2,SC,L. PERIYASAMY,M,50,SC,6683,17765,#bdc3c7
ADMK,2006,Embalom,Pondicherry,10,3,SC,SU. PAVANAN,M,39,SC,3596,17765,#b2d33c
DMDK,2006,Embalom,Pondicherry,10,4,SC,K. KARUNANITHI,M,39,SC,182,17765,#f1c40f
BJP,2006,Embalom,Pondicherry,10,5,SC,V. GOTHANDAPANI,M,31,SC,96,17765,#ff7f0e
INC,2006,Nettapakkam,Pondicherry,11,1,GEN,V. VAITHILINGAM,M,55,GEN,9166,17545,#2ecc71
PMC,2006,Nettapakkam,Pondicherry,11,2,GEN,V. MUTHUNARAYANAN,M,50,GEN,7830,17545,#222
DMDK,2006,Nettapakkam,Pondicherry,11,3,GEN,S. DHANABOOPATHY,M,58,GEN,305,17545,#f1c40f
BJP,2006,Nettapakkam,Pondicherry,11,4,GEN,J. DATCHINAMOORTHY,M,29,GEN,244,17545,#ff7f0e
INC,2006,Kuruvinatham,Pondicherry,12,1,GEN,R. RADHAKRISHNAN,M,34,GEN,13020,17428,#2ecc71
JD(S),2006,Kuruvinatham,Pondicherry,12,2,GEN,B. NAVANEETHA KANNAN,M,56,GEN,3557,17428,#222
IND,2006,Kuruvinatham,Pondicherry,12,3,GEN,P. SIVANANDAM,M,43,GEN,329,17428,#bdc3c7
BJP,2006,Kuruvinatham,Pondicherry,12,4,GEN,T. VIKRAMAN,M,45,GEN,265,17428,#ff7f0e
DMDK,2006,Kuruvinatham,Pondicherry,12,5,GEN,A. RAJASEKARAN,M,45,GEN,156,17428,#f1c40f
BSP,2006,Kuruvinatham,Pondicherry,12,6,GEN,S. SUBRAMANIAN,M,30,GEN,101,17428,#222
INC,2006,Bahour,Pondicherry,13,1,SC,M. KANDASAMY,M,40,SC,11164,18573,#2ecc71
PMC,2006,Bahour,Pondicherry,13,2,SC,P. RAJAVELU,M,45,SC,6888,18573,#222
IND,2006,Bahour,Pondicherry,13,3,SC,M. RAJAVELU,M,52,SC,256,18573,#bdc3c7
DMDK,2006,Bahour,Pondicherry,13,4,SC,M. ANBUMANI.,M,32,SC,110,18573,#f1c40f
BJP,2006,Bahour,Pondicherry,13,5,SC,M.P. VEERAMMAL,F,52,SC,55,18573,#ff7f0e
RPI(A),2006,Bahour,Pondicherry,13,6,SC,D. VEERAN,M,35,SC,51,18573,#222
IND,2006,Bahour,Pondicherry,13,7,SC,G. ARJUNAN,M,44,SC,49,18573,#bdc3c7
INC,2006,Thirubuvanai,Pondicherry,14,1,SC,ANGALANE,M,37,SC,10534,21105,#2ecc71
MDMK,2006,Thirubuvanai,Pondicherry,14,2,SC,KOMALA.S,F,54,SC,6378,21105,#9b59b6
CPI(M),2006,Thirubuvanai,Pondicherry,14,3,SC,KALIVARADHAN. L,M,59,SC,2644,21105,#ff5757
DMDK,2006,Thirubuvanai,Pondicherry,14,4,SC,P. VELU,M,38,SC,795,21105,#f1c40f
IND,2006,Thirubuvanai,Pondicherry,14,5,SC,D. VISWANATHAN,M,46,SC,374,21105,#bdc3c7
BJP,2006,Thirubuvanai,Pondicherry,14,6,SC,ARUMUGAM. N,M,46,SC,274,21105,#ff7f0e
BSP,2006,Thirubuvanai,Pondicherry,14,7,SC,M. SUNDARAMOORTHY,M,38,SC,106,21105,#222
PMK,2006,Mannadipeth,Pondicherry,15,1,GEN,P. ARULMURUGAN,M,30,GEN,8193,19308,#d35400
IND,2006,Mannadipeth,Pondicherry,15,2,GEN,N. RAJARAM,M,68,GEN,6386,19308,#bdc3c7
ADMK,2006,Mannadipeth,Pondicherry,15,3,GEN,VENKATESWARAN @,M,40,GEN,3611,19308,#b2d33c
DMDK,2006,Mannadipeth,Pondicherry,15,4,GEN,A. MUTHU,M,37,GEN,386,19308,#f1c40f
IND,2006,Mannadipeth,Pondicherry,15,5,GEN,M. LATCHUMANAN,M,53,GEN,372,19308,#bdc3c7
BJP,2006,Mannadipeth,Pondicherry,15,6,GEN,THASARAMAN. S,M,38,GEN,131,19308,#ff7f0e
BSP,2006,Mannadipeth,Pondicherry,15,7,GEN,S. SYAD FARUK,M,27,GEN,75,19308,#222
IND,2006,Mannadipeth,Pondicherry,15,8,GEN,S. MOHANARAMAN,M,55,GEN,60,19308,#bdc3c7
IND,2006,Mannadipeth,Pondicherry,15,9,GEN,R. DHANDAPANI,M,34,GEN,53,19308,#bdc3c7
IND,2006,Mannadipeth,Pondicherry,15,10,GEN,S. R. RAJARAMAN,M,58,GEN,41,19308,#bdc3c7
IND,2006,Ossudu,Pondicherry,16,1,SC,A. ELUMALAI,M,41,SC,6417,18555,#bdc3c7
IND,2006,Ossudu,Pondicherry,16,2,SC,P. SOUNDIRARADJOU,M,48,SC,3755,18555,#bdc3c7
DMK,2006,Ossudu,Pondicherry,16,3,SC,T. MATHIVANAN,M,39,SC,3164,18555,#c0392b
IND,2006,Ossudu,Pondicherry,16,4,SC,N. MARIMUTHU,M,77,SC,3061,18555,#bdc3c7
IND,2006,Ossudu,Pondicherry,16,5,SC,S. BALARAMAN,M,57,SC,900,18555,#bdc3c7
ADMK,2006,Ossudu,Pondicherry,16,6,SC,S. ARASI,F,43,SC,642,18555,#b2d33c
DMDK,2006,Ossudu,Pondicherry,16,7,SC,A. PUGAZHENDHY,M,37,SC,250,18555,#f1c40f
LJP,2006,Ossudu,Pondicherry,16,8,SC,ILAVARASSANE,M,28,SC,202,18555,#222
IND,2006,Ossudu,Pondicherry,16,9,SC,AROUNASSALAME,M,29,SC,88,18555,#bdc3c7
BJP,2006,Ossudu,Pondicherry,16,10,SC,A. KANNAN,M,46,SC,76,18555,#ff7f0e
IND,2006,Villenour,Pondicherry,17,1,GEN,J. NARAYANASAMY,M,55,GEN,11950,24202,#bdc3c7
INC,2006,Villenour,Pondicherry,17,2,GEN,C. DJEACOUMAR,M,54,GEN,10441,24202,#2ecc71
PMC,2006,Villenour,Pondicherry,17,3,GEN,C. RAMADASSOU,M,57,GEN,1101,24202,#222
BJP,2006,Villenour,Pondicherry,17,4,GEN,P. CANNANE,M,38,GEN,286,24202,#ff7f0e
IND,2006,Villenour,Pondicherry,17,5,GEN,A. SELVALATCHOUMY,F,29,SC,196,24202,#bdc3c7
DMDK,2006,Villenour,Pondicherry,17,6,GEN,DR. C. RAJASEKARAN,M,53,GEN,127,24202,#f1c40f
IND,2006,Villenour,Pondicherry,17,7,GEN,PON. SUGUMARAN,M,37,GEN,48,24202,#bdc3c7
IND,2006,Villenour,Pondicherry,17,8,GEN,N. SARALA,F,41,GEN,38,24202,#bdc3c7
IND,2006,Villenour,Pondicherry,17,9,GEN,B. SANTHANAM,M,52,GEN,15,24202,#bdc3c7
INC,2006,Ozhukarai,Pondicherry,18,1,GEN,A. NAMASSIVAYAM,M,37,GEN,14072,29233,#2ecc71
ADMK,2006,Ozhukarai,Pondicherry,18,2,GEN,K. NATARAJAN,M,56,GEN,12824,29233,#b2d33c
DMDK,2006,Ozhukarai,Pondicherry,18,3,GEN,R. SELVARAJ,M,47,GEN,1408,29233,#f1c40f
BJP,2006,Ozhukarai,Pondicherry,18,4,GEN,DR.N. DHARMARAJ,M,60,GEN,307,29233,#ff7f0e
IND,2006,Ozhukarai,Pondicherry,18,5,GEN,R. MATHIVANAN,M,44,GEN,168,29233,#bdc3c7
IND,2006,Ozhukarai,Pondicherry,18,6,GEN,T. MANICKAVASAGANE,M,47,GEN,119,29233,#bdc3c7
IND,2006,Ozhukarai,Pondicherry,18,7,GEN,G. RADHAKRISHNAN,M,53,GEN,114,29233,#bdc3c7
BSP,2006,Ozhukarai,Pondicherry,18,8,GEN,V. MUNISAMY,M,48,GEN,81,29233,#222
CPI(ML)(L),2006,Ozhukarai,Pondicherry,18,9,GEN,S.BALASUBRAMANIAN,M,47,GEN,65,29233,#222
IND,2006,Ozhukarai,Pondicherry,18,10,GEN,N. SABITH,M,30,GEN,42,29233,#bdc3c7
IND,2006,Ozhukarai,Pondicherry,18,11,GEN,ADIMOOLAM,M,53,GEN,24,29233,#bdc3c7
IND,2006,Ozhukarai,Pondicherry,18,12,GEN,P. SHANMUGAM,M,53,GEN,9,29233,#bdc3c7
INC,2006,Thattanchavady,Pondicherry,19,1,GEN,N. RANGASAMY,M,56,GEN,27024,29949,#2ecc71
ADMK,2006,Thattanchavady,Pondicherry,19,2,GEN,T. GUNASEKARAN,M,43,GEN,2026,29949,#b2d33c
BJP,2006,Thattanchavady,Pondicherry,19,3,GEN,BASKARAN,M,43,GEN,359,29949,#ff7f0e
RSP,2006,Thattanchavady,Pondicherry,19,4,GEN,K. LENIN,M,48,GEN,241,29949,#222
IND,2006,Thattanchavady,Pondicherry,19,5,GEN,M.R. GOVINDAN,M,41,GEN,173,29949,#bdc3c7
IND,2006,Thattanchavady,Pondicherry,19,6,GEN,S. ARUMUGAM,M,41,GEN,126,29949,#bdc3c7
CPI,2006,Reddiarpalayam,Pondicherry,20,1,GEN,R.VISWANATHAN,M,57,GEN,17314,34330,#ff5757
ADMK,2006,Reddiarpalayam,Pondicherry,20,2,GEN,A.M. KRISHNAMURTHY,M,49,GEN,13925,34330,#b2d33c
