party,state,constituency,poll_date,name,age,gender,education,category,assets,criminal_cases,color,party_name
BJP,Haryana,Gurgaon,10-04-2014,inderjitsingh,64,Male,Graduate Professional,GEN,250698763,0,#FB7B0D,Bharatiya Janata Party
IND,Tamil Nadu,Vellore,24-04-2014,sivaprakasam-rs,58,Male,12th,GEN,250500000,1,,Independent
INC,Karnataka,Bangalore North,17-04-2014,cnarayanaswamy,65,Male,Post Graduate,GEN,247952597,0,#019733,Indian National Congress
INC,Punjab,Gurdaspur,30-04-2014,partapsinghbajwa,57,Male,Graduate,GEN,247069039,0,#019733,Indian National Congress
AAP,Haryana,Sonipat,10-04-2014,jaisingh,62,Male,Post Graduate,GEN,246912638,0,,Aam Aadmi Party
INLD,Haryana,Rohtak,10-04-2014,shamshersinghkharkara,56,Male,Post Graduate,GEN,242943888,0,,Indian National Lok Dal
INC,Uttar Pradesh,Muzaffarnagar,10-04-2014,pankajagarwal,43,Male,Graduate,GEN,242260053,0,#019733,Indian National Congress
INC,Tamil Nadu,Salem,24-04-2014,rangarajanmohankumaramangalam,35,Male,Post Graduate,GEN,240204511,0,#019733,Indian National Congress
BJP,Rajasthan,Jhalawar-Baran,17-04-2014,dushyant,43,Male,Post Graduate,GEN,239006838,0,#FB7B0D,Bharatiya Janata Party
INC,Karnataka,Bidar,17-04-2014,ndharamsingh,78,Male,Post Graduate,GEN,236308464,1,#019733,Indian National Congress
INC,Maharashtra,Solapur,17-04-2014,shindesushilkumarsambhajirao,73,Male,Graduate Professional,GEN,234700792,0,#019733,Indian National Congress
SP,Maharashtra,Buldhana,10-04-2014,vasantraosukhdevdandage,62,Male,Graduate,GEN,233640000,0,#B15928,Samajwadi Party
IND,National Capital Territory Of Delhi,North West Delhi,10-04-2014,kaminikaur,49,Female,8th,GEN,233096000,0,,Independent
BJP,Karnataka,Davanagere,17-04-2014,gmsiddeshwara,61,Male,10th,GEN,232375703,0,#FB7B0D,Bharatiya Janata Party
AIADMK,Tamil Nadu,Pollachi,24-04-2014,mahendranc,42,Male,Post Graduate,GEN,231430367,0,#9DBC2A,All India Anna Dravida Munnetra Kazhagam
INC,Kerala,Thiruvananthapuram,10-04-2014,drshashitharoor,58,Male,Doctorate,GEN,230275186,0,#019733,Indian National Congress
INC,Gujarat,Mahesana,30-04-2014,pateljivabhaiambalal,75,Male,10th,GEN,229480000,0,#019733,Indian National Congress
SP,Uttar Pradesh,Fatehpur,30-04-2014,rakeshsachan,58,Male,Post Graduate,GEN,228815082,8,#B15928,Samajwadi Party
INC,Himachal Pradesh,Hamirpur,07-05-2014,rajindersinghranasolateshrisukhram,48,Male,Graduate,GEN,228697768,0,#019733,Indian National Congress
INC,Andhra Pradesh,Vijayawada,07-05-2014,avinashdevineni,26,Male,Post Graduate,GEN,228035761,0,#019733,Indian National Congress
BJP,Maharashtra,Pune,17-04-2014,anilshirole,63,Male,Graduate,GEN,227615279,2,#FB7B0D,Bharatiya Janata Party
TDP,Andhra Pradesh,Anantapur,07-05-2014,juturchinnareddydivakarreddy,70,Male,12th,GEN,226481020,0,#4bacc6,Telugu Desam
BJP,Maharashtra,Jalgaon,24-04-2014,patilashoktapiram,52,Male,Graduate,GEN,226180395,0,#FB7B0D,Bharatiya Janata Party
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Andhra Pradesh,Rajampet,07-05-2014,pvmidhunreddy,36,Male,Post Graduate,GEN,225984036,1,,Yuvajana Sramika Rythu Congress Party
INC,Uttarakhand,Tehri Garhwal,07-05-2014,saketbahuguna,40,Male,Graduate Professional,GEN,225729228,0,#019733,Indian National Congress
JDS,Karnataka,Chikkodi,17-04-2014,shrimantbalasahebpatil,59,Male,Graduate,GEN,223524192,5,#8064a2,Janata Dal  (Secular)
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Andhra Pradesh,Nandyal,07-05-2014,spyreddy,64,Male,Graduate,GEN,219578079,2,,Yuvajana Sramika Rythu Congress Party
SP,Uttar Pradesh,Bhadohi,07-05-2014,seemamishra,37,Female,Post Graduate,GEN,218115154,0,#B15928,Samajwadi Party
NCP,Maharashtra,Nashik,24-04-2014,bhujbalchhaganchandrakant,66,Male,10th,GEN,217559536,1,,Nationalist Congress Party
INC,Bihar,Muzaffarpur,07-05-2014,akhileshprasadsingh,44,Male,Doctorate,GEN,216275454,0,#019733,Indian National Congress
NPP,Meghalaya,Tura,09-04-2014,purnoagitoksangma,66,Male,Post Graduate,GEN,215134618,0,,National Peoples Party
INC,Gujarat,Sabarkantha,30-04-2014,vaghelashankersinh,74,Male,Post Graduate,GEN,213576053,0,#019733,Indian National Congress
TDP,Andhra Pradesh,Anakapalle,07-05-2014,muttamsettisrinivasarao,47,Male,Illiterate,GEN,213294327,1,#4bacc6,Telugu Desam
INC,Tamil Nadu,Dharmapuri,24-04-2014,ramasuganthan,43,Male,Post Graduate,GEN,207501877,0,#019733,Indian National Congress
AAP,Kerala,Ernakulam,10-04-2014,anithaprathap,55,Female,Graduate Professional,GEN,203330000,0,,Aam Aadmi Party
TRS,Andhra Pradesh,Bhongir,30-04-2014,drnarsaiahboora,55,Male,Post Graduate,GEN,202983225,0,,Telangana Rashtra Samithi
AAP,Maharashtra,Mumbai North,24-04-2014,satishparasmaljain,45,Male,Graduate,GEN,201971234,0,,Aam Aadmi Party
JKPDP,Jammu Kashmir,Baramulla,07-05-2014,muzaffarhussainbaig,67,Male,Post Graduate,GEN,200707183,0,,Jammu & Kashmir Peoples Democratic Party
BJP,National Capital Territory Of Delhi,North East Delhi,10-04-2014,manojtiwari,43,Male,Post Graduate,GEN,199483924,0,#FB7B0D,Bharatiya Janata Party
INC,Uttar Pradesh,Ghaziabad,10-04-2014,rajbabbar,63,Male,12th,GEN,197233950,1,#019733,Indian National Congress
INC,Tamil Nadu,Arakkonam,24-04-2014,rajesh-r,34,Male,Post Graduate,GEN,196025973,0,#019733,Indian National Congress
INC,Karnataka,Shimoga,17-04-2014,vmanjunathbhandary,52,Male,Doctorate,GEN,194691247,0,#019733,Indian National Congress
AAP,Maharashtra,Nagpur,10-04-2014,anjalianishdamania,45,Female,Graduate Professional,GEN,193161591,0,,Aam Aadmi Party
BJP,Uttar Pradesh,Maharajganj,12-05-2014,pankaj,44,Male,12th,GEN,191819151,0,#FB7B0D,Bharatiya Janata Party
SAD,Punjab,Ludhiana,30-04-2014,manpreetsinghayali,39,Male,12th,GEN,191314896,0,,Shiromani Akali Dal
JMM,Jharkhand,Jamshedpur,17-04-2014,niroopmahanty,64,Male,Post Graduate,GEN,191088713,0,,Jharkhand Mukti Morcha
IND,Bihar,Valmiki Nagar,12-05-2014,omshantibaba,50,Male,Literate,GEN,190215000,0,,Independent
BJP,Rajasthan,Rajsamand,17-04-2014,hariomsinghrathore,56,Male,Graduate,GEN,188310824,0,#FB7B0D,Bharatiya Janata Party
TDP,Andhra Pradesh,Ongole,07-05-2014,maguntasrinivasulureddy,60,Male,Graduate,GEN,187848488,0,#4bacc6,Telugu Desam
INC,Karnataka,Kolar,17-04-2014,khmuniyappa,67,Male,Graduate Professional,GEN,184663000,0,#019733,Indian National Congress
BJP,Maharashtra,Jalna,24-04-2014,danveraosahebdadarao,60,Male,Graduate,GEN,184411862,4,#FB7B0D,Bharatiya Janata Party
AITC,West Bengal,Darjeeling,17-04-2014,bhaichungbhutia,37,Male,10th,GEN,184406721,0,#0C6965,All India Trinamool Congress
IND,Goa,North Goa,12-04-2014,dayanandgnarvekar,64,Male,Graduate Professional,GEN,184306689,2,,Independent
INC,Uttar Pradesh,Phulpur,07-05-2014,mohammadkaif,33,Male,12th,GEN,184193144,0,#019733,Indian National Congress
IND,Maharashtra,Mumbai North Central,24-04-2014,sanjuverma,43,Female,Post Graduate,GEN,183100000,0,,Independent
INLD,Haryana,Bhiwani-Mahendragarh,10-04-2014,bahadursingh,57,Male,5th,GEN,182580199,0,,Indian National Lok Dal
IND,National Capital Territory Of Delhi,New Delhi,10-04-2014,kpsankaranmenon,68,Male,Doctorate,GEN,182208649,0,,Independent
INC,Uttar Pradesh,Pratapgarh,07-05-2014,rajkumariratnasingh,54,Female,Graduate,GEN,182186713,6,#019733,Indian National Congress
JDU,Bihar,Darbhanga,30-04-2014,sanjaykumarjha,46,Male,Post Graduate,GEN,181383957,0,#8064a2,Janata Dal  (United)
TDP,Andhra Pradesh,Rajahmundry,07-05-2014,muralimohanmaganti,73,Male,12th,GEN,180822216,1,#4bacc6,Telugu Desam
SP,Uttar Pradesh,Ghaziabad,10-04-2014,sudhankumar,47,Male,Graduate,GEN,180682500,0,#B15928,Samajwadi Party
IND,Andhra Pradesh,Vijayawada,07-05-2014,yaramkatamraju,52,Male,Illiterate,GEN,180047712,0,,Independent
TRS,Andhra Pradesh,Nalgonda,30-04-2014,drpallarajeshwarreddy,50,Male,Doctorate,GEN,178513297,0,,Telangana Rashtra Samithi
SP,Uttar Pradesh,Unnao,30-04-2014,arunshankarshukla,56,Male,10th,GEN,178200582,2,#B15928,Samajwadi Party
SAD,Punjab,Khadoor Sahib,30-04-2014,ranjitsinghbrahmpura,76,Male,8th,GEN,177814755,0,,Shiromani Akali Dal
SP,Uttarakhand,Hardwar,07-05-2014,anitasaini,40,Female,Literate,GEN,177295204,0,#B15928,Samajwadi Party
AAP,Rajasthan,Pali,17-04-2014,maheshbhandari,53,Male,Post Graduate,GEN,176779000,0,,Aam Aadmi Party
JDS,Karnataka,Shimoga,17-04-2014,geethashivarajkumar,49,Female,Graduate,GEN,176721674,0,#8064a2,Janata Dal  (Secular)
BJP,Madhya Pradesh,Vidisha,24-04-2014,sushmaswaraj,62,Female,Graduate Professional,GEN,175516422,0,#FB7B0D,Bharatiya Janata Party
AAP,Punjab,Amritsar,30-04-2014,daljitsingh,79,Male,Post Graduate,GEN,175331173,0,,Aam Aadmi Party
BJP,Jharkhand,Chatra,10-04-2014,sunilkumarsingh,52,Male,Post Graduate,GEN,174744806,0,#FB7B0D,Bharatiya Janata Party
BJP,Rajasthan,Barmer,17-04-2014,colsonaram,73,Male,Graduate Professional,GEN,174678454,1,#FB7B0D,Bharatiya Janata Party
BJP,Gujarat,Jamnagar,30-04-2014,maadampoonambenhematbhai,39,Female,Graduate,GEN,174372249,0,#FB7B0D,Bharatiya Janata Party
INC,Tamil Nadu,Thanjavur,24-04-2014,krishnasamyvandayart,38,Male,Graduate Professional,GEN,173643172,0,#019733,Indian National Congress
INC,National Capital Territory Of Delhi,South Delhi,10-04-2014,rameshkumar,58,Male,10th,GEN,172314296,0,#019733,Indian National Congress
BJP,West Bengal,Sreerampur,30-04-2014,bappiapareshlahiri,62,Male,8th,GEN,172256444,0,#FB7B0D,Bharatiya Janata Party
IND,Uttar Pradesh,Phulpur,07-05-2014,milanmukherjee,71,Male,Post Graduate,GEN,171163953,0,,Independent
NCP,Maharashtra,Madha,17-04-2014,mohitepatilvijaysinhshankarrao,69,Male,10th,GEN,170253390,1,,Nationalist Congress Party
JDS,Karnataka,Kolar,17-04-2014,kolarkesava,42,Male,Graduate,GEN,168319791,7,#8064a2,Janata Dal  (Secular)
SAD,Punjab,Patiala,30-04-2014,deepindersinghdhillon,53,Male,Graduate Professional,GEN,167763561,0,,Shiromani Akali Dal
INC,Andhra Pradesh,Visakhapatnam,07-05-2014,bolisettisatyanarayana,57,Male,Graduate,GEN,166746916,0,#019733,Indian National Congress
SP,Uttar Pradesh,Ghosi,12-05-2014,rajeevkumarrai,45,Male,Others,GEN,165537359,0,#B15928,Samajwadi Party
INC,Karnataka,Hassan,17-04-2014,manjua,56,Male,Graduate Professional,GEN,165271740,0,#019733,Indian National Congress
SP,Uttar Pradesh,Azamgarh,12-05-2014,mulayamsinghyadav,74,Male,Post Graduate,GEN,159671544,0,#B15928,Samajwadi Party
SP,Uttar Pradesh,Mainpuri,24-04-2014,mulayamsinghyadav,74,Male,Post Graduate,GEN,159671544,0,#B15928,Samajwadi Party
JDS,Karnataka,Bangalore North,17-04-2014,abdulazeem,61,Male,Post Graduate,GEN,158909760,0,#8064a2,Janata Dal  (Secular)
AAP,Kerala,Chalakudy,10-04-2014,kmnoordeen,62,Male,Graduate,GEN,158604311,0,,Aam Aadmi Party
INC,Maharashtra,Hatkanangle,17-04-2014,awadekallappababurao,82,Male,10th,GEN,157503816,0,#019733,Indian National Congress
AAP,Uttarakhand,Hardwar,07-05-2014,kanchanchoudhrybhatttacharya,66,Female,Post Graduate,GEN,156813488,0,,Aam Aadmi Party
BJP,Jharkhand,Godda,24-04-2014,nishikantdubey,42,Male,Post Graduate,GEN,155633719,5,#FB7B0D,Bharatiya Janata Party
BJP,Dadra Nagar Haveli,Dadra Nagar Haveli,30-04-2014,natubhaigpatel,41,Male,5th,GEN,154760217,5,#FB7B0D,Bharatiya Janata Party
JDU,Bihar,Nawada,10-04-2014,kaushalyadav,44,Male,Post Graduate,GEN,154566136,8,#8064a2,Janata Dal  (United)
INC,Tamil Nadu,Tiruppur,24-04-2014,evkselangovan,65,Male,Graduate,GEN,153853744,3,#019733,Indian National Congress
BJP,Maharashtra,Nagpur,10-04-2014,gadkarinitinjairam,56,Male,Graduate Professional,GEN,153704475,4,#FB7B0D,Bharatiya Janata Party
AITC,West Bengal,Ghatal,12-05-2014,deepakadhikaridev,32,Male,10th,GEN,152447159,0,#0C6965,All India Trinamool Congress
TRS,Andhra Pradesh,Medak,30-04-2014,kalvakuntlachandrashekarrao,60,Male,Graduate,GEN,151582464,2,,Telangana Rashtra Samithi
BJP,Karnataka,Bellary,17-04-2014,bsreeramulu,43,Male,Graduate,GEN,151392844,8,#FB7B0D,Bharatiya Janata Party
INC,Andhra Pradesh,Medak,30-04-2014,drpsravankumarreddy,39,Male,Graduate Professional,GEN,150851000,0,#019733,Indian National Congress
INC,Maharashtra,Aurangabad,24-04-2014,patilnitinsuresh,44,Male,Graduate,GEN,150699930,7,#019733,Indian National Congress
AITC,Goa,South Goa,12-04-2014,churchillalemao,64,Male,Others,GEN,149868252,3,#0C6965,All India Trinamool Congress
INLD,Haryana,Faridabad,10-04-2014,rkanand,71,Male,Graduate Professional,GEN,149352852,0,,Indian National Lok Dal
NCP,Maharashtra,Thane,24-04-2014,sanjeevganeshnaik,42,Male,12th,GEN,148635752,0,,Nationalist Congress Party
BJP,National Capital Territory Of Delhi,South Delhi,10-04-2014,rameshbidhuri,52,Male,Graduate Professional,GEN,147493056,4,#FB7B0D,Bharatiya Janata Party
INC,Punjab,Sangrur,30-04-2014,vijayindersingla,42,Male,Graduate Professional,GEN,147378890,0,#019733,Indian National Congress
BJP,Bihar,Ujiarpur,07-05-2014,nityanandrai,48,Male,Graduate,GEN,146743540,1,#FB7B0D,Bharatiya Janata Party
AIADMK,Tamil Nadu,Thanjavur,24-04-2014,parasuramank,53,Male,12th,GEN,146049347,0,#9DBC2A,All India Anna Dravida Munnetra Kazhagam
BJP,Bihar,Muzaffarpur,07-05-2014,ajaynishad,45,Male,Graduate,GEN,145712654,0,#FB7B0D,Bharatiya Janata Party
SP,Uttar Pradesh,Bijnor,10-04-2014,shahnawajrana,41,Male,Graduate Professional,GEN,145562257,11,#B15928,Samajwadi Party
BJP,Daman Diu,Daman Diu,30-04-2014,patellalubhaibabubhai,58,Male,8th,GEN,144931238,1,#FB7B0D,Bharatiya Janata Party
BJP,Maharashtra,Raver,24-04-2014,khadaserakshanikhil,26,Female,Graduate,GEN,144222841,0,#FB7B0D,Bharatiya Janata Party
NCP,Maharashtra,Dindori,24-04-2014,drbharatipravinpawar,35,Female,Doctorate,GEN,143541254,0,,Nationalist Congress Party
BJP,Rajasthan,Jodhpur,17-04-2014,gajendrasinghshekhawat,46,Male,Post Graduate,GEN,143491494,0,#FB7B0D,Bharatiya Janata Party
BJP,Rajasthan,Bhilwara,17-04-2014,subhashchandrabaheria,57,Male,Graduate,GEN,142870042,0,#FB7B0D,Bharatiya Janata Party
BJP,Haryana,Sonipat,10-04-2014,rameshkaushik,54,Male,Graduate Professional,GEN,142840716,0,#FB7B0D,Bharatiya Janata Party
INC,Rajasthan,Bhilwara,17-04-2014,ashokchandna,29,Male,Graduate,GEN,141642689,1,#019733,Indian National Congress
SAD,Punjab,Anandpur Sahib,30-04-2014,premsinghchandumajra,64,Male,Post Graduate,GEN,141599902,0,,Shiromani Akali Dal
TRS,Andhra Pradesh,Mahbubnagar,30-04-2014,apjithenderreddy,60,Male,Graduate,GEN,140831576,4,,Telangana Rashtra Samithi
INC,Uttar Pradesh,Jaunpur,12-05-2014,ravikishan,44,Male,Graduate,GEN,140289942,0,#019733,Indian National Congress
BJP,Uttar Pradesh,Badaun,17-04-2014,vagishpathak,54,Male,Post Graduate,GEN,138995758,0,#FB7B0D,Bharatiya Janata Party
BJP,Andhra Pradesh,Bhongir,30-04-2014,nindrasenareddy,64,Male,Post Graduate,GEN,138815590,0,#FB7B0D,Bharatiya Janata Party
IND,Bihar,Jhanjharpur,30-04-2014,chandramohanjha,59,Male,Doctorate,GEN,138813648,3,,Independent
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Andhra Pradesh,Vizianagaram,07-05-2014,venkataswethachalapathikumarakrishnarangaraoravu,33,Male,12th,GEN,138515567,0,,Yuvajana Sramika Rythu Congress Party
IND,Punjab,Ludhiana,30-04-2014,simarjeetsinghbains,43,Male,Graduate,GEN,137823395,2,,Independent
INC,Karnataka,Chikkballapur,17-04-2014,mveerappamoily,74,Male,Graduate Professional,GEN,137366682,0,#019733,Indian National Congress
INC,Maharashtra,Ratnagiri Sindhudurg,17-04-2014,nileshnarayanrane,33,Male,Doctorate,GEN,136811633,2,#019733,Indian National Congress
SP,Uttar Pradesh,Farrukhabad,24-04-2014,rameshwarsingh,0,Male,10th,GEN,135820923,13,#B15928,Samajwadi Party
BJP,Rajasthan,Jaipur,17-04-2014,ramcharanbohara,56,Male,12th,GEN,135809546,0,#FB7B0D,Bharatiya Janata Party
IND,Andhra Pradesh,Kurnool,07-05-2014,dandeyugander,45,Male,10th,GEN,135654625,0,,Independent
BJP,Madhya Pradesh,Hoshangabad,10-04-2014,udaypratapsingh,49,Male,Graduate,GEN,133375092,1,#FB7B0D,Bharatiya Janata Party
BJP,Haryana,Kurukshetra,10-04-2014,rajkumarsaini,60,Male,Graduate,GEN,132880476,0,#FB7B0D,Bharatiya Janata Party
AIADMK,Tamil Nadu,Karur,24-04-2014,thambiduraim,67,Male,Doctorate,GEN,132457262,2,#9DBC2A,All India Anna Dravida Munnetra Kazhagam
NCP,Maharashtra,Osmanabad,17-04-2014,patilpadmasinhabajirao,73,Male,Graduate Professional,GEN,131918437,6,,Nationalist Congress Party
INC,Daman Diu,Daman Diu,30-04-2014,patelketanbhaidahayabhai,39,Male,Others,GEN,131833259,1,#019733,Indian National Congress
INC,Uttar Pradesh,Maharajganj,12-05-2014,harshvardhan,66,Male,Graduate,GEN,131483270,1,#019733,Indian National Congress
BJP,Gujarat,Valsad,30-04-2014,drkcpatel,65,Male,Graduate Professional,GEN,131141867,0,#FB7B0D,Bharatiya Janata Party
BJP,Maharashtra,Nandurbar,24-04-2014,drgavitheenavaijaykumar,26,Female,Graduate Professional,GEN,131103963,0,#FB7B0D,Bharatiya Janata Party
INC,Maharashtra,Jalna,24-04-2014,autadevilaskeshavrao,45,Male,12th,GEN,130505302,1,#019733,Indian National Congress
BJP,Karnataka,Mandya,17-04-2014,shivalingaiah,63,Male,Doctorate,GEN,130363533,0,#FB7B0D,Bharatiya Janata Party
AAP,Rajasthan,Jhunjhunu,17-04-2014,rskadyan,70,Male,Post Graduate,GEN,130227500,0,,Aam Aadmi Party
AAP,Chandigarh,Chandigarh,10-04-2014,gulkiratkaurpanag,35,Female,Post Graduate,GEN,129508000,0,,Aam Aadmi Party
TDP,Andhra Pradesh,Eluru,07-05-2014,venkateswararaomaganti,54,Male,10th,GEN,129394729,2,#4bacc6,Telugu Desam
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Andhra Pradesh,Tirupati,07-05-2014,varaprasadraovelagapalli,61,Male,Doctorate,GEN,129128388,0,,Yuvajana Sramika Rythu Congress Party
BJP,Bihar,Aurangabad,10-04-2014,sushilkumarsingh,48,Male,Post Graduate,GEN,127845854,5,#FB7B0D,Bharatiya Janata Party
AIADMK,Tamil Nadu,Namakkal,24-04-2014,sundarampr,62,Male,Graduate,GEN,126539914,0,#9DBC2A,All India Anna Dravida Munnetra Kazhagam
BJP,Maharashtra,Dhule,24-04-2014,bhamaresubhashramrao,61,Male,Graduate Professional,GEN,125833320,0,#FB7B0D,Bharatiya Janata Party
INC,Uttar Pradesh,Farrukhabad,24-04-2014,salmankhursheed,61,Male,Post Graduate,GEN,123886145,0,#019733,Indian National Congress
IND,Bihar,Pataliputra,17-04-2014,sunilkumarsingh,45,Male,Post Graduate,GEN,123369500,0,,Independent
SP,Uttar Pradesh,Fatehpur Sikri,24-04-2014,ranipakshalikasingh,53,Female,Graduate,GEN,121911632,0,#B15928,Samajwadi Party
AAP,West Bengal,Barrackpur,12-05-2014,mihirbiswas,48,Male,Graduate Professional,GEN,120719032,0,,Aam Aadmi Party
IND,Rajasthan,Barmer,17-04-2014,jaswantsingh,77,Male,Graduate,GEN,120424990,0,,Independent
INC,Uttar Pradesh,Meerut,10-04-2014,morarjinagmaarvind,43,Male,Graduate,GEN,117912089,0,#019733,Indian National Congress
IND,Bihar,Vaishali,12-05-2014,anushukla,38,Female,12th,GEN,115649612,1,,Independent
BJP,Bihar,Madhubani,30-04-2014,hukumdeonarayanyadav,77,Male,Graduate,GEN,115196945,0,#FB7B0D,Bharatiya Janata Party
IND,Uttar Pradesh,Basti,07-05-2014,ramsankargupta,65,Male,10th,GEN,114506895,0,,Independent
INC,Andhra Pradesh,Kakinada,07-05-2014,mangapatipallamrajumallipudi,51,Male,Post Graduate,GEN,113518442,0,#019733,Indian National Congress
INC,Karnataka,Bijapur,17-04-2014,prakashrathod,53,Male,Post Graduate,GEN,113403666,3,#019733,Indian National Congress
INC,Haryana,Faridabad,10-04-2014,avtarsinghbhadana,58,Male,8th,GEN,112529244,1,#019733,Indian National Congress
IND,Maharashtra,Raver,24-04-2014,drulhasvasudeopatil,53,Male,Doctorate,GEN,112059276,1,,Independent
INC,Karnataka,Dharwad,17-04-2014,vinaykulkarni,47,Male,12th,GEN,111890685,2,#019733,Indian National Congress
INC,Rajasthan,Alwar,24-04-2014,jitendrasingh,42,Male,Graduate,GEN,111824330,0,#019733,Indian National Congress
INC,Andhra Pradesh,Rajahmundry,07-05-2014,kandulalakshmidurgeshprasad,55,Male,Post Graduate,GEN,111286820,1,#019733,Indian National Congress
INC,Tamil Nadu,Arani,24-04-2014,mkvishnuprasad,42,Male,Graduate Professional,GEN,110571761,1,#019733,Indian National Congress
BJP,Madhya Pradesh,Morena,17-04-2014,anoopmishra,57,Male,12th,GEN,110523112,0,#FB7B0D,Bharatiya Janata Party
BJP,Uttar Pradesh,Kushi Nagar,12-05-2014,rajeshpandeyurfguddu,55,Male,Post Graduate,GEN,110407014,0,#FB7B0D,Bharatiya Janata Party
AAP,Rajasthan,Bharatpur,24-04-2014,gopalpaharia,65,Male,Graduate,GEN,108894131,1,,Aam Aadmi Party
BJP,Maharashtra,Sangli,17-04-2014,sanjaykakapatil,49,Male,10th,GEN,108791027,0,#FB7B0D,Bharatiya Janata Party
AAP,Punjab,Ludhiana,30-04-2014,harvindersinghphoolka,58,Male,Graduate Professional,GEN,108596036,0,,Aam Aadmi Party
IND,Punjab,Patiala,30-04-2014,lakhwindersinghmalhi,62,Male,12th,GEN,108340000,0,,Independent
AITC,West Bengal,Bardhaman-Durgapur,30-04-2014,mamtazsanghamita,68,Female,Post Graduate,GEN,107680000,0,#0C6965,All India Trinamool Congress
BJP,National Capital Territory Of Delhi,West Delhi,10-04-2014,parveshsahibsingh,36,Male,Post Graduate,GEN,107235461,1,#FB7B0D,Bharatiya Janata Party
IND,Maharashtra,Satara,17-04-2014,purushottamjadhav,50,Male,10th,GEN,106966036,5,,Independent
IND,Uttar Pradesh,Saharanpur,10-04-2014,seshraj,64,Male,Others,GEN,106068354,0,,Independent
INC,Arunachal Pradesh,Arunachal West,09-04-2014,takamsanjoy,47,Male,Graduate,GEN,105915042,0,#019733,Indian National Congress
INC,Uttar Pradesh,Kushi Nagar,12-05-2014,kunwarratanjitpratapnarainsingh,49,Male,Graduate,GEN,104788960,0,#019733,Indian National Congress
NCP,Bihar,Katihar,24-04-2014,shahtariqanwar,63,Male,Graduate,GEN,104600951,1,,Nationalist Congress Party
INC,Punjab,Jalandhar,30-04-2014,santokhsinghchaudhary,67,Male,Graduate Professional,GEN,104040531,0,#019733,Indian National Congress
AAP,Uttar Pradesh,Badaun,17-04-2014,hemamehra,58,Female,10th,GEN,103368000,0,,Aam Aadmi Party
INC,Karnataka,Gulbarga,17-04-2014,mallikarjunkharge,72,Male,Graduate Professional,GEN,102220880,0,#019733,Indian National Congress
SHS,Maharashtra,Thane,24-04-2014,vicharerajanbaburao,52,Male,10th,GEN,102091612,13,#F05A00,Shivsena
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Andhra Pradesh,Kakinada,07-05-2014,sunilkumarchalamalasetty,44,Male,Post Graduate,GEN,101992671,0,,Yuvajana Sramika Rythu Congress Party
BJP,Uttar Pradesh,Bansgaon,12-05-2014,kamleshpaswan,38,Male,Graduate,GEN,101640625,0,#FB7B0D,Bharatiya Janata Party
BJD,Orissa,Keonjhar,17-04-2014,sakuntalalaguri,34,Female,10th,GEN,101531625,0,#000000,Biju Janata Dal
INC,Uttar Pradesh,Dhaurahra,30-04-2014,kuwarjitinprasad,37,Male,Post Graduate,GEN,101050407,0,#019733,Indian National Congress
SP,Uttar Pradesh,Firozabad,24-04-2014,akshayyadav,27,Male,Graduate,GEN,100883304,0,#B15928,Samajwadi Party
