party,constituency,state,poll_date,name,age,gender,education,category,assets,criminal_cases,color,sub_name,constituency_name,party_name
INC,Wardha,Maharashtra,10-04-2014,Meghe Sagar Dattatraya,43,Male,Graduate,GEN,340138817,0,#019733,meghesagardattatraya,Wardha,Indian National Congress
IND,Ahmednagar,Maharashtra,17-04-2014,Kolsepatil Baban Gangadhar,73,Male,Graduate Professional,GEN,337159952,3,,kolsepatilbabangangadhar,Ahmadnagar,Independent
BJP,Chandigarh,Chandigarh,10-04-2014,Smt Kirron Kher,61,Female,Post Graduate,GEN,335343871,0,#FB7B0D,smtkirronkher,Chandigarh,Bharatiya Janata Party
SP,Aligarh,Uttar Pradesh,10-04-2014,Zafar Alam,69,Male,Graduate Professional,GEN,331958000,0,#B15928,zafaralam,Aligarh,Samajwadi Party
INC,Guna,Madhya Pradesh,17-04-2014,Jyotiraditya M Scindia,43,Male,Post Graduate,GEN,330888751,0,#019733,jyotiradityamscindia,Guna,Indian National Congress
INC,Tikamgarh,Madhya Pradesh,17-04-2014,Kamlesh Kumar,36,Male,Doctorate,GEN,329992919,0,#019733,kamleshkumar,Tikamgarh,Indian National Congress
AITC,Barpeta,Assam,24-04-2014,Dr Pervez Ali Ahmed,65,Male,Graduate Professional,GEN,327895738,0,#0C6965,drpervezaliahmed,Barpeta,All India Trinamool Congress
AAP,Tiruppur,Tamil Nadu,24-04-2014,Rchakravarthi Raja Gopala Krishnan,59,Male,Post Graduate,GEN,325925000,0,,rchakravarthirajagopalakrishnan,Tiruppur,Aam Aadmi Party
INC,Khandwa,Madhya Pradesh,24-04-2014,Arun Subhash Chandra Yadav,40,Male,Graduate,GEN,318304270,2,#019733,arunsubhashchandrayadav,Khandwa,Indian National Congress
NPF,Nagaland,Nagaland,09-04-2014,Neiphiu Rio,63,Male,Graduate,GEN,315834264,0,,neiphiurio,Nagaland,Naga Peoples Front
PATTALI MAKKAL KATCHI,Dharmapuri,Tamil Nadu,24-04-2014,Anbumani Ramadoss,45,Male,Graduate Professional,GEN,314378451,8,,anbumaniramadoss,Dharmapuri,Pattali Makkal Katchi
BJD,Kendrapara,Orissa,17-04-2014,Sri Baijayant Panda,50,Male,Graduate Professional,GEN,312432726,0,#000000,sribaijayantpanda,Kendrapara,Biju Janata Dal
IND,Mahbubnagar,Andhra Pradesh,30-04-2014,Ibrahim Syed,44,Male,12th,GEN,310625000,7,,ibrahimsyed,Mahbubnagar,Independent
BJP,Sheohar,Bihar,07-05-2014,Rama Devi,65,Female,Post Graduate,GEN,308591850,5,#FB7B0D,ramadevi,Sheohar,Bharatiya Janata Party
INC,Jodhpur,Rajasthan,17-04-2014,Chandresh Kumari,69,Female,12th,GEN,307822286,0,#019733,chandreshkumari,Jodhpur,Indian National Congress
AAP,Ghaziabad,Uttar Pradesh,10-04-2014,Shazia Ilmi Malik,43,Female,Post Graduate,GEN,303342609,1,,shaziailmimalik,Ghaziabad,Aam Aadmi Party
INC,Nizamabad,Andhra Pradesh,30-04-2014,Madhu Yaskhi Goud,56,Male,Post Graduate,GEN,301357021,0,#019733,madhuyaskhigoud,Nizamabad,Indian National Congress
INC,Aurangabad,Bihar,10-04-2014,Nikhil Kumar,72,Male,Post Graduate,GEN,297302441,0,#019733,nikhilkumar,Aurangabad,Indian National Congress
BJP,Faridabad,Haryana,10-04-2014,Krishan Pal,57,Male,Graduate Professional,GEN,296440144,0,#FB7B0D,krishanpal,Faridabad,Bharatiya Janata Party
IND,Hardwar,Uttarakhand,07-05-2014,Jai Singh,55,Male,Graduate,GEN,295194000,0,,jaisingh,Hardwar,Independent
SP,Muzaffarnagar,Uttar Pradesh,10-04-2014,Virendra Singh,61,Male,Post Graduate,GEN,293622871,2,#B15928,virendrasingh,Muzaffarnagar,Samajwadi Party
TDP,Zahirabad,Andhra Pradesh,30-04-2014,Kmadan Mohan Rao,44,Male,Post Graduate,GEN,291223038,0,#4bacc6,kmadanmohanrao,Zahirabad,Telugu Desam
INC,Jhalawar-Baran,Rajasthan,17-04-2014,Pramod Kumar,49,Male,12th,GEN,290302756,0,#019733,pramodkumar,Jhalawar-Baran,Indian National Congress
INC,Gwalior,Madhya Pradesh,17-04-2014,Ashok Singh,51,Male,Graduate,GEN,288174756,0,#019733,ashoksingh,Gwalior,Indian National Congress
NCP,Porbandar,Gujarat,30-04-2014,Jadeja Kandhalbhai Sarmanbhai,42,Male,8th,GEN,283945804,9,,jadejakandhalbhaisarmanbhai,Porbandar,Nationalist Congress Party
BJP,Pollachi,Tamil Nadu,24-04-2014,Eswaraner,52,Male,Graduate Professional,GEN,283641697,0,#FB7B0D,eswaraner,Pollachi,Bharatiya Janata Party
SP,Kannauj,Uttar Pradesh,24-04-2014,Dimple Yadav,36,Female,Graduate,GEN,280516418,0,#B15928,dimpleyadav,Kannauj,Samajwadi Party
INC,Kota,Rajasthan,17-04-2014,Ijyaraj Singh,49,Male,Post Graduate,GEN,280354736,0,#019733,ijyarajsingh,Kota,Indian National Congress
BJP,Tumkur,Karnataka,17-04-2014,Gsbasavaraj,73,Male,Graduate Professional,GEN,275785995,0,#FB7B0D,gsbasavaraj,Tumkur,Bharatiya Janata Party
INC,Bareilly,Uttar Pradesh,17-04-2014,Praveen Singh Aron,55,Male,Graduate Professional,GEN,274576248,1,#019733,praveensingharon,Bareilly,Indian National Congress
AAP,Lucknow,Uttar Pradesh,30-04-2014,Syed Jawed Ahmad Jafri,52,Male,12th,GEN,266571149,0,,syedjawedahmadjafri,Lucknow,Aam Aadmi Party
IND,Madha,Maharashtra,17-04-2014,Mohite-patil Pratapsinh Shankarrao,58,Male,Graduate,GEN,262989287,1,,mohite-patilpratapsinhshankarrao,Madha,Independent
INC,Lohardaga,Jharkhand,10-04-2014,Rameshwar Oraon,67,Male,Doctorate,GEN,262697987,0,#019733,rameshwaroraon,Lohardaga,Indian National Congress
SP,Shrawasti,Uttar Pradesh,07-05-2014,Atiq Ahmad,51,Male,10th,GEN,259378861,42,#B15928,atiqahmad,Shrawasti,Samajwadi Party
INC,Ranchi,Jharkhand,17-04-2014,Subodh Kant Sahai,60,Male,Graduate Professional,GEN,258895068,1,#019733,subodhkantsahai,Ranchi,Indian National Congress
AAP,Gandhinagar,Gujarat,30-04-2014,Mehta Rituraj Gautamchand,47,Male,Graduate,GEN,257990872,0,,mehtariturajgautamchand,Gandhinagar,Aam Aadmi Party
INC,Satna,Madhya Pradesh,10-04-2014,Ajay Arjun Singh,58,Male,Post Graduate,GEN,254876883,2,#019733,ajayarjunsingh,Satna,Indian National Congress
SHS,Shirur,Maharashtra,17-04-2014,Adhalrao Shivaji Dattatrey,59,Male,Post Graduate,GEN,253598315,10,#F05A00,adhalraoshivajidattatrey,Shirur,Shivsena
INC,Firozpur,Punjab,30-04-2014,Sunil Jakhar,60,Male,Post Graduate,GEN,253069342,0,#019733,suniljakhar,Firozpur,Indian National Congress
IND,Dausa,Rajasthan,24-04-2014,Shivpal Singh Gujjar,42,Male,12th,GEN,252107430,2,,shivpalsinghgujjar,Dausa,Independent
BJP,Etah,Uttar Pradesh,24-04-2014,Rajvir Singh,53,Male,Graduate Professional,GEN,251921157,0,#FB7B0D,rajvirsingh,Etah,Bharatiya Janata Party
SP,Chikkballapur,Karnataka,17-04-2014,Robin Mathews Narekattu,48,Male,Post Graduate,GEN,251460907,0,#B15928,robinmathewsnarekattu,Chikkballapur,Samajwadi Party
BJP,Gurgaon,Haryana,10-04-2014,Inderjit Singh,64,Male,Graduate Professional,GEN,250698763,0,#FB7B0D,inderjitsingh,Gurgaon,Bharatiya Janata Party
IND,Vellore,Tamil Nadu,24-04-2014,Sivaprakasam -rs,58,Male,12th,GEN,250500000,1,,sivaprakasam-rs,Vellore,Independent
INC,Bangalore North,Karnataka,17-04-2014,Cnarayana Swamy,65,Male,Post Graduate,GEN,247952597,0,#019733,cnarayanaswamy,Bangalore North,Indian National Congress
INC,Gurdaspur,Punjab,30-04-2014,Partap Singh Bajwa,57,Male,Graduate,GEN,247069039,0,#019733,partapsinghbajwa,Gurdaspur,Indian National Congress
AAP,Sonipat,Haryana,10-04-2014,Jai Singh,62,Male,Post Graduate,GEN,246912638,0,,jaisingh,Sonipat,Aam Aadmi Party
INLD,Rohtak,Haryana,10-04-2014,Shamsher Singh Kharkara,56,Male,Post Graduate,GEN,242943888,0,,shamshersinghkharkara,Rohtak,Indian National Lok Dal
INC,Muzaffarnagar,Uttar Pradesh,10-04-2014,Pankaj Agarwal,43,Male,Graduate,GEN,242260053,0,#019733,pankajagarwal,Muzaffarnagar,Indian National Congress
INC,Salem,Tamil Nadu,24-04-2014,Rangarajan Mohan Kumaramangalam,35,Male,Post Graduate,GEN,240204511,0,#019733,rangarajanmohankumaramangalam,Salem,Indian National Congress
BJP,Jhalawar-Baran,Rajasthan,17-04-2014,Dushyant,43,Male,Post Graduate,GEN,239006838,0,#FB7B0D,dushyant,Jhalawar-Baran,Bharatiya Janata Party
INC,Bidar,Karnataka,17-04-2014,Ndharam Singh,78,Male,Post Graduate,GEN,236308464,1,#019733,ndharamsingh,Bidar,Indian National Congress
INC,Solapur,Maharashtra,17-04-2014,Shinde Sushilkumar Sambhajirao,73,Male,Graduate Professional,GEN,234700792,0,#019733,shindesushilkumarsambhajirao,Solapur,Indian National Congress
SP,Buldhana,Maharashtra,10-04-2014,Vasantrao Sukhdev Dandage,62,Male,Graduate,GEN,233640000,0,#B15928,vasantraosukhdevdandage,Buldhana,Samajwadi Party
IND,North West Delhi,National Capital Territory Of Delhi,10-04-2014,Kamini Kaur,49,Female,8th,GEN,233096000,0,,kaminikaur,North West Delhi,Independent
BJP,Davanagere,Karnataka,17-04-2014,Gm Siddeshwara,61,Male,10th,GEN,232375703,0,#FB7B0D,gmsiddeshwara,Davanagere,Bharatiya Janata Party
AIADMK,Pollachi,Tamil Nadu,24-04-2014,Mahendranc,42,Male,Post Graduate,GEN,231430367,0,#9DBC2A,mahendranc,Pollachi,All India Anna Dravida Munnetra Kazhagam
INC,Thiruvananthapuram,Kerala,10-04-2014,Dr Shashi Tharoor,58,Male,Doctorate,GEN,230275186,0,#019733,drshashitharoor,Thiruvananthapuram,Indian National Congress
INC,Mahesana,Gujarat,30-04-2014,Patel Jivabhai Ambalal,75,Male,10th,GEN,229480000,0,#019733,pateljivabhaiambalal,Mahesana,Indian National Congress
SP,Fatehpur,Uttar Pradesh,30-04-2014,Rakesh Sachan,58,Male,Post Graduate,GEN,228815082,8,#B15928,rakeshsachan,Fatehpur,Samajwadi Party
INC,Hamirpur,Himachal Pradesh,07-05-2014,Rajinder Singh Rana So Late Shri Sukh Ram,48,Male,Graduate,GEN,228697768,0,#019733,rajindersinghranasolateshrisukhram,Hamirpur,Indian National Congress
INC,Vijayawada,Andhra Pradesh,07-05-2014,Avinash Devineni,26,Male,Post Graduate,GEN,228035761,0,#019733,avinashdevineni,Vijayawada,Indian National Congress
BJP,Pune,Maharashtra,17-04-2014,Anil Shirole,63,Male,Graduate,GEN,227615279,2,#FB7B0D,anilshirole,Pune,Bharatiya Janata Party
TDP,Anantapur,Andhra Pradesh,07-05-2014,Jutur Chinna Reddy Divakar Reddy,70,Male,12th,GEN,226481020,0,#4bacc6,juturchinnareddydivakarreddy,Anantapur,Telugu Desam
BJP,Jalgaon,Maharashtra,24-04-2014,Patil Ashok Tapiram,52,Male,Graduate,GEN,226180395,0,#FB7B0D,patilashoktapiram,Jalgaon,Bharatiya Janata Party
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Rajampet,Andhra Pradesh,07-05-2014,Pvmidhun Reddy,36,Male,Post Graduate,GEN,225984036,1,,pvmidhunreddy,Rajampet,Yuvajana Sramika Rythu Congress Party
INC,Tehri Garhwal,Uttarakhand,07-05-2014,Saket Bahuguna,40,Male,Graduate Professional,GEN,225729228,0,#019733,saketbahuguna,Tehri Garhwal,Indian National Congress
JDS,Chikkodi,Karnataka,17-04-2014,Shrimant Balasaheb Patil,59,Male,Graduate,GEN,223524192,5,#8064a2,shrimantbalasahebpatil,Chikkodi,Janata Dal  (Secular)
YUVAJANA SRAMIKA RYTHU CONGRESS PARTY,Nandyal,Andhra Pradesh,07-05-2014,Spy Reddy,64,Male,Graduate,GEN,219578079,2,,spyreddy,Nandyal,Yuvajana Sramika Rythu Congress Party
SP,Bhadohi,Uttar Pradesh,07-05-2014,Seema Mishra,37,Female,Post Graduate,GEN,218115154,0,#B15928,seemamishra,Bhadohi,Samajwadi Party
NCP,Nashik,Maharashtra,24-04-2014,Bhujbal Chhagan Chandrakant,66,Male,10th,GEN,217559536,1,,bhujbalchhaganchandrakant,Nashik,Nationalist Congress Party
INC,Muzaffarpur,Bihar,07-05-2014,Akhilesh Prasad Singh,44,Male,Doctorate,GEN,216275454,0,#019733,akhileshprasadsingh,Muzaffarpur,Indian National Congress
NPP,Tura,Meghalaya,09-04-2014,Purno Agitok Sangma,66,Male,Post Graduate,GEN,215134618,0,,purnoagitoksangma,Tura,National Peoples Party
INC,Sabarkantha,Gujarat,30-04-2014,Vaghela Shankersinh,74,Male,Post Graduate,GEN,213576053,0,#019733,vaghelashankersinh,Sabarkantha,Indian National Congress
TDP,Anakapalle,Andhra Pradesh,07-05-2014,Muttamsetti Srinivasa Rao,47,Male,Illiterate,GEN,213294327,1,#4bacc6,muttamsettisrinivasarao,Anakapalli,Telugu Desam
INC,Dharmapuri,Tamil Nadu,24-04-2014,Rama Suganthan,43,Male,Post Graduate,GEN,207501877,0,#019733,ramasuganthan,Dharmapuri,Indian National Congress
AAP,Ernakulam,Kerala,10-04-2014,Anitha Prathap,55,Female,Graduate Professional,GEN,203330000,0,,anithaprathap,Ernakulam,Aam Aadmi Party
TRS,Bhongir,Andhra Pradesh,30-04-2014,Dr Narsaiah Boora,55,Male,Post Graduate,GEN,202983225,0,,drnarsaiahboora,Bhongir,Telangana Rashtra Samithi
AAP,Mumbai North,Maharashtra,24-04-2014,Satish Parasmal Jain,45,Male,Graduate,GEN,201971234,0,,satishparasmaljain,Mumbai North,Aam Aadmi Party
JKPDP,Baramulla,Jammu Kashmir,07-05-2014,Muzaffar Hussain Baig,67,Male,Post Graduate,GEN,200707183,0,,muzaffarhussainbaig,Baramulla,Jammu & Kashmir Peoples Democratic Party
BJP,North East Delhi,National Capital Territory Of Delhi,10-04-2014,Manoj Tiwari,43,Male,Post Graduate,GEN,199483924,0,#FB7B0D,manojtiwari,North East Delhi,Bharatiya Janata Party
INC,Ghaziabad,Uttar Pradesh,10-04-2014,Raj Babbar,63,Male,12th,GEN,197233950,1,#019733,rajbabbar,Ghaziabad,Indian National Congress
INC,Arakkonam,Tamil Nadu,24-04-2014,Rajesh -r,34,Male,Post Graduate,GEN,196025973,0,#019733,rajesh-r,Arakkonam,Indian National Congress
INC,Shimoga,Karnataka,17-04-2014,Vmanjunath Bhandary,52,Male,Doctorate,GEN,194691247,0,#019733,vmanjunathbhandary,Shimoga,Indian National Congress
AAP,Nagpur,Maharashtra,10-04-2014,Anjali Anish Damania,45,Female,Graduate Professional,GEN,193161591,0,,anjalianishdamania,Nagpur,Aam Aadmi Party
BJP,Maharajganj,Uttar Pradesh,12-05-2014,Pankaj,44,Male,12th,GEN,191819151,0,#FB7B0D,pankaj,Maharajganj,Bharatiya Janata Party
SAD,Ludhiana,Punjab,30-04-2014,Manpreet Singh Ayali,39,Male,12th,GEN,191314896,0,,manpreetsinghayali,Ludhiana,Shiromani Akali Dal
JMM,Jamshedpur,Jharkhand,17-04-2014,Niroop Mahanty,64,Male,Post Graduate,GEN,191088713,0,,niroopmahanty,Jamshedpur,Jharkhand Mukti Morcha
IND,Valmiki Nagar,Bihar,12-05-2014,Om Shanti Baba,50,Male,Literate,GEN,190215000,0,,omshantibaba,Valmiki Nagar,Independent
BJP,Rajsamand,Rajasthan,17-04-2014,Hari Om Singh Rathore,56,Male,Graduate,GEN,188310824,0,#FB7B0D,hariomsinghrathore,Rajsamand,Bharatiya Janata Party
TDP,Ongole,Andhra Pradesh,07-05-2014,Magunta Srinivasulu Reddy,60,Male,Graduate,GEN,187848488,0,#4bacc6,maguntasrinivasulureddy,Ongole,Telugu Desam
INC,Kolar,Karnataka,17-04-2014,K H Muniyappa,67,Male,Graduate Professional,GEN,184663000,0,#019733,khmuniyappa,Kolar,Indian National Congress
BJP,Jalna,Maharashtra,24-04-2014,Danve Raosaheb Dadarao,60,Male,Graduate,GEN,184411862,4,#FB7B0D,danveraosahebdadarao,Jalna,Bharatiya Janata Party
AITC,Darjeeling,West Bengal,17-04-2014,Bhaichung Bhutia,37,Male,10th,GEN,184406721,0,#0C6965,bhaichungbhutia,Darjeeling,All India Trinamool Congress
IND,North Goa,Goa,12-04-2014,Dayanand G Narvekar,64,Male,Graduate Professional,GEN,184306689,2,,dayanandgnarvekar,North Goa,Independent
INC,Phulpur,Uttar Pradesh,07-05-2014,Mohammad Kaif,33,Male,12th,GEN,184193144,0,#019733,mohammadkaif,Phulpur,Indian National Congress
IND,Mumbai North Central,Maharashtra,24-04-2014,Sanju Verma,43,Female,Post Graduate,GEN,183100000,0,,sanjuverma,Mumbai North Central,Independent
INLD,Bhiwani-Mahendragarh,Haryana,10-04-2014,Bahadur Singh,57,Male,5th,GEN,182580199,0,,bahadursingh,Bhiwani-Mahendragarh,Indian National Lok Dal
IND,New Delhi,National Capital Territory Of Delhi,10-04-2014,K P Sankaran Menon,68,Male,Doctorate,GEN,182208649,0,,kpsankaranmenon,New Delhi,Independent
INC,Pratapgarh,Uttar Pradesh,07-05-2014,Rajkumari Ratna Singh,54,Female,Graduate,GEN,182186713,6,#019733,rajkumariratnasingh,Pratapgarh,Indian National Congress
JDU,Darbhanga,Bihar,30-04-2014,Sanjay Kumar Jha,46,Male,Post Graduate,GEN,181383957,0,#8064a2,sanjaykumarjha,Darbhanga,Janata Dal  (United)
TDP,Rajahmundry,Andhra Pradesh,07-05-2014,Murali Mohan Maganti,73,Male,12th,GEN,180822216,1,#4bacc6,muralimohanmaganti,Rajahmundry,Telugu Desam
SP,Ghaziabad,Uttar Pradesh,10-04-2014,Sudhan Kumar,47,Male,Graduate,GEN,180682500,0,#B15928,sudhankumar,Ghaziabad,Samajwadi Party
IND,Vijayawada,Andhra Pradesh,07-05-2014,Yaram Katam Raju,52,Male,Illiterate,GEN,180047712,0,,yaramkatamraju,Vijayawada,Independent
TRS,Nalgonda,Andhra Pradesh,30-04-2014,Dr Palla Rajeshwar Reddy,50,Male,Doctorate,GEN,178513297,0,,drpallarajeshwarreddy,Nalgonda,Telangana Rashtra Samithi
SP,Unnao,Uttar Pradesh,30-04-2014,Arun Shankar Shukla,56,Male,10th,GEN,178200582,2,#B15928,arunshankarshukla,Unnao,Samajwadi Party
SAD,Khadoor Sahib,Punjab,30-04-2014,Ranjit Singh Brahmpura,76,Male,8th,GEN,177814755,0,,ranjitsinghbrahmpura,Khadoor Sahib,Shiromani Akali Dal
SP,Hardwar,Uttarakhand,07-05-2014,Anita Saini,40,Female,Literate,GEN,177295204,0,#B15928,anitasaini,Hardwar,Samajwadi Party
AAP,Pali,Rajasthan,17-04-2014,Mahesh Bhandari,53,Male,Post Graduate,GEN,176779000,0,,maheshbhandari,Pali,Aam Aadmi Party
JDS,Shimoga,Karnataka,17-04-2014,Geetha Shivarajkumar,49,Female,Graduate,GEN,176721674,0,#8064a2,geethashivarajkumar,Shimoga,Janata Dal  (Secular)
BJP,Vidisha,Madhya Pradesh,24-04-2014,Sushma Swaraj,62,Female,Graduate Professional,GEN,175516422,0,#FB7B0D,sushmaswaraj,Vidisha,Bharatiya Janata Party
AAP,Amritsar,Punjab,30-04-2014,Daljit Singh,79,Male,Post Graduate,GEN,175331173,0,,daljitsingh,Amritsar,Aam Aadmi Party
BJP,Chatra,Jharkhand,10-04-2014,Sunil Kumar Singh,52,Male,Post Graduate,GEN,174744806,0,#FB7B0D,sunilkumarsingh,Chatra,Bharatiya Janata Party
BJP,Barmer,Rajasthan,17-04-2014,Col Sona Ram,73,Male,Graduate Professional,GEN,174678454,1,#FB7B0D,colsonaram,Barmer,Bharatiya Janata Party
BJP,Jamnagar,Gujarat,30-04-2014,Maadam Poonamben Hematbhai,39,Female,Graduate,GEN,174372249,0,#FB7B0D,maadampoonambenhematbhai,Jamnagar,Bharatiya Janata Party
INC,Thanjavur,Tamil Nadu,24-04-2014,Krishnasamy Vandayart,38,Male,Graduate Professional,GEN,173643172,0,#019733,krishnasamyvandayart,Thanjavur,Indian National Congress
INC,South Delhi,National Capital Territory Of Delhi,10-04-2014,Ramesh Kumar,58,Male,10th,GEN,172314296,0,#019733,rameshkumar,South Delhi,Indian National Congress
BJP,Sreerampur,West Bengal,30-04-2014,Bappi Aparesh Lahiri,62,Male,8th,GEN,172256444,0,#FB7B0D,bappiapareshlahiri,Srerampur,Bharatiya Janata Party
IND,Phulpur,Uttar Pradesh,07-05-2014,Milan Mukherjee,71,Male,Post Graduate,GEN,171163953,0,,milanmukherjee,Phulpur,Independent
NCP,Madha,Maharashtra,17-04-2014,Mohite Patil Vijaysinh Shankarrao,69,Male,10th,GEN,170253390,1,,mohitepatilvijaysinhshankarrao,Madha,Nationalist Congress Party
JDS,Kolar,Karnataka,17-04-2014,Kolar Kesava,42,Male,Graduate,GEN,168319791,7,#8064a2,kolarkesava,Kolar,Janata Dal  (Secular)
SAD,Patiala,Punjab,30-04-2014,Deepinder Singh Dhillon,53,Male,Graduate Professional,GEN,167763561,0,,deepindersinghdhillon,Patiala,Shiromani Akali Dal
INC,Visakhapatnam,Andhra Pradesh,07-05-2014,Bolisetti Satyanarayana,57,Male,Graduate,GEN,166746916,0,#019733,bolisettisatyanarayana,Visakhapatnam,Indian National Congress
SP,Ghosi,Uttar Pradesh,12-05-2014,Rajeev Kumar Rai,45,Male,Others,GEN,165537359,0,#B15928,rajeevkumarrai,Ghosi,Samajwadi Party
INC,Hassan,Karnataka,17-04-2014,Manju A,56,Male,Graduate Professional,GEN,165271740,0,#019733,manjua,Hassan,Indian National Congress
SP,Azamgarh,Uttar Pradesh,12-05-2014,Mulayam Singh Yadav,74,Male,Post Graduate,GEN,159671544,0,#B15928,mulayamsinghyadav,Azamgarh,Samajwadi Party
SP,Mainpuri,Uttar Pradesh,24-04-2014,Mulayam Singh Yadav,74,Male,Post Graduate,GEN,159671544,0,#B15928,mulayamsinghyadav,Mainpuri,Samajwadi Party
JDS,Bangalore North,Karnataka,17-04-2014,Abdul Azeem,61,Male,Post Graduate,GEN,158909760,0,#8064a2,abdulazeem,Bangalore North,Janata Dal  (Secular)
AAP,Chalakudy,Kerala,10-04-2014,K M Noordeen,62,Male,Graduate,GEN,158604311,0,,kmnoordeen,Chalakudy,Aam Aadmi Party
INC,Hatkanangle,Maharashtra,17-04-2014,Awade Kallappa Baburao,82,Male,10th,GEN,157503816,0,#019733,awadekallappababurao,Hatkanangle,Indian National Congress
AAP,Hardwar,Uttarakhand,07-05-2014,Kanchan Choudhry Bhatttacharya,66,Female,Post Graduate,GEN,156813488,0,,kanchanchoudhrybhatttacharya,Hardwar,Aam Aadmi Party
BJP,Godda,Jharkhand,24-04-2014,Nishikant Dubey,42,Male,Post Graduate,GEN,155633719,5,#FB7B0D,nishikantdubey,Godda,Bharatiya Janata Party
BJP,Dadra Nagar Haveli,Dadra Nagar Haveli,30-04-2014,Natubhai G Patel,41,Male,5th,GEN,154760217,5,#FB7B0D,natubhaigpatel,Dadar & Nagar Haveli,Bharatiya Janata Party
JDU,Nawada,Bihar,10-04-2014,Kaushal Yadav,44,Male,Post Graduate,GEN,154566136,8,#8064a2,kaushalyadav,Nawada,Janata Dal  (United)
INC,Tiruppur,Tamil Nadu,24-04-2014,Evks Elangovan,65,Male,Graduate,GEN,153853744,3,#019733,evkselangovan,Tiruppur,Indian National Congress
BJP,Nagpur,Maharashtra,10-04-2014,Gadkari Nitin Jairam,56,Male,Graduate Professional,GEN,153704475,4,#FB7B0D,gadkarinitinjairam,Nagpur,Bharatiya Janata Party
AITC,Ghatal,West Bengal,12-05-2014,Deepak Adhikari Dev,32,Male,10th,GEN,152447159,0,#0C6965,deepakadhikaridev,Ghatal,All India Trinamool Congress
TRS,Medak,Andhra Pradesh,30-04-2014,Kalvakuntla Chandrashekar Rao,60,Male,Graduate,GEN,151582464,2,,kalvakuntlachandrashekarrao,Medak,Telangana Rashtra Samithi
BJP,Bellary,Karnataka,17-04-2014,B Sreeramulu,43,Male,Graduate,GEN,151392844,8,#FB7B0D,bsreeramulu,Bellary,Bharatiya Janata Party
INC,Medak,Andhra Pradesh,30-04-2014,Drp Sravan Kumar Reddy,39,Male,Graduate Professional,GEN,150851000,0,#019733,drpsravankumarreddy,Medak,Indian National Congress
INC,Aurangabad,Maharashtra,24-04-2014,Patil Nitin Suresh,44,Male,Graduate,GEN,150699930,7,#019733,patilnitinsuresh,Aurangabad,Indian National Congress
AITC,South Goa,Goa,12-04-2014,Churchill Alemao,64,Male,Others,GEN,149868252,3,#0C6965,churchillalemao,South Goa,All India Trinamool Congress
INLD,Faridabad,Haryana,10-04-2014,R K Anand,71,Male,Graduate Professional,GEN,149352852,0,,rkanand,Faridabad,Indian National Lok Dal
NCP,Thane,Maharashtra,24-04-2014,Sanjeev Ganesh Naik,42,Male,12th,GEN,148635752,0,,sanjeevganeshnaik,Thane,Nationalist Congress Party
BJP,South Delhi,National Capital Territory Of Delhi,10-04-2014,Ramesh Bidhuri,52,Male,Graduate Professional,GEN,147493056,4,#FB7B0D,rameshbidhuri,South Delhi,Bharatiya Janata Party
INC,Sangrur,Punjab,30-04-2014,Vijay Inder Singla,42,Male,Graduate Professional,GEN,147378890,0,#019733,vijayindersingla,Sangrur,Indian National Congress
BJP,Ujiarpur,Bihar,07-05-2014,Nityanand Rai,48,Male,Graduate,GEN,146743540,1,#FB7B0D,nityanandrai,Ujiarpur,Bharatiya Janata Party
AIADMK,Thanjavur,Tamil Nadu,24-04-2014,Parasuramank,53,Male,12th,GEN,146049347,0,#9DBC2A,parasuramank,Thanjavur,All India Anna Dravida Munnetra Kazhagam
BJP,Muzaffarpur,Bihar,07-05-2014,Ajay Nishad,45,Male,Graduate,GEN,145712654,0,#FB7B0D,ajaynishad,Muzaffarpur,Bharatiya Janata Party
SP,Bijnor,Uttar Pradesh,10-04-2014,Shahnawaj Rana,41,Male,Graduate Professional,GEN,145562257,11,#B15928,shahnawajrana,Bijnor,Samajwadi Party
BJP,Daman Diu,Daman Diu,30-04-2014,Patel Lalubhai Babubhai,58,Male,8th,GEN,144931238,1,#FB7B0D,patellalubhaibabubhai,Daman & Diu,Bharatiya Janata Party
BJP,Raver,Maharashtra,24-04-2014,Khadase Raksha Nikhil,26,Female,Graduate,GEN,144222841,0,#FB7B0D,khadaserakshanikhil,Raver,Bharatiya Janata Party
