state,constituency,poll_date,name,party,age,gender,education,category,assets,criminal_cases,color
Gujarat,Dahod,30-04-2014,Bamaniya Jyotishkumar Bapubhai,BSP,40,Male,8th,GEN,155000,0,#77968E
Uttar Pradesh,Rae Bareli,30-04-2014,Sakil Ahmad,IND,0,Male,8th,GEN,155000,0,
Andhra Pradesh,Secunderabad,30-04-2014,Mohammed Rizwan Hussain,IND,32,Male,10th,GEN,154500,0,
Maharashtra,Sangli,17-04-2014,Suresh Parth Mane Nana,IND,51,Male,12th,GEN,154500,0,
Andhra Pradesh,Kakinada,07-05-2014,Ratna Kumar Muthabathula,BSP,37,Male,12th,GEN,154000,0,#77968E
Bihar,Ujiarpur,07-05-2014,Prithwinath Prasad,MAHAMUKTI DAL,46,Male,Graduate,GEN,153271,0,
Orissa,Bargarh,10-04-2014,Kulamani Urma,PASCHIMANCHAL VIKAS PARTY,52,Male,8th,GEN,153000,0,
Assam,Barpeta,24-04-2014,Kamal Uddin,IND,66,Male,Literate,GEN,152836,0,
Goa,South Goa,12-04-2014,Cliffton De Souza,BAHUJAN MUKTI PARTY,33,Male,10th,GEN,152500,0,
Gujarat,Surendranagar,30-04-2014,Vora Bhavanbhai Devajibhai,IND,43,Male,10th,GEN,152000,0,
Jammu Kashmir,Srinagar,30-04-2014,Fayaz Ahmad Bhat,BJP,42,Male,Graduate,GEN,152000,0,#FB7B0D
Tamil Nadu,Arakkonam,24-04-2014,Gajendran -s,IND,36,Male,12th,GEN,152000,0,
Tamil Nadu,Theni,24-04-2014,Iniyavan -r,IND,33,Male,12th,GEN,152000,1,
Punjab,Jalandhar,30-04-2014,Jyoti Mann,AAP,27,Female,Graduate,GEN,152000,0,
Uttarakhand,Almora,07-05-2014,Vijay Kumar,CPIMLL,62,Male,Literate,GEN,151500,0,
Tamil Nadu,Chennai South,24-04-2014,Rajini Nivetha,IND,43,Female,12th,GEN,151457,0,
Uttar Pradesh,Maharajganj,12-05-2014,Ajaydhar,IND,0,Male,12th,GEN,151200,0,
Andhra Pradesh,Nandyal,07-05-2014,Pichika Narendra Dev,IND,49,Male,10th,GEN,151000,0,
Gujarat,Bhavnagar,30-04-2014,Khadrani Asimbhai Pirbhai,IND,39,Male,12th,GEN,151000,0,
Rajasthan,Tonk-sawai Madhopur,24-04-2014,Siya Ram,IND,44,Male,8th,GEN,151000,0,
Maharashtra,Beed,17-04-2014,Aghav Jayprakash Sitaram,IND,33,Male,10th,GEN,151000,3,
Madhya Pradesh,Rewa,10-04-2014,Janardan Mishra,IND,41,Male,Graduate,GEN,151000,0,
Uttar Pradesh,Azamgarh,12-05-2014,Shamshad Ahmad,IND,40,Male,Literate,GEN,150400,0,
Uttar Pradesh,Dhaurahra,30-04-2014,Sukhvindra Singh,NAV BHARAT DEMOCRATIC PARTY,32,Male,10th,GEN,150025,0,
Andhra Pradesh,Karimnagar,30-04-2014,Pulikota Ramesh,IND,34,Male,8th,GEN,150000,0,
Andhra Pradesh,Peddapalle,30-04-2014,Jv Raju,NEW INDIA PARTY,50,Male,12th,GEN,150000,0,
Punjab,Fatehgarh Sahib,30-04-2014,Manpreet Singh,IND,33,Male,10th,GEN,150000,0,
Maharashtra,Dhule,24-04-2014,Jagdane Ramesh Soma,MAHARASHTRA PARIVARTAN SENA T,54,Male,Literate,GEN,150000,0,
Maharashtra,Palghar,24-04-2014,Gavari Shyam Anant,BSP,31,Male,12th,GEN,150000,0,#77968E
Tamil Nadu,Salem,24-04-2014,Kuppayee R,IND,35,Female,12th,GEN,150000,0,
Tamil Nadu,Thoothukkudi,24-04-2014,Samuel As,IND,59,Male,Literate,GEN,150000,0,
Chhattisgarh,Mahasamund,17-04-2014,Preeti Dhruw,GGP,33,Female,Others,GEN,150000,0,
Karnataka,Hassan,17-04-2014,Manjunatha,BHARATIYA DR BRAMBEDKAR JANTA PARTY,34,Male,5th,GEN,150000,0,
Maharashtra,Hatkanangle,17-04-2014,Shaikh Shabbir Nabi,MAHARASHTRA PARIVARTAN SENA T,40,Male,Literate,GEN,150000,0,
Rajasthan,Jhalawar-baran,17-04-2014,Suleman,IND,46,Male,8th,GEN,150000,0,
Kerala,Thiruvananthapuram,10-04-2014,R Chandrika Kattakada,REPUBLICAN PARTY OF INDIA,57,Female,10th,GEN,150000,0,
National Capital Territory Of Delhi,East Delhi,10-04-2014,Dr Nabhit Kapur,NAYA DAUR PARTY,26,Male,Doctorate,GEN,150000,0,
Orissa,Kandhamal,10-04-2014,Basanta Kumar Pradhan,IND,37,Male,12th,GEN,150000,0,
Tamil Nadu,Salem,24-04-2014,Senthil Kumar M,IND,35,Male,Graduate,GEN,149900,0,
Puducherry,Pondicherry,24-04-2014,P Bakkiaraj,IND,31,Male,8th,GEN,149100,1,
Bihar,Patna Sahib,17-04-2014,Dr Rakesh Datta Mishra,BHARATIYA JAN KRANTI DAL DEMOCRATIC,39,Male,Post Graduate,GEN,149047,0,
Gujarat,Navsari,30-04-2014,Shaikh Hasan Dagdu,IND,67,Male,Literate,GEN,149000,0,
Maharashtra,Mumbai South,24-04-2014,Santan Daigo Farnandis,IND,31,Male,12th,GEN,149000,0,
Maharashtra,Madha,17-04-2014,Devkate Somanath Alias Someshwar Chandrakant,IND,40,Male,5th,GEN,148500,1,
Tamil Nadu,Sivaganga,24-04-2014,Lenin M,IND,47,Male,12th,GEN,148120,0,
Uttar Pradesh,Hardoi,24-04-2014,Shiv Kumar,IND,63,Male,Graduate,GEN,148039,0,
Gujarat,Amreli,30-04-2014,Nathabhai Dayabhai Tota,IND,34,Male,Literate,GEN,148000,0,
Gujarat,Bhavnagar,30-04-2014,Maru Manharbhai Valjibhai,IND,34,Male,10th,GEN,148000,0,
Tamil Nadu,Vellore,24-04-2014,Dhandapani -m,IND,66,Male,Graduate,GEN,147168,0,
Andhra Pradesh,Narsapuram,07-05-2014,Gitadas Das Wo Hariharadas Das,PREM JANATA DAL,28,Female,8th,GEN,147000,0,
Kerala,Alathur,10-04-2014,Krishnankutty V,IND,48,Male,10th,GEN,146988,0,
Tamil Nadu,Thoothukkudi,24-04-2014,Panneerselvamc,IND,38,Male,Graduate Professional,GEN,146579,0,
Madhya Pradesh,Sagar,17-04-2014,Mahendra Kumar Choudhary,BAHUJAN MUKTI PARTY,31,Male,Post Graduate,GEN,146079,0,
Tamil Nadu,Namakkal,24-04-2014,Gnanapandithanp,RPIA,48,Male,Illiterate,GEN,146000,0,
Uttar Pradesh,Shrawasti,07-05-2014,Ratnesh,AAP,39,Male,8th,GEN,146000,0,
Uttar Pradesh,Deoria,12-05-2014,Ram Pravesh,BHARATIYA EKTA DAL,31,Male,12th,GEN,145500,0,
West Bengal,Jadavpur,12-05-2014,Mangal Kumar Sardar,IND,25,Male,Graduate,GEN,145500,0,
Dadra Nagar Haveli,Dadra Nagar Haveli,30-04-2014,Patel Hemantbhai Keshavbhai,BSP,43,Male,12th,GEN,145206,0,#77968E
Tamil Nadu,Dharmapuri,24-04-2014,Rajinikanths,BSP,36,Male,Graduate Professional,GEN,145000,0,#77968E
Tamil Nadu,Pollachi,24-04-2014,Prabhu J,IND,34,Male,12th,GEN,145000,0,
Tamil Nadu,Tiruvallur,24-04-2014,Doss R,IND,45,Male,8th,GEN,145000,0,
